5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.5949354981499605	1	130	92
0	P	0	P	1	5;7;9;13;21;25;29;31	0.71255083413457	0.8936336078204943	962	644
0	P	0	P	2	38;62;67;76;78	0.491816451457678	0.7053052653513499	704	298
0	P	0	P	3	47;54;57;79;81	0.12451383958457835	0.2631319662448143	877	90
0	P	0	P	4	10;14;16;24;26;27;30;33;34;39;42;48;52;56;58	0.17973545052455106	0.26475527664574683	2656	328
0	P	0	P	5	15	0.0	0.045871072557456025	215	0
0	P	0	P	6	22	0.0	0.051812768732640443	190	0
0	P	0	P	7	64;66	0.0	0.024813819007751647	400	0
0	P	0	P	8	65;71	0.0	0.025125548431841727	395	0
0	P	0	P	9	90	0.0	0.05290930440355724	186	0
0	P	0	P	10	95	0.0	0.0454540715822076	217	0
0	P	0	P	11	40	0.0	0.0467284569718802	211	0
0	P	0	P	12	77	0.0	0.045871072557456025	215	0
0	P	0	P	13	85	0.0	0.04694783450622614	210	0
0	P	0	P	14	86	0.0	0.05847852039837849	168	0
0	P	0	P	15	80;88	0.0	0.024509729940316367	405	0
0	P	0	P	16	98	0.0	0.04901901307130063	201	0
0	P	0	P	17	99;103	0.0	0.027932851308782734	355	0
0	P	0	P	18	104	0.0	0.0495043378213925	199	0
0	P	0	P	19	89	0.0	0.045871072557456025	215	0
0	P	0	P	20	68;93	0.0	0.023696615615599777	419	0
0	P	0	P	21	55;61;63	0.0	0.016474442149535126	604	0
0	P	0	P	22	49;60	0.0	0.02309462634671126	430	0
0	P	0	P	23	2;11;36;41;73;74	0.0	0.008410425952293502	1186	0
0	P	0	P	24	1;4;12;35;37;51;59	0.0	0.006930005263630152	1440	0
0	P	0	P	25	3;6;28;32	0.0	0.012391564192539332	804	0
0	P	0	P	26	8	0.0	0.048308609540179806	204	0
1	M1	1	M1	0	0	0.6390889105970959	1	116	92
1	M1	1	M1	1	5;7;9;13;21;25;29;31	0.0	0.006203472750282787	1609	0
1	M1	1	M1	2	38;62;67;76;78	0.0	0.010266935029421165	971	0
1	M1	1	M1	3	47;54;57;79;81	0.0	0.009718168385484017	1026	0
1	M1	1	M1	4	10;14;16;24;26;27;30;33;34;39;42;48;52;56;58	0.0	0.0034447121620009838	2900	0
1	M1	1	M1	5	15	0.3483604432692322	0.8108086687227309	144	56
1	M1	1	M1	6	22	0.2758912954046151	0.7212336033260214	148	46
1	M1	1	M1	7	64;66	0.0	0.02518883656284027	394	0
1	M1	1	M1	8	65;71	0.0	0.02463046679013666	403	0
1	M1	1	M1	9	90	0.0	0.0497506218866604	198	0
1	M1	1	M1	10	95	0.0	0.046295795522400304	213	0
1	M1	1	M1	11	40	0.0	0.05050439981351178	195	0
1	M1	1	M1	12	77	0.0	0.046511120090990454	212	0
1	M1	1	M1	13	85	0.0	0.046511120090990454	212	0
1	M1	1	M1	14	86	0.0	0.04901901307130063	201	0
1	M1	1	M1	15	80;88	0.0	0.023923376186563216	415	0
1	M1	1	M1	16	98	0.0	0.05405325575459152	182	0
1	M1	1	M1	17	99;103	0.0	0.02570685549373666	386	0
1	M1	1	M1	18	104	0.0	0.04201643269970723	235	0
1	M1	1	M1	19	89	0.0	0.04901901307130063	201	0
1	M1	1	M1	20	68;93	0.0	0.026315697870885304	377	0
1	M1	1	M1	21	55;61;63	0.0	0.018214905920202668	546	0
1	M1	1	M1	22	49;60	0.0	0.02499992148278196	397	0
1	M1	1	M1	23	2;11;36;41;73;74	0.0	0.00812347416335366	1228	0
1	M1	1	M1	24	1;4;12;35;37;51;59	0.0	0.007142855318093602	1397	0
1	M1	1	M1	25	3;6;28;32	0.0	0.012019222066715626	829	0
1	M1	1	M1	26	8	0.591421290139348	1	122	87
2	M2	2	M2	0	0	0.7858590309235965	1	95	104
2	M2	2	M2	1	5;7;9;13;21;25;29;31	0.0	0.006265662928953832	1593	0
