# 11 out of 11 mutations
3 #trees
10 #edges, tree 1
51 55;56;57;59
16;18;23;44 47
41 51
4;11;12;19;20;26;29;35;38 41
1;2 16;18;23;44
1;2 5;7;8;10;13;15;17;21;22
0 3;6;9;14;25;32;37;53
0 39;40;42
0 4;11;12;19;20;26;29;35;38
0 1;2
10 #edges, tree 2
0 1;2
0 4;11;12;19;20;26;29;35;38
0 3;6;9;14;25;32;37;53
1;2 5;7;8;10;13;15;17;21;22
1;2 16;18;23;44
4;11;12;19;20;26;29;35;38 41
4;11;12;19;20;26;29;35;38 39;40;42
41 51
16;18;23;44 47
51 55;56;57;59
10 #edges, tree 3
51 55;56;57;59
16;18;23;44 47
41 51
41 39;40;42
4;11;12;19;20;26;29;35;38 41
1;2 16;18;23;44
1;2 5;7;8;10;13;15;17;21;22
0 3;6;9;14;25;32;37;53
0 4;11;12;19;20;26;29;35;38
0 1;2
