# 11 out of 11 mutations
4 #trees
10 #edges, tree 1
9;10;12;17;20;26;27;28;30 32;34;35;37;38;40
4;6;8;11;13;18 21
14;15;16 7
7 29;33;41;42
7 19
3 9;10;12;17;20;26;27;28;30
3 4;6;8;11;13;18
0 14;15;16
0 3
0 2
10 #edges, tree 2
0 2
0 3
0 7
3 4;6;8;11;13;18
3 9;10;12;17;20;26;27;28;30
7 14;15;16
14;15;16 19
14;15;16 29;33;41;42
4;6;8;11;13;18 21
9;10;12;17;20;26;27;28;30 32;34;35;37;38;40
10 #edges, tree 3
9;10;12;17;20;26;27;28;30 32;34;35;37;38;40
4;6;8;11;13;18 21
14;15;16 29;33;41;42
14;15;16 19
7 14;15;16
3 9;10;12;17;20;26;27;28;30
3 4;6;8;11;13;18
3 2
0 7
0 3
10 #edges, tree 4
9;10;12;17;20;26;27;28;30 32;34;35;37;38;40
4;6;8;11;13;18 21
14;15;16 7
7 29;33;41;42
7 19
3 9;10;12;17;20;26;27;28;30
3 4;6;8;11;13;18
3 2
0 14;15;16
0 3
