# 12 out of 12 mutations
36 #trees
11 #edges, tree 1
2;21;23;34;40;43 48
11;13;17;25;27;36;37 42;44;45
18;20;24;26;28;30 32
9;16 18;20;24;26;28;30
3;4;7;8 11;13;17;25;27;36;37
3;4;7;8 9;16
1 15
0 2;21;23;34;40;43
0 5;6;14;19;22;29;31;33;35;38;39;41
0 3;4;7;8
0 1
11 #edges, tree 2
0 1
0 3;4;7;8
0 15
0 5;6;14;19;22;29;31;33;35;38;39;41
0 2;21;23;34;40;43
3;4;7;8 9;16
3;4;7;8 11;13;17;25;27;36;37
9;16 18;20;24;26;28;30
18;20;24;26;28;30 32
11;13;17;25;27;36;37 42;44;45
2;21;23;34;40;43 48
11 #edges, tree 3
2;21;23;34;40;43 48
11;13;17;25;27;36;37 42;44;45
18;20;24;26;28;30 32
9;16 18;20;24;26;28;30
3;4;7;8 11;13;17;25;27;36;37
3;4;7;8 9;16
3;4;7;8 15
0 2;21;23;34;40;43
0 5;6;14;19;22;29;31;33;35;38;39;41
0 3;4;7;8
0 1
11 #edges, tree 4
2;21;23;34;40;43 48
11;13;17;25;27;36;37 42;44;45
18;20;24;26;28;30 32
9;16 18;20;24;26;28;30
9;16 15
3;4;7;8 11;13;17;25;27;36;37
3;4;7;8 9;16
0 2;21;23;34;40;43
0 5;6;14;19;22;29;31;33;35;38;39;41
0 3;4;7;8
0 1
11 #edges, tree 5
0 3;4;7;8
0 15
0 5;6;14;19;22;29;31;33;35;38;39;41
0 2;21;23;34;40;43
3;4;7;8 9;16
3;4;7;8 11;13;17;25;27;36;37
9;16 18;20;24;26;28;30
18;20;24;26;28;30 32
11;13;17;25;27;36;37 42;44;45
2;21;23;34;40;43 1
2;21;23;34;40;43 48
11 #edges, tree 6
0 3;4;7;8
0 15
0 5;6;14;19;22;29;31;33;35;38;39;41
0 2;21;23;34;40;43
3;4;7;8 9;16
3;4;7;8 11;13;17;25;27;36;37
15 1
9;16 18;20;24;26;28;30
18;20;24;26;28;30 32
11;13;17;25;27;36;37 42;44;45
2;21;23;34;40;43 48
11 #edges, tree 7
0 3;4;7;8
0 15
0 5;6;14;19;22;29;31;33;35;38;39;41
0 2;21;23;34;40;43
3;4;7;8 9;16
3;4;7;8 11;13;17;25;27;36;37
9;16 18;20;24;26;28;30
18;20;24;26;28;30 32
11;13;17;25;27;36;37 42;44;45
5;6;14;19;22;29;31;33;35;38;39;41 1
2;21;23;34;40;43 48
11 #edges, tree 8
0 3;4;7;8
0 15
0 5;6;14;19;22;29;31;33;35;38;39;41
0 2;21;23;34;40;43
3;4;7;8 9;16
3;4;7;8 11;13;17;25;27;36;37
9;16 18;20;24;26;28;30
18;20;24;26;28;30 32
11;13;17;25;27;36;37 1
11;13;17;25;27;36;37 42;44;45
2;21;23;34;40;43 48
11 #edges, tree 9
2;21;23;34;40;43 48
11;13;17;25;27;36;37 42;44;45
18;20;24;26;28;30 32
9;16 18;20;24;26;28;30
3;4;7;8 11;13;17;25;27;36;37
3;4;7;8 9;16
3;4;7;8 1
0 2;21;23;34;40;43
0 5;6;14;19;22;29;31;33;35;38;39;41
0 15
