# 12 out of 12 mutations
396 #trees
11 #edges, tree 1
0 1
0 3
0 2;6
0 7
0 13;16
0 5;8;10;11;19;20;21
0 31
1 9;12
3 25
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 2
18;23;29;30;35 37;38
9;12 18;23;29;30;35
3 25
3 2;6
1 9;12
0 31
0 5;8;10;11;19;20;21
0 13;16
0 7
0 3
0 1
11 #edges, tree 3
0 3
0 2;6
0 7
0 9;12
0 13;16
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
18;23;29;30;35 37;38
11 #edges, tree 4
0 3
0 7
0 9;12
0 13;16
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 2;6
3 25
9;12 1
18;23;29;30;35 37;38
11 #edges, tree 5
18;23;29;30;35 37;38
9;12 18;23;29;30;35
3 31
3 25
1 9;12
0 5;8;10;11;19;20;21
0 13;16
0 7
0 2;6
0 3
0 1
11 #edges, tree 6
18;23;29;30;35 37;38
25 31
9;12 18;23;29;30;35
3 25
1 9;12
0 5;8;10;11;19;20;21
0 13;16
0 7
0 2;6
0 3
0 1
11 #edges, tree 7
18;23;29;30;35 37;38
9;12 1
3 31
3 25
1 18;23;29;30;35
0 5;8;10;11;19;20;21
0 13;16
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 8
18;23;29;30;35 37;38
25 31
9;12 1
3 25
1 18;23;29;30;35
0 5;8;10;11;19;20;21
0 13;16
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 9
0 3
0 7
0 9;12
0 13;16
0 5;8;10;11;19;20;21
1 18;23;29;30;35
3 2;6
3 25
3 31
9;12 1
18;23;29;30;35 37;38
11 #edges, tree 10
0 3
0 7
0 9;12
0 13;16
0 5;8;10;11;19;20;21
1 18;23;29;30;35
3 2;6
3 25
9;12 1
25 31
18;23;29;30;35 37;38
11 #edges, tree 11
0 1
0 3
0 7
0 13;16
0 5;8;10;11;19;20;21
1 9;12
3 2;6
3 25
3 31
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 12
0 1
0 3
0 7
0 13;16
0 5;8;10;11;19;20;21
1 9;12
3 2;6
3 25
9;12 18;23;29;30;35
25 31
18;23;29;30;35 37;38
11 #edges, tree 13
0 1
0 3
0 2;6
0 7
0 5;8;10;11;19;20;21
1 9;12
1 13;16
3 25
3 31
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 14
0 1
0 3
0 2;6
0 7
0 5;8;10;11;19;20;21
1 9;12
3 25
3 31
9;12 13;16
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 15
0 1
0 3
0 2;6
0 7
0 5;8;10;11;19;20;21
0 31
1 9;12
1 13;16
3 25
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 16
0 1
0 3
0 2;6
0 7
0 5;8;10;11;19;20;21
0 31
1 9;12
3 25
9;12 13;16
9;12 18;23;29;30;35
18;23;29;30;35 37;38
11 #edges, tree 17
18;23;29;30;35 37;38
25 31
9;12 18;23;29;30;35
9;12 13;16
3 25
1 9;12
0 5;8;10;11;19;20;21
0 7
0 2;6
0 3
0 1
11 #edges, tree 18
18;23;29;30;35 37;38
25 31
9;12 18;23;29;30;35
3 25
1 13;16
1 9;12
0 5;8;10;11;19;20;21
0 7
0 2;6
0 3
0 1
11 #edges, tree 19
18;23;29;30;35 37;38
9;12 18;23;29;30;35
9;12 13;16
3 25
3 2;6
1 9;12
0 31
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 20
18;23;29;30;35 37;38
9;12 18;23;29;30;35
3 25
3 2;6
1 13;16
1 9;12
0 31
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 21
18;23;29;30;35 37;38
25 31
9;12 18;23;29;30;35
9;12 13;16
3 25
3 2;6
1 9;12
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 22
18;23;29;30;35 37;38
9;12 18;23;29;30;35
9;12 13;16
3 31
3 25
3 2;6
1 9;12
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 23
18;23;29;30;35 37;38
9;12 18;23;29;30;35
3 31
3 25
3 2;6
1 13;16
1 9;12
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 24
18;23;29;30;35 37;38
25 31
9;12 18;23;29;30;35
3 25
3 2;6
1 13;16
1 9;12
0 5;8;10;11;19;20;21
0 7
0 3
0 1
11 #edges, tree 25
18;23;29;30;35 37;38
9;12 1
3 25
3 2;6
1 18;23;29;30;35
1 13;16
0 31
0 5;8;10;11;19;20;21
0 9;12
0 7
0 3
11 #edges, tree 26
18;23;29;30;35 37;38
9;12 1
3 25
1 18;23;29;30;35
1 13;16
0 31
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 27
18;23;29;30;35 37;38
9;12 13;16
9;12 1
3 25
1 18;23;29;30;35
0 31
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 28
18;23;29;30;35 37;38
9;12 13;16
9;12 1
3 25
3 2;6
1 18;23;29;30;35
0 31
0 5;8;10;11;19;20;21
0 9;12
0 7
0 3
11 #edges, tree 29
18;23;29;30;35 37;38
25 31
9;12 13;16
9;12 1
3 25
1 18;23;29;30;35
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 30
18;23;29;30;35 37;38
25 31
9;12 1
3 25
1 18;23;29;30;35
1 13;16
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 31
18;23;29;30;35 37;38
9;12 13;16
9;12 1
3 31
3 25
1 18;23;29;30;35
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 32
18;23;29;30;35 37;38
9;12 1
3 31
3 25
1 18;23;29;30;35
1 13;16
0 5;8;10;11;19;20;21
0 9;12
0 7
0 2;6
0 3
11 #edges, tree 33
0 3
0 7
0 9;12
0 5;8;10;11;19;20;21
1 18;23;29;30;35
3 2;6
3 25
9;12 1
9;12 13;16
25 31
18;23;29;30;35 37;38
11 #edges, tree 34
0 3
0 7
0 9;12
0 5;8;10;11;19;20;21
1 18;23;29;30;35
3 2;6
3 25
3 31
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 35
0 3
0 7
0 9;12
0 5;8;10;11;19;20;21
1 13;16
1 18;23;29;30;35
3 2;6
3 25
3 31
9;12 1
18;23;29;30;35 37;38
11 #edges, tree 36
0 3
0 7
0 9;12
0 5;8;10;11;19;20;21
1 13;16
1 18;23;29;30;35
3 2;6
3 25
9;12 1
25 31
18;23;29;30;35 37;38
11 #edges, tree 37
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
13;16 7
18;23;29;30;35 37;38
11 #edges, tree 38
0 3
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 2;6
3 25
9;12 1
9;12 13;16
13;16 7
18;23;29;30;35 37;38
11 #edges, tree 39
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 7
3 25
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 40
0 3
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 2;6
3 7
3 25
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 41
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
31 7
18;23;29;30;35 37;38
11 #edges, tree 42
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
5;8;10;11;19;20;21 7
18;23;29;30;35 37;38
11 #edges, tree 43
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 7
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 44
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
25 7
18;23;29;30;35 37;38
11 #edges, tree 45
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
2;6 7
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 46
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 7
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 47
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
18;23;29;30;35 7
18;23;29;30;35 37;38
11 #edges, tree 48
0 3
0 2;6
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 25
9;12 1
9;12 13;16
18;23;29;30;35 37;38
37;38 7
11 #edges, tree 49
0 3
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 2;6
3 25
9;12 1
9;12 7
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 50
0 3
0 9;12
0 5;8;10;11;19;20;21
0 31
1 7
1 18;23;29;30;35
3 2;6
3 25
9;12 1
9;12 13;16
18;23;29;30;35 37;38
11 #edges, tree 51
0 3
0 9;12
0 5;8;10;11;19;20;21
0 31
1 18;23;29;30;35
3 2;6
