# 12 out of 12 mutations
72 #trees
11 #edges, tree 1
0 1
0 4
0 5
1 2
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
25;27;30;34 39
11 #edges, tree 2
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
1 2
0 5
0 4
0 1
11 #edges, tree 3
0 1
0 2
0 4
0 5
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
29 36;37
25;27;30;34 39
11 #edges, tree 4
0 1
0 2
0 4
0 5
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
25;27;30;34 39
11 #edges, tree 5
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
5 2
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 5
0 4
0 1
11 #edges, tree 6
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
5 2
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 5
0 4
0 1
11 #edges, tree 7
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
1 10;11;15;16;17;18
0 5
0 4
0 1
11 #edges, tree 8
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
1 10;11;15;16;17;18
0 5
0 4
0 1
11 #edges, tree 9
0 1
0 2
0 4
1 10;11;15;16;17;18
2 5
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
25;27;30;34 39
11 #edges, tree 10
0 1
0 2
0 4
1 10;11;15;16;17;18
2 5
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
29 36;37
25;27;30;34 39
11 #edges, tree 11
0 1
0 2
0 4
1 10;11;15;16;17;18
4 5
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
25;27;30;34 39
11 #edges, tree 12
0 1
0 2
0 4
1 10;11;15;16;17;18
4 5
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
29 36;37
25;27;30;34 39
11 #edges, tree 13
0 1
0 2
0 4
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 5
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
25;27;30;34 39
11 #edges, tree 14
0 1
0 2
0 4
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 5
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
29 36;37
25;27;30;34 39
11 #edges, tree 15
0 1
0 2
0 4
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 36;37
23;24;26 5
25;27;30;34 39
11 #edges, tree 16
0 1
0 2
0 4
1 10;11;15;16;17;18
4 6;7;8;9;12;13;14;22
6;7;8;9;12;13;14;22 23;24;26
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 25;27;30;34
23;24;26 5
29 36;37
25;27;30;34 39
11 #edges, tree 17
25;27;30;34 39
29 36;37
29 5
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 18
25;27;30;34 39
29 5
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 19
25;27;30;34 39
25;27;30;34 5
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 20
25;27;30;34 39
25;27;30;34 5
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 21
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
10;11;15;16;17;18 5
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 22
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
10;11;15;16;17;18 5
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 23
36;37 5
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 24
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
1 5
0 4
0 2
0 1
11 #edges, tree 25
39 5
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 26
36;37 5
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 27
39 5
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
0 4
0 2
0 1
11 #edges, tree 28
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
1 10;11;15;16;17;18
1 5
0 4
0 2
0 1
11 #edges, tree 29
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
1 10;11;15;16;17;18
1 5
0 4
0 1
11 #edges, tree 30
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
1 10;11;15;16;17;18
1 5
0 4
0 1
11 #edges, tree 31
25;27;30;34 39
6;7;8;9;12;13;14;22 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
2 5
1 10;11;15;16;17;18
0 4
0 1
11 #edges, tree 32
25;27;30;34 39
29 36;37
6;7;8;9;12;13;14;22 25;27;30;34
6;7;8;9;12;13;14;22 29
6;7;8;9;12;13;14;22 23;24;26
4 6;7;8;9;12;13;14;22
4 2
2 5
1 10;11;15;16;17;18
0 4
0 1
11 #edges, tree 33
0 1
0 4
1 10;11;15;16;17;18
4 2
