# 10 out of 10 mutations
12 #trees
9 #edges, tree 1
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 24
0;1 42
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 2
0;1 2;3;4;10;11;12;13;17;18;19
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 42
2;3;4;10;11;12;13;17;18;19 24
2;3;4;10;11;12;13;17;18;19 28;33
5;6;7;8;9;14;15;16;20;21;22 29
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 43
30;31;32 35;36;41
9 #edges, tree 3
30;31;32 35;36;41
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 28;33
0;1 42
0;1 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 4
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 28;33
0;1 42
0;1 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 5
0;1 2;3;4;10;11;12;13;17;18;19
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 24
2;3;4;10;11;12;13;17;18;19 28;33
5;6;7;8;9;14;15;16;20;21;22 29
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 43
30;31;32 35;36;41
28;33 42
9 #edges, tree 6
0;1 2;3;4;10;11;12;13;17;18;19
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 24
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 42
5;6;7;8;9;14;15;16;20;21;22 29
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 43
30;31;32 35;36;41
9 #edges, tree 7
0;1 2;3;4;10;11;12;13;17;18;19
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 24
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 42
5;6;7;8;9;14;15;16;20;21;22 29
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 43
9 #edges, tree 8
0;1 2;3;4;10;11;12;13;17;18;19
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 24
2;3;4;10;11;12;13;17;18;19 28;33
5;6;7;8;9;14;15;16;20;21;22 29
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 43
28;33 42
9 #edges, tree 9
30;31;32 35;36;41
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 42
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 10
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 42
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 11
28;33 42
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 35;36;41
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
9 #edges, tree 12
28;33 42
30;31;32 35;36;41
5;6;7;8;9;14;15;16;20;21;22 43
5;6;7;8;9;14;15;16;20;21;22 30;31;32
5;6;7;8;9;14;15;16;20;21;22 29
2;3;4;10;11;12;13;17;18;19 28;33
2;3;4;10;11;12;13;17;18;19 24
0;1 5;6;7;8;9;14;15;16;20;21;22
0;1 2;3;4;10;11;12;13;17;18;19
