# 10 out of 10 mutations
6 #trees
9 #edges, tree 1
0 3
0 7;9;10;16;17
0 21
3 8;15;18
3 11;12;13;14;20;34;35
7;9;10;16;17 19;26;27;29;30;31;32
7;9;10;16;17 28;33;36
11;12;13;14;20;34;35 38;39;40;43
28;33;36 37
9 #edges, tree 2
11;12;13;14;20;34;35 38;39;40;43
7;9;10;16;17 37
7;9;10;16;17 28;33;36
7;9;10;16;17 19;26;27;29;30;31;32
3 11;12;13;14;20;34;35
3 8;15;18
0 21
0 7;9;10;16;17
0 3
9 #edges, tree 3
0 3
0 7;9;10;16;17
3 8;15;18
3 21
3 11;12;13;14;20;34;35
7;9;10;16;17 19;26;27;29;30;31;32
7;9;10;16;17 28;33;36
11;12;13;14;20;34;35 38;39;40;43
28;33;36 37
9 #edges, tree 4
0 3
0 7;9;10;16;17
3 8;15;18
3 21
3 11;12;13;14;20;34;35
7;9;10;16;17 19;26;27;29;30;31;32
7;9;10;16;17 28;33;36
7;9;10;16;17 37
11;12;13;14;20;34;35 38;39;40;43
9 #edges, tree 5
11;12;13;14;20;34;35 38;39;40;43
8;15;18 21
7;9;10;16;17 37
7;9;10;16;17 28;33;36
7;9;10;16;17 19;26;27;29;30;31;32
3 11;12;13;14;20;34;35
3 8;15;18
0 7;9;10;16;17
0 3
9 #edges, tree 6
28;33;36 37
11;12;13;14;20;34;35 38;39;40;43
8;15;18 21
7;9;10;16;17 28;33;36
7;9;10;16;17 19;26;27;29;30;31;32
3 11;12;13;14;20;34;35
3 8;15;18
0 7;9;10;16;17
0 3
