# 12 out of 12 mutations
44 #trees
11 #edges, tree 1
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
22 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
2 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 2
0 1
11 #edges, tree 2
0 1
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 3
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
0 1
11 #edges, tree 4
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
2 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 2
0 1
11 #edges, tree 5
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
3;4 1
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 6
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
3;4 1
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 7
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 1
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 8
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 1
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 9
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
2 1
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 10
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
22 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
2 1
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 11
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 1
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 12
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
22 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 1
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 13
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
25 1
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 14
32;34;37;39;41;42;43;44;45 46;47
24;33;35;36;40 1
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 15
32;34;37;39;41;42;43;44;45 46;47
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
22 1
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 16
32;34;37;39;41;42;43;44;45 46;47
32;34;37;39;41;42;43;44;45 1
29 32;34;37;39;41;42;43;44;45
22 24;33;35;36;40
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
16;18;20 29
2 16;18;20
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
0 3;4
0 2
11 #edges, tree 17
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
46;47 1
11 #edges, tree 18
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 1
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 19
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 1
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 20
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 1
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 21
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
24;33;35;36;40 1
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 22
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
25 1
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 23
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 1
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 24
0 2
0 3;4
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
46;47 1
11 #edges, tree 25
0 2
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 1
2 3;4
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 26
0 2
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 1
2 3;4
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 27
0 2
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 3;4
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 1
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
22 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 28
0 2
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 3;4
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 1
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 24;33;35;36;40
29 32;34;37;39;41;42;43;44;45
32;34;37;39;41;42;43;44;45 46;47
11 #edges, tree 29
0 2
0 5;6;7;8;9;10;11;12;13;14;15;17;19;21
2 3;4
2 16;18;20
16;18;20 29
5;6;7;8;9;10;11;12;13;14;15;17;19;21 22
5;6;7;8;9;10;11;12;13;14;15;17;19;21 25
22 1
22 24;33;35;36;40
