# 18 out of 18 mutations
2 #trees
17 #edges, tree 1
0 8_15_22
0 5_7_9_13_21_25_29_31
0 3_6_28_32
0 10_14_16_24_26_27_30_33_34_39_42_48_52_56_58
0 1_4_12_35_37_51_59_64_66
0 65_71
0 2_11_36_41_73_74
5_7_9_13_21_25_29_31 40
5_7_9_13_21_25_29_31 38_62_67_76_78
5_7_9_13_21_25_29_31 47_54_57_79_81
40 55_61_63
40 49_60_77
10_14_16_24_26_27_30_33_34_39_42_48_52_56_58 68_93_98_99_103
2_11_36_41_73_74 90_95
49_60_77 80_85_86_88
38_62_67_76_78 89
89 104
17 #edges, tree 2
89 104
38_62_67_76_78 89
49_60_77 80_85_86_88
2_11_36_41_73_74 90_95
1_4_12_35_37_51_59_64_66 65_71
10_14_16_24_26_27_30_33_34_39_42_48_52_56_58 68_93_98_99_103
40 49_60_77
40 55_61_63
5_7_9_13_21_25_29_31 47_54_57_79_81
5_7_9_13_21_25_29_31 38_62_67_76_78
5_7_9_13_21_25_29_31 40
0 2_11_36_41_73_74
0 1_4_12_35_37_51_59_64_66
0 10_14_16_24_26_27_30_33_34_39_42_48_52_56_58
0 3_6_28_32
0 5_7_9_13_21_25_29_31
0 8_15_22
