# 15 out of 15 mutations
24 #trees
14 #edges, tree 1
0 2
0 5
0 4_24_30
0 1_3_6_7_16_20_32_36_38_40_57_61_64_67
0 98
2 8_9_12_18_22_31
2 11_14_35
5 13_15_23_27_28_33_76
4_24_30 19_21_25_34_39_42_45_63_68_75
4_24_30 41_84
4_24_30 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 37_43_55_66_71_73_89_106
8_9_12_18_22_31 46_48_52
11_14_35 69_70_83
14 #edges, tree 2
11_14_35 69_70_83
8_9_12_18_22_31 46_48_52
4_24_30 37_43_55_66_71_73_89_106
4_24_30 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 41_84
5 13_15_23_27_28_33_76
2 11_14_35
2 8_9_12_18_22_31
0 98
0 19_21_25_34_39_42_45_63_68_75
0 1_3_6_7_16_20_32_36_38_40_57_61_64_67
0 4_24_30
0 5
0 2
14 #edges, tree 3
0 2
0 5
0 4_24_30
0 1_3_6_7_16_20_32_36_38_40_57_61_64_67
0 98
2 8_9_12_18_22_31
2 11_14_35
5 13_15_23_27_28_33_76
5 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 19_21_25_34_39_42_45_63_68_75
4_24_30 41_84
4_24_30 37_43_55_66_71_73_89_106
8_9_12_18_22_31 46_48_52
11_14_35 69_70_83
14 #edges, tree 4
0 2
0 5
0 4_24_30
0 1_3_6_7_16_20_32_36_38_40_57_61_64_67
0 19_21_25_34_39_42_45_63_68_75
0 98
2 8_9_12_18_22_31
2 11_14_35
5 13_15_23_27_28_33_76
5 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 41_84
4_24_30 37_43_55_66_71_73_89_106
8_9_12_18_22_31 46_48_52
11_14_35 69_70_83
14 #edges, tree 5
11_14_35 69_70_83
8_9_12_18_22_31 46_48_52
4_24_30 37_43_55_66_71_73_89_106
4_24_30 41_84
4_24_30 1_3_6_7_16_20_32_36_38_40_57_61_64_67
5 10_17_26_29_62_74_86_87_91_96_99_101
5 13_15_23_27_28_33_76
2 11_14_35
2 8_9_12_18_22_31
0 98
0 19_21_25_34_39_42_45_63_68_75
0 4_24_30
0 5
0 2
14 #edges, tree 6
11_14_35 69_70_83
8_9_12_18_22_31 46_48_52
4_24_30 37_43_55_66_71_73_89_106
4_24_30 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 41_84
4_24_30 1_3_6_7_16_20_32_36_38_40_57_61_64_67
5 13_15_23_27_28_33_76
2 11_14_35
2 8_9_12_18_22_31
0 98
0 19_21_25_34_39_42_45_63_68_75
0 4_24_30
0 5
0 2
14 #edges, tree 7
11_14_35 69_70_83
8_9_12_18_22_31 46_48_52
4_24_30 37_43_55_66_71_73_89_106
4_24_30 10_17_26_29_62_74_86_87_91_96_99_101
4_24_30 41_84
4_24_30 19_21_25_34_39_42_45_63_68_75
4_24_30 1_3_6_7_16_20_32_36_38_40_57_61_64_67
5 13_15_23_27_28_33_76
2 11_14_35
2 8_9_12_18_22_31
0 98
0 4_24_30
0 5
0 2
14 #edges, tree 8
11_14_35 69_70_83
8_9_12_18_22_31 46_48_52
4_24_30 37_43_55_66_71_73_89_106
4_24_30 41_84
4_24_30 19_21_25_34_39_42_45_63_68_75
4_24_30 1_3_6_7_16_20_32_36_38_40_57_61_64_67
5 10_17_26_29_62_74_86_87_91_96_99_101
5 13_15_23_27_28_33_76
2 11_14_35
2 8_9_12_18_22_31
0 98
0 4_24_30
0 5
0 2
14 #edges, tree 9
0 2
0 5
0 4_24_30
0 1_3_6_7_16_20_32_36_38_40_57_61_64_67
0 19_21_25_34_39_42_45_63_68_75
