# 16 out of 16 mutations
2 #trees
15 #edges, tree 1
0 1_6_10_12_16_19
0 5_9_22_27
0 8_21_28
0 2_4_7_11_13_14_17_33_35_41_45
0 3_15_48
1_6_10_12_16_19 23
1_6_10_12_16_19 31_47
1_6_10_12_16_19 50
1_6_10_12_16_19 37_39_46_49_53
23 38
23 34_36_55_57
5_9_22_27 40_61_64
38 56
37_39_46_49_53 63_66
34_36_55_57 67_68
15 #edges, tree 2
34_36_55_57 67_68
37_39_46_49_53 63_66
31_47 50
38 56
5_9_22_27 40_61_64
23 34_36_55_57
23 38
1_6_10_12_16_19 37_39_46_49_53
1_6_10_12_16_19 31_47
1_6_10_12_16_19 23
0 3_15_48
0 2_4_7_11_13_14_17_33_35_41_45
0 8_21_28
0 5_9_22_27
0 1_6_10_12_16_19
