# 15 out of 15 mutations
4 #trees
14 #edges, tree 1
3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63 76
14_15_31_34_36_37_41 48_66
14_15_31_34_36_37_41 49_61
14_15_31_34_36_37_41 52
26_38 45
17_19_21 26_38
17_19_21 22_24_25
9 14_15_31_34_36_37_41
9 17_19_21
1 4
0 3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63
0 9
0 5
0 1
14 #edges, tree 2
0 1
0 4
0 5
0 9
0 3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63
9 17_19_21
9 14_15_31_34_36_37_41
17_19_21 22_24_25
17_19_21 26_38
26_38 45
14_15_31_34_36_37_41 52
14_15_31_34_36_37_41 49_61
14_15_31_34_36_37_41 48_66
3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63 76
14 #edges, tree 3
3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63 76
14_15_31_34_36_37_41 48_66
14_15_31_34_36_37_41 49_61
14_15_31_34_36_37_41 52
26_38 45
17_19_21 26_38
17_19_21 22_24_25
9 14_15_31_34_36_37_41
9 17_19_21
1 5
0 3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63
0 9
0 4
0 1
14 #edges, tree 4
3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63 76
14_15_31_34_36_37_41 48_66
14_15_31_34_36_37_41 49_61
14_15_31_34_36_37_41 52
26_38 45
17_19_21 26_38
17_19_21 22_24_25
9 14_15_31_34_36_37_41
9 17_19_21
1 5
1 4
0 3_6_13_16_18_20_23_39_40_42_47_56_59_60_62_63
0 9
0 1
