# 13 out of 13 mutations
88 #trees
12 #edges, tree 1
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
0;1;2 47;50
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
16;17 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
12 #edges, tree 2
20;25;33 42
18 20;25;33
16;17 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
4;10;12;14 16;17
0;1;2 47;50
0;1;2 49
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 3
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
0;1;2 47;50
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
22;24;27;31;35;36;38;43 16;17
12 #edges, tree 4
0;1;2 4;10;12;14
0;1;2 28;30
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
0;1;2 47;50
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
22;24;27;31;35;36;38;43 16;17
12 #edges, tree 5
22;24;27;31;35;36;38;43 16;17
20;25;33 42
18 20;25;33
4;10;12;14 47;50
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 49
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 6
22;24;27;31;35;36;38;43 47;50
22;24;27;31;35;36;38;43 16;17
20;25;33 42
18 20;25;33
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 49
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 7
22;24;27;31;35;36;38;43 16;17
20;25;33 42
18 20;25;33
16;17 47;50
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 49
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 8
20;25;33 42
18 20;25;33
16;17 22;24;27;31;35;36;38;43
4;10;12;14 47;50
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
4;10;12;14 16;17
0;1;2 49
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 9
0;1;2 4;10;12;14
0;1;2 28;30
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
16;17 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
22;24;27;31;35;36;38;43 47;50
12 #edges, tree 10
0;1;2 4;10;12;14
0;1;2 28;30
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
16;17 22;24;27;31;35;36;38;43
16;17 47;50
18 20;25;33
20;25;33 42
12 #edges, tree 11
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 47;50
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
22;24;27;31;35;36;38;43 16;17
12 #edges, tree 12
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
22;24;27;31;35;36;38;43 16;17
22;24;27;31;35;36;38;43 47;50
12 #edges, tree 13
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 22;24;27;31;35;36;38;43
16;17 47;50
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
22;24;27;31;35;36;38;43 16;17
12 #edges, tree 14
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
4;10;12;14 47;50
16;17 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
12 #edges, tree 15
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
16;17 22;24;27;31;35;36;38;43
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
22;24;27;31;35;36;38;43 47;50
12 #edges, tree 16
0;1;2 4;10;12;14
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 49
4;10;12;14 16;17
4;10;12;14 18
4;10;12;14 19
4;10;12;14 32;39
16;17 22;24;27;31;35;36;38;43
16;17 47;50
18 20;25;33
20;25;33 42
3;5;6;7;8;9;11;13;15;21;34 28;30
12 #edges, tree 17
20;25;33 42
28;30 49
18 20;25;33
16;17 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
4;10;12;14 16;17
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 18
22;24;27;31;35;36;38;43 16;17
20;25;33 42
28;30 49
18 20;25;33
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 19
20;25;33 42
18 20;25;33
16;17 22;24;27;31;35;36;38;43
4;10;12;14 49
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
4;10;12;14 16;17
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 20
22;24;27;31;35;36;38;43 16;17
20;25;33 42
18 20;25;33
4;10;12;14 49
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 21
20;25;33 42
19 49
18 20;25;33
16;17 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
4;10;12;14 16;17
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 22
22;24;27;31;35;36;38;43 16;17
20;25;33 42
19 49
18 20;25;33
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 23
22;24;27;31;35;36;38;43 16;17
20;25;33 42
18 49
18 20;25;33
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
12 #edges, tree 24
22;24;27;31;35;36;38;43 16;17
32;39 49
20;25;33 42
18 20;25;33
4;10;12;14 22;24;27;31;35;36;38;43
4;10;12;14 32;39
4;10;12;14 19
4;10;12;14 18
0;1;2 47;50
0;1;2 3;5;6;7;8;9;11;13;15;21;34
0;1;2 28;30
0;1;2 4;10;12;14
