# 11 out of 11 mutations
8 #trees
10 #edges, tree 1
0 2
0 4;10;13;17;19;20;29
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 7;14;18;21;22;42
0 50
4;10;13;17;19;20;29 24;25;28;30;33
4;10;13;17;19;20;29 38;39;47
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
7;14;18;21;22;42 44
38;39;47 49;53
10 #edges, tree 2
38;39;47 49;53
7;14;18;21;22;42 44
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
3;5;6;8;9;11;12;15;16;23;27;35;40 2
4;10;13;17;19;20;29 38;39;47
4;10;13;17;19;20;29 24;25;28;30;33
0 50
0 7;14;18;21;22;42
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 4;10;13;17;19;20;29
10 #edges, tree 3
0 2
0 4;10;13;17;19;20;29
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 7;14;18;21;22;42
2 50
4;10;13;17;19;20;29 24;25;28;30;33
4;10;13;17;19;20;29 38;39;47
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
7;14;18;21;22;42 44
38;39;47 49;53
10 #edges, tree 4
0 2
0 4;10;13;17;19;20;29
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 7;14;18;21;22;42
4;10;13;17;19;20;29 24;25;28;30;33
4;10;13;17;19;20;29 38;39;47
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
3;5;6;8;9;11;12;15;16;23;27;35;40 50
7;14;18;21;22;42 44
38;39;47 49;53
10 #edges, tree 5
38;39;47 49;53
43;46 50
7;14;18;21;22;42 44
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
4;10;13;17;19;20;29 38;39;47
4;10;13;17;19;20;29 24;25;28;30;33
0 7;14;18;21;22;42
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 4;10;13;17;19;20;29
0 2
10 #edges, tree 6
38;39;47 49;53
7;14;18;21;22;42 44
3;5;6;8;9;11;12;15;16;23;27;35;40 50
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
3;5;6;8;9;11;12;15;16;23;27;35;40 2
4;10;13;17;19;20;29 38;39;47
4;10;13;17;19;20;29 24;25;28;30;33
0 7;14;18;21;22;42
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 4;10;13;17;19;20;29
10 #edges, tree 7
38;39;47 49;53
43;46 50
7;14;18;21;22;42 44
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
3;5;6;8;9;11;12;15;16;23;27;35;40 2
4;10;13;17;19;20;29 38;39;47
4;10;13;17;19;20;29 24;25;28;30;33
0 7;14;18;21;22;42
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 4;10;13;17;19;20;29
10 #edges, tree 8
38;39;47 49;53
7;14;18;21;22;42 44
3;5;6;8;9;11;12;15;16;23;27;35;40 43;46
3;5;6;8;9;11;12;15;16;23;27;35;40 2
4;10;13;17;19;20;29 38;39;47
4;10;13;17;19;20;29 24;25;28;30;33
2 50
0 7;14;18;21;22;42
0 3;5;6;8;9;11;12;15;16;23;27;35;40
0 4;10;13;17;19;20;29
