# 12 out of 12 mutations
46 #trees
11 #edges, tree 1
22;25;26;29;39 40;41;43;44
30;35 45
20 30;35
8;11 22;25;26;29;39
8;11 20
0;1 38
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 2
0;1 8;11
0;1 15;17
0;1 3;6;7;9;10;12;13;14;19;21
0;1 24
0;1 2;16;18;23;33
0;1 38
8;11 20
8;11 22;25;26;29;39
20 45
22;25;26;29;39 40;41;43;44
45 30;35
11 #edges, tree 3
22;25;26;29;39 40;41;43;44
30;35 45
20 30;35
20 15;17
8;11 22;25;26;29;39
8;11 20
0;1 38
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 8;11
11 #edges, tree 4
45 30;35
22;25;26;29;39 40;41;43;44
20 45
20 15;17
8;11 22;25;26;29;39
8;11 20
0;1 38
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 8;11
11 #edges, tree 5
0;1 8;11
0;1 3;6;7;9;10;12;13;14;19;21
0;1 24
0;1 2;16;18;23;33
0;1 38
8;11 20
8;11 22;25;26;29;39
20 45
22;25;26;29;39 40;41;43;44
45 15;17
45 30;35
11 #edges, tree 6
0;1 8;11
0;1 3;6;7;9;10;12;13;14;19;21
0;1 24
0;1 2;16;18;23;33
0;1 38
8;11 15;17
8;11 20
8;11 22;25;26;29;39
20 45
22;25;26;29;39 40;41;43;44
45 30;35
11 #edges, tree 7
0;1 8;11
0;1 3;6;7;9;10;12;13;14;19;21
0;1 24
0;1 2;16;18;23;33
0;1 38
8;11 15;17
8;11 20
8;11 22;25;26;29;39
20 30;35
30;35 45
22;25;26;29;39 40;41;43;44
11 #edges, tree 8
0;1 8;11
0;1 15;17
0;1 3;6;7;9;10;12;13;14;19;21
0;1 24
0;1 2;16;18;23;33
8;11 20
8;11 22;25;26;29;39
15;17 38
20 30;35
30;35 45
22;25;26;29;39 40;41;43;44
11 #edges, tree 9
45 30;35
22;25;26;29;39 40;41;43;44
20 45
15;17 38
8;11 22;25;26;29;39
8;11 20
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 10
45 30;35
22;25;26;29;39 40;41;43;44
24 38
20 45
8;11 22;25;26;29;39
8;11 20
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 11
22;25;26;29;39 40;41;43;44
30;35 45
24 38
20 30;35
8;11 22;25;26;29;39
8;11 20
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 12
45 30;35
22;25;26;29;39 40;41;43;44
2;16;18;23;33 38
20 45
8;11 22;25;26;29;39
8;11 20
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 13
22;25;26;29;39 40;41;43;44
30;35 45
2;16;18;23;33 38
20 30;35
8;11 22;25;26;29;39
8;11 20
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 15;17
0;1 8;11
11 #edges, tree 14
22;25;26;29;39 40;41;43;44
30;35 45
24 38
20 30;35
8;11 22;25;26;29;39
8;11 20
8;11 15;17
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 8;11
11 #edges, tree 15
45 30;35
22;25;26;29;39 40;41;43;44
24 38
20 45
8;11 22;25;26;29;39
8;11 20
8;11 15;17
0;1 2;16;18;23;33
0;1 24
0;1 3;6;7;9;10;12;13;14;19;21
0;1 8;11
11 #edges, tree 16
45 30;35
45 15;17
22;25;26;29;39 40;41;43;44
24 38
20 45
8;11 22;25;26;29;39
