# 12 out of 12 mutations
1232 #trees
11 #edges, tree 1
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
0 57
3;4;5;6 7
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 15;18;25;28;31
7 13;16;17;24;27;32
7 36
11 #edges, tree 2
7 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 3
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 15;18;25;28;31
7 13;16;17;24;27;32
7 36
8;11;20;21;23;26;49 57
11 #edges, tree 4
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
7 36
8;11;20;21;23;26;49 57
11 #edges, tree 5
7 36
7 13;16;17;24;27;32
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 6
7 36
7 13;16;17;24;27;32
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 7
7 13;16;17;24;27;32
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 36
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 8
7 13;16;17;24;27;32
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 36
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 9
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 36
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
8;11;20;21;23;26;49 57
11 #edges, tree 10
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 57
7 14;19
7 13;16;17;24;27;32
57 36
11 #edges, tree 11
0 3;4;5;6
0 10;22;29
0 36
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 57
7 14;19
7 13;16;17;24;27;32
11 #edges, tree 12
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 57
7 14;19
7 13;16;17;24;27;32
14;19 36
11 #edges, tree 13
0 3;4;5;6
0 10;22;29
0 36
0 12;30;33;43
0 2;9;34;35;41;45;54
0 57
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
11 #edges, tree 14
0 3;4;5;6
0 10;22;29
0 36
0 12;30;33;43
0 2;9;34;35;41;45;54
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
8;11;20;21;23;26;49 57
11 #edges, tree 15
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
0 57
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
14;19 36
11 #edges, tree 16
0 3;4;5;6
0 10;22;29
0 12;30;33;43
0 2;9;34;35;41;45;54
0 57
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
57 36
11 #edges, tree 17
8;11;20;21;23;26;49 57
14;19 36
7 13;16;17;24;27;32
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 18
57 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 19
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 36
0 10;22;29
0 3;4;5;6
11 #edges, tree 20
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 36
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 21
14;19 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 57
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 22
8;11;20;21;23;26;49 57
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 36
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 23
8;11;20;21;23;26;49 57
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 36
0 10;22;29
0 3;4;5;6
11 #edges, tree 24
8;11;20;21;23;26;49 57
14;19 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 25
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 36
0 10;22;29
0 3;4;5;6
11 #edges, tree 26
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 36
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 27
57 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 28
14;19 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 12;30;33;43
0 10;22;29
0 3;4;5;6
11 #edges, tree 29
7 12;30;33;43
7 36
7 13;16;17;24;27;32
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 15;18;25;28;31
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 10;22;29
0 3;4;5;6
11 #edges, tree 30
7 12;30;33;43
7 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 10;22;29
0 3;4;5;6
11 #edges, tree 31
15;18;25;28;31 12;30;33;43
7 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 10;22;29
0 3;4;5;6
11 #edges, tree 32
7 36
7 13;16;17;24;27;32
7 15;18;25;28;31
7 14;19
3;4;5;6 8;11;20;21;23;26;49
3;4;5;6 12;30;33;43
3;4;5;6 7
0 57
0 2;9;34;35;41;45;54
0 10;22;29
0 3;4;5;6
11 #edges, tree 33
0 3;4;5;6
0 10;22;29
0 2;9;34;35;41;45;54
0 57
3;4;5;6 7
3;4;5;6 15;18;25;28;31
3;4;5;6 12;30;33;43
3;4;5;6 8;11;20;21;23;26;49
7 14;19
7 13;16;17;24;27;32
7 36
11 #edges, tree 34
0 3;4;5;6
