# 10 out of 10 mutations
12 #trees
9 #edges, tree 1
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
1 3;7;16;17;18;36;39;40;41;61;62
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 63;71
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 57
0 1
9 #edges, tree 2
0 1
0 57
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
1 5;10;11;12
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 3;7;16;17;18;36;39;40;41;61;62
1 63;71
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
9 #edges, tree 3
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
5;10;11;12 63;71
1 3;7;16;17;18;36;39;40;41;61;62
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 57
0 1
9 #edges, tree 4
33;34;37;44;46;47;52;53;54;55;58;66;73 63;71
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
1 3;7;16;17;18;36;39;40;41;61;62
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 57
0 1
9 #edges, tree 5
0 1
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 63;71
1 5;10;11;12
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 57
1 3;7;16;17;18;36;39;40;41;61;62
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
9 #edges, tree 6
0 1
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 63;71
1 5;10;11;12
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 3;7;16;17;18;36;39;40;41;61;62
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51 57
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
9 #edges, tree 7
0 1
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
1 5;10;11;12
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 57
1 3;7;16;17;18;36;39;40;41;61;62
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
33;34;37;44;46;47;52;53;54;55;58;66;73 63;71
9 #edges, tree 8
0 1
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
1 5;10;11;12
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 3;7;16;17;18;36;39;40;41;61;62
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51 57
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
33;34;37;44;46;47;52;53;54;55;58;66;73 63;71
9 #edges, tree 9
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
1 63;71
1 3;7;16;17;18;36;39;40;41;61;62
1 57
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 1
9 #edges, tree 10
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51 57
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
1 63;71
1 3;7;16;17;18;36;39;40;41;61;62
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 1
9 #edges, tree 11
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
5;10;11;12 63;71
1 3;7;16;17;18;36;39;40;41;61;62
1 57
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 1
9 #edges, tree 12
13;19;20;21;23;24;29;31;49;56;59;64;65;67;68 75
4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51 57
5;10;11;12 33;34;37;44;46;47;52;53;54;55;58;66;73
5;10;11;12 63;71
1 3;7;16;17;18;36;39;40;41;61;62
1 4;6;8;9;14;15;22;28;35;38;42;43;45;48;50;51
1 5;10;11;12
0 13;19;20;21;23;24;29;31;49;56;59;64;65;67;68
0 1
