# 10 out of 10 mutations
4 #trees
9 #edges, tree 1
2;4;5;19;23 24
6;7;8;10;11;13;16;18;21 31;33
3 15;17;20;22;27;32
1 6;7;8;10;11;13;16;18;21
0 36;37
0 2;4;5;19;23
0 9;12;14
0 3
0 1
9 #edges, tree 2
0 3
0 9;12;14
0 6;7;8;10;11;13;16;18;21
0 2;4;5;19;23
0 36;37
1 31;33
3 15;17;20;22;27;32
6;7;8;10;11;13;16;18;21 1
2;4;5;19;23 24
9 #edges, tree 3
2;4;5;19;23 24
6;7;8;10;11;13;16;18;21 31;33
9;12;14 36;37
3 15;17;20;22;27;32
1 6;7;8;10;11;13;16;18;21
0 2;4;5;19;23
0 9;12;14
0 3
0 1
9 #edges, tree 4
2;4;5;19;23 24
6;7;8;10;11;13;16;18;21 1
9;12;14 36;37
3 15;17;20;22;27;32
1 31;33
0 2;4;5;19;23
0 6;7;8;10;11;13;16;18;21
0 9;12;14
0 3
