# 11 out of 11 mutations
6 #trees
10 #edges, tree 1
0 1
0 23
0 9;11;12;20;22;24
0 28;29
0 10;16;25;31;38
1 2;3;5;7;8;13
1 4;6;14;19
2;3;5;7;8;13 15;17
2;3;5;7;8;13 18;32;34
15;17 33;35;41
10 #edges, tree 2
9;11;12;20;22;24 28;29
15;17 33;35;41
2;3;5;7;8;13 18;32;34
2;3;5;7;8;13 15;17
1 4;6;14;19
1 2;3;5;7;8;13
0 10;16;25;31;38
0 9;11;12;20;22;24
0 23
0 1
10 #edges, tree 3
0 1
0 9;11;12;20;22;24
0 28;29
0 10;16;25;31;38
1 2;3;5;7;8;13
1 4;6;14;19
1 23
2;3;5;7;8;13 15;17
2;3;5;7;8;13 18;32;34
15;17 33;35;41
10 #edges, tree 4
0 1
0 9;11;12;20;22;24
0 28;29
0 10;16;25;31;38
1 2;3;5;7;8;13
1 4;6;14;19
2;3;5;7;8;13 15;17
2;3;5;7;8;13 18;32;34
15;17 33;35;41
4;6;14;19 23
10 #edges, tree 5
9;11;12;20;22;24 28;29
4;6;14;19 23
15;17 33;35;41
2;3;5;7;8;13 18;32;34
2;3;5;7;8;13 15;17
1 4;6;14;19
1 2;3;5;7;8;13
0 10;16;25;31;38
0 9;11;12;20;22;24
0 1
10 #edges, tree 6
9;11;12;20;22;24 28;29
15;17 33;35;41
2;3;5;7;8;13 18;32;34
2;3;5;7;8;13 15;17
1 23
1 4;6;14;19
1 2;3;5;7;8;13
0 10;16;25;31;38
0 9;11;12;20;22;24
0 1
