# 13 out of 13 mutations
120 #trees
12 #edges, tree 1
0 1_2_4_6
0 43_44_49_53
0 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
0 60
1_2_4_6 13_19_20_23_25_28
1_2_4_6 12_18_21_24_26_31
13_19_20_23_25_28 33
13_19_20_23_25_28 35
13_19_20_23_25_28 47_57
33 38
33 50
38 56_63
12 #edges, tree 2
38 56_63
33 50
33 38
13_19_20_23_25_28 47_57
13_19_20_23_25_28 33
1_2_4_6 35
1_2_4_6 12_18_21_24_26_31
1_2_4_6 13_19_20_23_25_28
0 60
0 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
0 43_44_49_53
0 1_2_4_6
12 #edges, tree 3
0 1_2_4_6
0 43_44_49_53
0 60
1_2_4_6 13_19_20_23_25_28
1_2_4_6 12_18_21_24_26_31
1_2_4_6 35
1_2_4_6 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
13_19_20_23_25_28 33
13_19_20_23_25_28 47_57
33 38
33 50
38 56_63
12 #edges, tree 4
0 1_2_4_6
0 43_44_49_53
0 60
1_2_4_6 13_19_20_23_25_28
1_2_4_6 12_18_21_24_26_31
1_2_4_6 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
13_19_20_23_25_28 33
13_19_20_23_25_28 35
13_19_20_23_25_28 47_57
33 38
33 50
38 56_63
12 #edges, tree 5
38 56_63
33 50
33 38
13_19_20_23_25_28 47_57
13_19_20_23_25_28 33
1_2_4_6 43_44_49_53
1_2_4_6 35
1_2_4_6 12_18_21_24_26_31
1_2_4_6 13_19_20_23_25_28
0 60
0 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
0 1_2_4_6
12 #edges, tree 6
38 56_63
33 50
33 38
13_19_20_23_25_28 47_57
13_19_20_23_25_28 43_44_49_53
13_19_20_23_25_28 33
1_2_4_6 35
1_2_4_6 12_18_21_24_26_31
1_2_4_6 13_19_20_23_25_28
0 60
0 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
0 1_2_4_6
12 #edges, tree 7
38 56_63
33 43_44_49_53
33 50
33 38
13_19_20_23_25_28 47_57
13_19_20_23_25_28 33
1_2_4_6 35
1_2_4_6 12_18_21_24_26_31
1_2_4_6 13_19_20_23_25_28
0 60
0 3_5_7_8_9_10_14_15_17_22_29_41_45_48_54_55_58_59
0 1_2_4_6
12 #edges, tree 8
38 56_63
38 43_44_49_53
33 50
33 38
13_19_20_23_25_28 47_57
13_19_20_23_25_28 33
1_2_4_6 35
1_2_4_6 12_18_21_24_26_31
1_2_4_6 13_19_20_23_25_28
0 60
