# 11 out of 11 mutations
15 #trees
10 #edges, tree 1
42 44_45_47
24 42
24 31
24 29
10_11_21 35
10_11_21 24
2 9_13_16_17_19_23_30
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 2
0_1 2
0_1 3_4_5_6_7_8_14_22_25_26_27
2 10_11_21
2 29
10_11_21 24
10_11_21 35
24 9_13_16_17_19_23_30
24 31
24 42
42 44_45_47
10 #edges, tree 3
42 44_45_47
29 9_13_16_17_19_23_30
24 42
24 31
10_11_21 35
10_11_21 24
2 29
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 4
42 44_45_47
24 42
24 31
24 9_13_16_17_19_23_30
24 29
10_11_21 35
10_11_21 24
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 5
0_1 2
0_1 3_4_5_6_7_8_14_22_25_26_27
2 10_11_21
10_11_21 24
10_11_21 35
24 29
24 31
24 42
29 9_13_16_17_19_23_30
42 44_45_47
10 #edges, tree 6
0_1 2
0_1 3_4_5_6_7_8_14_22_25_26_27
2 10_11_21
2 29
10_11_21 24
24 31
24 35
24 42
29 9_13_16_17_19_23_30
42 44_45_47
10 #edges, tree 7
0_1 2
0_1 3_4_5_6_7_8_14_22_25_26_27
2 10_11_21
2 29
10_11_21 24
24 31
24 42
29 9_13_16_17_19_23_30
31 35
42 44_45_47
10 #edges, tree 8
0_1 2
0_1 3_4_5_6_7_8_14_22_25_26_27
2 10_11_21
2 29
10_11_21 24
24 9_13_16_17_19_23_30
24 31
24 42
31 35
42 44_45_47
10 #edges, tree 9
42 44_45_47
24 42
24 35
24 31
24 9_13_16_17_19_23_30
10_11_21 24
2 29
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 10
42 44_45_47
24 42
24 35
24 31
24 29
10_11_21 24
2 9_13_16_17_19_23_30
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 11
42 44_45_47
31 35
24 42
24 31
24 29
10_11_21 24
2 9_13_16_17_19_23_30
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 12
42 44_45_47
29 9_13_16_17_19_23_30
24 42
24 35
24 31
24 29
10_11_21 24
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 13
42 44_45_47
24 42
24 35
24 31
24 9_13_16_17_19_23_30
24 29
10_11_21 24
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 14
42 44_45_47
31 35
29 9_13_16_17_19_23_30
24 42
24 31
24 29
10_11_21 24
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
10 #edges, tree 15
42 44_45_47
31 35
24 42
24 31
24 9_13_16_17_19_23_30
24 29
10_11_21 24
2 10_11_21
0_1 3_4_5_6_7_8_14_22_25_26_27
0_1 2
