# 11 out of 11 mutations
4 #trees
10 #edges, tree 1
29 40
1_3_4_8_12_13_14_15_16 21_28_33
1_3_4_8_12_13_14_15_16 29
1_3_4_8_12_13_14_15_16 20
1_3_4_8_12_13_14_15_16 17
2_5_6_7_9_10_11 19_23_24_26_30_39_41_42
2_5_6_7_9_10_11 25_32
2_5_6_7_9_10_11 18
0 1_3_4_8_12_13_14_15_16
0 2_5_6_7_9_10_11
10 #edges, tree 2
0 2_5_6_7_9_10_11
0 1_3_4_8_12_13_14_15_16
2_5_6_7_9_10_11 18
2_5_6_7_9_10_11 19_23_24_26_30_39_41_42
1_3_4_8_12_13_14_15_16 17
1_3_4_8_12_13_14_15_16 20
1_3_4_8_12_13_14_15_16 29
1_3_4_8_12_13_14_15_16 21_28_33
18 25_32
29 40
10 #edges, tree 3
29 40
1_3_4_8_12_13_14_15_16 21_28_33
1_3_4_8_12_13_14_15_16 25_32
1_3_4_8_12_13_14_15_16 29
1_3_4_8_12_13_14_15_16 20
1_3_4_8_12_13_14_15_16 17
2_5_6_7_9_10_11 19_23_24_26_30_39_41_42
2_5_6_7_9_10_11 18
0 1_3_4_8_12_13_14_15_16
0 2_5_6_7_9_10_11
10 #edges, tree 4
29 40
20 25_32
1_3_4_8_12_13_14_15_16 21_28_33
1_3_4_8_12_13_14_15_16 29
1_3_4_8_12_13_14_15_16 20
1_3_4_8_12_13_14_15_16 17
2_5_6_7_9_10_11 19_23_24_26_30_39_41_42
2_5_6_7_9_10_11 18
0 1_3_4_8_12_13_14_15_16
0 2_5_6_7_9_10_11
