# 11 out of 11 mutations
78 #trees
10 #edges, tree 1
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 33
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 36
24_30_32 43_44
33 35_40_45_50_52
10 #edges, tree 2
10_14_16_18_20_27_29_31_38_41_42 43_44
33 35_40_45_50_52
24_30_32 36
5_7 11_13_28_54
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 33
5_7 24_30_32
0 2_39
0 4_6_8_9_12_15_17_22_23_26
0 5_7
10 #edges, tree 3
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 33
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 36
24_30_32 43_44
24_30_32 35_40_45_50_52
10 #edges, tree 4
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 33
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 36
24_30_32 35_40_45_50_52
10_14_16_18_20_27_29_31_38_41_42 43_44
10 #edges, tree 5
36 11_13_28_54
33 35_40_45_50_52
24_30_32 43_44
24_30_32 36
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 33
5_7 24_30_32
0 2_39
0 4_6_8_9_12_15_17_22_23_26
0 5_7
10 #edges, tree 6
10_14_16_18_20_27_29_31_38_41_42 43_44
36 11_13_28_54
33 35_40_45_50_52
24_30_32 36
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 33
5_7 24_30_32
0 2_39
0 4_6_8_9_12_15_17_22_23_26
0 5_7
10 #edges, tree 7
10_14_16_18_20_27_29_31_38_41_42 43_44
36 11_13_28_54
24_30_32 35_40_45_50_52
24_30_32 36
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 33
5_7 24_30_32
0 2_39
0 4_6_8_9_12_15_17_22_23_26
0 5_7
10 #edges, tree 8
36 11_13_28_54
24_30_32 35_40_45_50_52
24_30_32 43_44
24_30_32 36
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 33
5_7 24_30_32
0 2_39
0 4_6_8_9_12_15_17_22_23_26
0 5_7
10 #edges, tree 9
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 35_40_45_50_52
5_7 11_13_28_54
24_30_32 33
24_30_32 36
10_14_16_18_20_27_29_31_38_41_42 43_44
10 #edges, tree 10
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 35_40_45_50_52
5_7 11_13_28_54
24_30_32 33
24_30_32 36
24_30_32 43_44
10 #edges, tree 11
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 35_40_45_50_52
5_7 11_13_28_54
24_30_32 33
24_30_32 36
33 43_44
10 #edges, tree 12
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 33
24_30_32 36
24_30_32 43_44
24_30_32 35_40_45_50_52
10 #edges, tree 13
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 33
24_30_32 36
24_30_32 35_40_45_50_52
10_14_16_18_20_27_29_31_38_41_42 43_44
10 #edges, tree 14
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 33
24_30_32 36
24_30_32 35_40_45_50_52
33 43_44
10 #edges, tree 15
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 33
24_30_32 36
24_30_32 43_44
33 35_40_45_50_52
10 #edges, tree 16
0 5_7
0 4_6_8_9_12_15_17_22_23_26
0 2_39
5_7 24_30_32
5_7 10_14_16_18_20_27_29_31_38_41_42
5_7 11_13_28_54
24_30_32 33
24_30_32 36
