# 15 out of 15 mutations
8 #trees
14 #edges, tree 1
0_1 2
0_1 3_7_21_23_24
0_1 13_15_19_22_25
2 5_6_10
2 8_9_12
5_6_10 11
5_6_10 16_18_26_36
5_6_10 14_40_43
11 17_27_35
8_9_12 28
3_7_21_23_24 20
3_7_21_23_24 32_34
3_7_21_23_24 30_33_38
32_34 41
14 #edges, tree 2
32_34 41
3_7_21_23_24 30_33_38
3_7_21_23_24 32_34
8_9_12 28
11 17_27_35
11 20
5_6_10 14_40_43
5_6_10 16_18_26_36
5_6_10 11
2 8_9_12
2 5_6_10
0_1 13_15_19_22_25
0_1 3_7_21_23_24
0_1 2
14 #edges, tree 3
0_1 2
0_1 3_7_21_23_24
2 5_6_10
2 8_9_12
2 13_15_19_22_25
5_6_10 11
5_6_10 16_18_26_36
5_6_10 14_40_43
11 20
11 17_27_35
8_9_12 28
3_7_21_23_24 32_34
3_7_21_23_24 30_33_38
32_34 41
14 #edges, tree 4
0_1 2
0_1 3_7_21_23_24
2 5_6_10
2 8_9_12
2 13_15_19_22_25
5_6_10 11
5_6_10 16_18_26_36
5_6_10 14_40_43
11 17_27_35
8_9_12 28
3_7_21_23_24 20
3_7_21_23_24 32_34
3_7_21_23_24 30_33_38
32_34 41
14 #edges, tree 5
32_34 41
3_7_21_23_24 30_33_38
3_7_21_23_24 32_34
3_7_21_23_24 20
8_9_12 28
11 17_27_35
5_6_10 14_40_43
5_6_10 16_18_26_36
5_6_10 13_15_19_22_25
5_6_10 11
2 8_9_12
2 5_6_10
0_1 3_7_21_23_24
0_1 2
14 #edges, tree 6
32_34 41
3_7_21_23_24 30_33_38
3_7_21_23_24 32_34
3_7_21_23_24 13_15_19_22_25
3_7_21_23_24 20
8_9_12 28
11 17_27_35
5_6_10 14_40_43
5_6_10 16_18_26_36
5_6_10 11
2 8_9_12
2 5_6_10
0_1 3_7_21_23_24
0_1 2
14 #edges, tree 7
32_34 41
3_7_21_23_24 30_33_38
3_7_21_23_24 32_34
8_9_12 28
11 17_27_35
11 20
5_6_10 14_40_43
5_6_10 16_18_26_36
5_6_10 13_15_19_22_25
5_6_10 11
2 8_9_12
2 5_6_10
0_1 3_7_21_23_24
0_1 2
14 #edges, tree 8
32_34 41
3_7_21_23_24 30_33_38
3_7_21_23_24 32_34
3_7_21_23_24 13_15_19_22_25
8_9_12 28
11 17_27_35
11 20
5_6_10 14_40_43
5_6_10 16_18_26_36
5_6_10 11
2 8_9_12
2 5_6_10
0_1 3_7_21_23_24
0_1 2
