# 16 out of 16 mutations
80 #trees
15 #edges, tree 1
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
0 7_19_20_47_50_67_71_76_92
1 5
1 3_15_17_22_24_29_32_34_53_56
5 12_21
5 10_13_14_30
12_21 26
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 66
57_63 33_36_49_64_65_70_75_85
2_11_16_37_51_61_68_74 45_52_55_58_73
69_78_80_81 60_88
15 #edges, tree 2
69_78_80_81 60_88
57_63 33_36_49_64_65_70_75_85
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
10_13_14_30 45_52_55_58_73
12_21 26
5 10_13_14_30
5 12_21
1 3_15_17_22_24_29_32_34_53_56
1 5
0 7_19_20_47_50_67_71_76_92
0 69_78_80_81
0 2_11_16_37_51_61_68_74
0 1
15 #edges, tree 3
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
0 7_19_20_47_50_67_71_76_92
1 5
1 3_15_17_22_24_29_32_34_53_56
5 12_21
5 10_13_14_30
12_21 26
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 60_88
57_63 33_36_49_64_65_70_75_85
2_11_16_37_51_61_68_74 45_52_55_58_73
15 #edges, tree 4
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
0 7_19_20_47_50_67_71_76_92
1 5
1 3_15_17_22_24_29_32_34_53_56
1 60_88
5 12_21
5 10_13_14_30
12_21 26
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 66
57_63 33_36_49_64_65_70_75_85
2_11_16_37_51_61_68_74 45_52_55_58_73
15 #edges, tree 5
2_11_16_37_51_61_68_74 45_52_55_58_73
57_63 33_36_49_64_65_70_75_85
4_6_8_9_18_23_27_35_38_39_40_42_46_59 60_88
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
12_21 26
5 10_13_14_30
5 12_21
1 3_15_17_22_24_29_32_34_53_56
1 5
0 7_19_20_47_50_67_71_76_92
0 69_78_80_81
0 2_11_16_37_51_61_68_74
0 1
15 #edges, tree 6
57_63 33_36_49_64_65_70_75_85
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
10_13_14_30 45_52_55_58_73
12_21 26
5 10_13_14_30
5 12_21
1 60_88
1 3_15_17_22_24_29_32_34_53_56
1 5
0 7_19_20_47_50_67_71_76_92
0 69_78_80_81
0 2_11_16_37_51_61_68_74
0 1
15 #edges, tree 7
57_63 33_36_49_64_65_70_75_85
4_6_8_9_18_23_27_35_38_39_40_42_46_59 60_88
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
10_13_14_30 45_52_55_58_73
12_21 26
5 10_13_14_30
5 12_21
1 3_15_17_22_24_29_32_34_53_56
1 5
0 7_19_20_47_50_67_71_76_92
0 69_78_80_81
0 2_11_16_37_51_61_68_74
0 1
15 #edges, tree 8
57_63 33_36_49_64_65_70_75_85
3_15_17_22_24_29_32_34_53_56 60_88
3_15_17_22_24_29_32_34_53_56 66
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
10_13_14_30 45_52_55_58_73
12_21 26
5 10_13_14_30
5 12_21
1 3_15_17_22_24_29_32_34_53_56
1 5
0 7_19_20_47_50_67_71_76_92
0 69_78_80_81
0 2_11_16_37_51_61_68_74
0 1
15 #edges, tree 9
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
1 5
1 3_15_17_22_24_29_32_34_53_56
5 12_21
5 10_13_14_30
12_21 26
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 66
57_63 33_36_49_64_65_70_75_85
57_63 7_19_20_47_50_67_71_76_92
2_11_16_37_51_61_68_74 45_52_55_58_73
69_78_80_81 60_88
15 #edges, tree 10
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
1 5
1 3_15_17_22_24_29_32_34_53_56
1 60_88
5 12_21
5 10_13_14_30
12_21 26
3_15_17_22_24_29_32_34_53_56 4_6_8_9_18_23_27_35_38_39_40_42_46_59
3_15_17_22_24_29_32_34_53_56 57_63
3_15_17_22_24_29_32_34_53_56 66
57_63 33_36_49_64_65_70_75_85
57_63 7_19_20_47_50_67_71_76_92
2_11_16_37_51_61_68_74 45_52_55_58_73
15 #edges, tree 11
0 1
0 2_11_16_37_51_61_68_74
0 69_78_80_81
1 5
1 3_15_17_22_24_29_32_34_53_56
5 12_21
5 10_13_14_30
12_21 26
