# 10 out of 10 mutations
4 #trees
9 #edges, tree 1
4_12_15_17_20_21_25_26_34_37_45_46_47_49 52
2_9_14_16_18_22_24_29_30_36_44 50
5_6_7_11_13_19_23_27_33 39_42
3_8_10 35_48_51
1 4_12_15_17_20_21_25_26_34_37_45_46_47_49
1 2_9_14_16_18_22_24_29_30_36_44
1 3_8_10
0 5_6_7_11_13_19_23_27_33
0 1
9 #edges, tree 2
0 1
0 5_6_7_11_13_19_23_27_33
1 3_8_10
1 2_9_14_16_18_22_24_29_30_36_44
1 4_12_15_17_20_21_25_26_34_37_45_46_47_49
3_8_10 35_48_51
5_6_7_11_13_19_23_27_33 39_42
2_9_14_16_18_22_24_29_30_36_44 50
2_9_14_16_18_22_24_29_30_36_44 52
9 #edges, tree 3
4_12_15_17_20_21_25_26_34_37_45_46_47_49 52
2_9_14_16_18_22_24_29_30_36_44 50
2_9_14_16_18_22_24_29_30_36_44 4_12_15_17_20_21_25_26_34_37_45_46_47_49
5_6_7_11_13_19_23_27_33 39_42
3_8_10 35_48_51
1 2_9_14_16_18_22_24_29_30_36_44
1 3_8_10
0 5_6_7_11_13_19_23_27_33
0 1
9 #edges, tree 4
2_9_14_16_18_22_24_29_30_36_44 50
2_9_14_16_18_22_24_29_30_36_44 4_12_15_17_20_21_25_26_34_37_45_46_47_49
5_6_7_11_13_19_23_27_33 39_42
3_8_10 35_48_51
1 52
1 2_9_14_16_18_22_24_29_30_36_44
1 3_8_10
0 5_6_7_11_13_19_23_27_33
0 1
