# 11 out of 11 mutations
2 #trees
10 #edges, tree 1
0 1
0 2_3
0 6_7_9_11_13_19_20_23_25_26_32
1 8_10_12_14_16_18_21_24_28_36_37_38
1 15_17_22_27_29_30_31_45
6_7_9_11_13_19_20_23_25_26_32 34_41_42
15_17_22_27_29_30_31_45 49_51_55_60
15_17_22_27_29_30_31_45 50_52_57_64
15_17_22_27_29_30_31_45 48_54_65_66
48_54_65_66 69_72
10 #edges, tree 2
48_54_65_66 69_72
15_17_22_27_29_30_31_45 48_54_65_66
15_17_22_27_29_30_31_45 50_52_57_64
15_17_22_27_29_30_31_45 49_51_55_60
6_7_9_11_13_19_20_23_25_26_32 34_41_42
6_7_9_11_13_19_20_23_25_26_32 8_10_12_14_16_18_21_24_28_36_37_38
1 15_17_22_27_29_30_31_45
0 6_7_9_11_13_19_20_23_25_26_32
0 2_3
0 1
