# 12 out of 12 mutations
8 #trees
11 #edges, tree 1
0_1 3
0_1 8_11_12_14
0_1 2_6_7_9_13_15
0_1 10_17_23_29_31_32
8_11_12_14 19_25
8_11_12_14 24_27_33
8_11_12_14 35
19_25 39
19_25 30_43
10_17_23_29_31_32 37_38_42
39 40
11 #edges, tree 2
39 40
19_25 30_43
19_25 37_38_42
19_25 39
8_11_12_14 35
8_11_12_14 24_27_33
8_11_12_14 19_25
0_1 10_17_23_29_31_32
0_1 2_6_7_9_13_15
0_1 8_11_12_14
0_1 3
11 #edges, tree 3
0_1 3
0_1 8_11_12_14
0_1 2_6_7_9_13_15
0_1 10_17_23_29_31_32
8_11_12_14 19_25
8_11_12_14 24_27_33
19_25 39
19_25 30_43
10_17_23_29_31_32 37_38_42
24_27_33 35
39 40
11 #edges, tree 4
0_1 3
0_1 8_11_12_14
0_1 2_6_7_9_13_15
0_1 10_17_23_29_31_32
8_11_12_14 19_25
8_11_12_14 24_27_33
19_25 39
19_25 37_38_42
19_25 30_43
24_27_33 35
39 40
11 #edges, tree 5
39 40
10_17_23_29_31_32 37_38_42
10_17_23_29_31_32 3
19_25 30_43
19_25 39
8_11_12_14 35
8_11_12_14 24_27_33
8_11_12_14 19_25
0_1 10_17_23_29_31_32
0_1 2_6_7_9_13_15
0_1 8_11_12_14
11 #edges, tree 6
39 40
24_27_33 35
10_17_23_29_31_32 37_38_42
10_17_23_29_31_32 3
19_25 30_43
19_25 39
8_11_12_14 24_27_33
8_11_12_14 19_25
0_1 10_17_23_29_31_32
0_1 2_6_7_9_13_15
0_1 8_11_12_14
11 #edges, tree 7
39 40
24_27_33 35
10_17_23_29_31_32 3
19_25 30_43
19_25 37_38_42
19_25 39
8_11_12_14 24_27_33
8_11_12_14 19_25
0_1 10_17_23_29_31_32
0_1 2_6_7_9_13_15
0_1 8_11_12_14
11 #edges, tree 8
39 40
10_17_23_29_31_32 3
19_25 30_43
19_25 37_38_42
19_25 39
8_11_12_14 35
8_11_12_14 24_27_33
8_11_12_14 19_25
0_1 10_17_23_29_31_32
0_1 2_6_7_9_13_15
0_1 8_11_12_14
