# 10 out of 10 mutations
4 #trees
9 #edges, tree 1
4_10_19 23_24
2_11_14_17_18 26_30
12 16
3 12
0 5_8_9_13_15_22_27_28_35_36_37_38_39_40
0 4_10_19
0 2_11_14_17_18
0 7
0 3
9 #edges, tree 2
0 3
0 7
0 2_11_14_17_18
0 4_10_19
3 12
3 5_8_9_13_15_22_27_28_35_36_37_38_39_40
12 16
2_11_14_17_18 26_30
4_10_19 23_24
9 #edges, tree 3
4_10_19 23_24
2_11_14_17_18 26_30
12 16
3 12
3 7
0 5_8_9_13_15_22_27_28_35_36_37_38_39_40
0 4_10_19
0 2_11_14_17_18
0 3
9 #edges, tree 4
4_10_19 23_24
2_11_14_17_18 26_30
12 16
3 5_8_9_13_15_22_27_28_35_36_37_38_39_40
3 12
3 7
0 4_10_19
0 2_11_14_17_18
0 3
