# 14 out of 14 mutations
12 #trees
13 #edges, tree 1
39_49 54
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
6_14_17_27 34_35
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 3
0 1
13 #edges, tree 2
0 1
0 3
0 4
1 2
1 5_7_8_11_12_16_18_20_22_24
4 6_14_17_27
4 9_10_19_21_25_28_30_31_32
5_7_8_11_12_16_18_20_22_24 29
6_14_17_27 33
6_14_17_27 34_35
9_10_19_21_25_28_30_31_32 39_49
33 43_45_46_47_48_50_51_52_53_55_56
39_49 54
13 #edges, tree 3
39_49 54
33 34_35
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 3
0 1
13 #edges, tree 4
39_49 54
33 43_45_46_47_48_50_51_52_53_55_56
33 34_35
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 3
0 1
13 #edges, tree 5
0 1
0 4
1 2
1 3
1 5_7_8_11_12_16_18_20_22_24
4 6_14_17_27
4 9_10_19_21_25_28_30_31_32
5_7_8_11_12_16_18_20_22_24 29
6_14_17_27 33
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
9_10_19_21_25_28_30_31_32 39_49
33 34_35
39_49 54
13 #edges, tree 6
0 1
0 4
1 2
1 3
1 5_7_8_11_12_16_18_20_22_24
4 6_14_17_27
4 9_10_19_21_25_28_30_31_32
5_7_8_11_12_16_18_20_22_24 29
6_14_17_27 33
6_14_17_27 34_35
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
9_10_19_21_25_28_30_31_32 39_49
39_49 54
13 #edges, tree 7
0 1
0 4
1 2
1 3
1 5_7_8_11_12_16_18_20_22_24
4 6_14_17_27
4 9_10_19_21_25_28_30_31_32
5_7_8_11_12_16_18_20_22_24 29
6_14_17_27 33
9_10_19_21_25_28_30_31_32 39_49
33 34_35
33 43_45_46_47_48_50_51_52_53_55_56
39_49 54
13 #edges, tree 8
0 1
0 4
1 2
1 3
1 5_7_8_11_12_16_18_20_22_24
4 6_14_17_27
4 9_10_19_21_25_28_30_31_32
5_7_8_11_12_16_18_20_22_24 29
6_14_17_27 33
6_14_17_27 34_35
9_10_19_21_25_28_30_31_32 39_49
33 43_45_46_47_48_50_51_52_53_55_56
39_49 54
13 #edges, tree 9
39_49 54
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
6_14_17_27 34_35
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
2 3
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 1
13 #edges, tree 10
39_49 54
33 34_35
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 43_45_46_47_48_50_51_52_53_55_56
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
2 3
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 1
13 #edges, tree 11
39_49 54
33 43_45_46_47_48_50_51_52_53_55_56
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 34_35
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
2 3
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 1
13 #edges, tree 12
39_49 54
33 43_45_46_47_48_50_51_52_53_55_56
33 34_35
9_10_19_21_25_28_30_31_32 39_49
6_14_17_27 33
5_7_8_11_12_16_18_20_22_24 29
4 9_10_19_21_25_28_30_31_32
4 6_14_17_27
2 3
1 5_7_8_11_12_16_18_20_22_24
1 2
0 4
0 1
