# 12 out of 12 mutations
8 #trees
11 #edges, tree 1
0 1
0 2
0 9_11_16
0 21_22_27_29
2 8_14_17_18_20_23_25_26
9_11_16 35
9_11_16 4_5_6_12_24_45_46_47_48_49_50_54
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
21_22_27_29 38
21_22_27_29 39_40_43
38 41_52
11 #edges, tree 2
38 41_52
38 39_40_43
21_22_27_29 38
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
9_11_16 4_5_6_12_24_45_46_47_48_49_50_54
9_11_16 35
2 8_14_17_18_20_23_25_26
0 21_22_27_29
0 9_11_16
0 2
0 1
11 #edges, tree 3
0 1
0 2
0 9_11_16
0 21_22_27_29
0 4_5_6_12_24_45_46_47_48_49_50_54
2 8_14_17_18_20_23_25_26
9_11_16 35
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
21_22_27_29 38
21_22_27_29 39_40_43
38 41_52
11 #edges, tree 4
0 1
0 2
0 9_11_16
0 21_22_27_29
0 4_5_6_12_24_45_46_47_48_49_50_54
2 8_14_17_18_20_23_25_26
9_11_16 35
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
21_22_27_29 38
38 39_40_43
38 41_52
11 #edges, tree 5
38 41_52
21_22_27_29 39_40_43
21_22_27_29 38
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
9_11_16 35
2 8_14_17_18_20_23_25_26
2 1
0 4_5_6_12_24_45_46_47_48_49_50_54
0 21_22_27_29
0 9_11_16
0 2
11 #edges, tree 6
38 41_52
38 39_40_43
21_22_27_29 38
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
9_11_16 35
2 8_14_17_18_20_23_25_26
2 1
0 4_5_6_12_24_45_46_47_48_49_50_54
0 21_22_27_29
0 9_11_16
0 2
11 #edges, tree 7
38 41_52
21_22_27_29 39_40_43
21_22_27_29 38
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
9_11_16 4_5_6_12_24_45_46_47_48_49_50_54
9_11_16 35
2 8_14_17_18_20_23_25_26
2 1
0 21_22_27_29
0 9_11_16
0 2
11 #edges, tree 8
38 41_52
38 39_40_43
21_22_27_29 38
8_14_17_18_20_23_25_26 7_10_13_15_19_28_30_31_33
9_11_16 4_5_6_12_24_45_46_47_48_49_50_54
9_11_16 35
2 8_14_17_18_20_23_25_26
2 1
0 21_22_27_29
0 9_11_16
0 2
