# 13 out of 13 mutations
30 #trees
12 #edges, tree 1
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 22_26_39
18 24_31_33_40_41
2_5_6_12_13_14_15_16_19_23_25 28
28 38_45
28 30_52
22_26_39 47_48
30_52 49_50
12 #edges, tree 2
22_26_39 47_48
28 30_52
28 49_50
28 38_45
2_5_6_12_13_14_15_16_19_23_25 28
18 24_31_33_40_41
7_8_9_10_11_17 22_26_39
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 18
1_3 7_8_9_10_11_17
0 2_5_6_12_13_14_15_16_19_23_25
0 1_3
12 #edges, tree 3
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 22_26_39
18 24_31_33_40_41
2_5_6_12_13_14_15_16_19_23_25 28
2_5_6_12_13_14_15_16_19_23_25 49_50
28 38_45
28 30_52
22_26_39 47_48
12 #edges, tree 4
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 22_26_39
18 24_31_33_40_41
2_5_6_12_13_14_15_16_19_23_25 28
2_5_6_12_13_14_15_16_19_23_25 20_27_29
28 38_45
28 49_50
28 30_52
22_26_39 47_48
12 #edges, tree 5
22_26_39 47_48
28 30_52
28 38_45
2_5_6_12_13_14_15_16_19_23_25 49_50
2_5_6_12_13_14_15_16_19_23_25 20_27_29
2_5_6_12_13_14_15_16_19_23_25 28
18 24_31_33_40_41
7_8_9_10_11_17 22_26_39
7_8_9_10_11_17 18
1_3 7_8_9_10_11_17
0 2_5_6_12_13_14_15_16_19_23_25
0 1_3
12 #edges, tree 6
30_52 49_50
22_26_39 47_48
28 30_52
28 38_45
2_5_6_12_13_14_15_16_19_23_25 20_27_29
2_5_6_12_13_14_15_16_19_23_25 28
18 24_31_33_40_41
7_8_9_10_11_17 22_26_39
7_8_9_10_11_17 18
1_3 7_8_9_10_11_17
0 2_5_6_12_13_14_15_16_19_23_25
0 1_3
12 #edges, tree 7
22_26_39 47_48
28 30_52
28 38_45
2_5_6_12_13_14_15_16_19_23_25 49_50
2_5_6_12_13_14_15_16_19_23_25 24_31_33_40_41
2_5_6_12_13_14_15_16_19_23_25 28
7_8_9_10_11_17 22_26_39
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 18
1_3 7_8_9_10_11_17
0 2_5_6_12_13_14_15_16_19_23_25
0 1_3
12 #edges, tree 8
22_26_39 47_48
28 30_52
28 49_50
28 38_45
2_5_6_12_13_14_15_16_19_23_25 24_31_33_40_41
2_5_6_12_13_14_15_16_19_23_25 28
7_8_9_10_11_17 22_26_39
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 18
1_3 7_8_9_10_11_17
0 2_5_6_12_13_14_15_16_19_23_25
0 1_3
12 #edges, tree 9
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 20_27_29
7_8_9_10_11_17 22_26_39
2_5_6_12_13_14_15_16_19_23_25 28
2_5_6_12_13_14_15_16_19_23_25 24_31_33_40_41
28 38_45
28 30_52
22_26_39 47_48
30_52 49_50
12 #edges, tree 10
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 22_26_39
2_5_6_12_13_14_15_16_19_23_25 28
2_5_6_12_13_14_15_16_19_23_25 20_27_29
2_5_6_12_13_14_15_16_19_23_25 24_31_33_40_41
28 38_45
28 49_50
28 30_52
22_26_39 47_48
12 #edges, tree 11
0 1_3
0 2_5_6_12_13_14_15_16_19_23_25
1_3 7_8_9_10_11_17
7_8_9_10_11_17 18
7_8_9_10_11_17 22_26_39
2_5_6_12_13_14_15_16_19_23_25 28
