# 11 out of 11 mutations
4 #trees
10 #edges, tree 1
13_15_27_28_31_37_39_41_42_50 58_63_65_66_70
49 53_54_71
4_19_20_32_33_34_40_44_46_47_48 49
8 9_10_11_12_14_16_17_18_21_22_24_26_29_30_35_36_38_43_45_55_56_57_60_62_67
8 13_15_27_28_31_37_39_41_42_50
3 4_19_20_32_33_34_40_44_46_47_48
1 8
0 51_52
0 3
0 1
10 #edges, tree 2
0 1
0 3
1 8
1 51_52
3 4_19_20_32_33_34_40_44_46_47_48
8 13_15_27_28_31_37_39_41_42_50
8 9_10_11_12_14_16_17_18_21_22_24_26_29_30_35_36_38_43_45_55_56_57_60_62_67
4_19_20_32_33_34_40_44_46_47_48 49
49 53_54_71
13_15_27_28_31_37_39_41_42_50 58_63_65_66_70
10 #edges, tree 3
13_15_27_28_31_37_39_41_42_50 58_63_65_66_70
49 53_54_71
4_19_20_32_33_34_40_44_46_47_48 51_52
4_19_20_32_33_34_40_44_46_47_48 49
8 9_10_11_12_14_16_17_18_21_22_24_26_29_30_35_36_38_43_45_55_56_57_60_62_67
8 13_15_27_28_31_37_39_41_42_50
3 4_19_20_32_33_34_40_44_46_47_48
1 8
0 3
0 1
10 #edges, tree 4
13_15_27_28_31_37_39_41_42_50 58_63_65_66_70
49 53_54_71
4_19_20_32_33_34_40_44_46_47_48 49
8 9_10_11_12_14_16_17_18_21_22_24_26_29_30_35_36_38_43_45_55_56_57_60_62_67
8 13_15_27_28_31_37_39_41_42_50
3 51_52
3 4_19_20_32_33_34_40_44_46_47_48
1 8
0 3
0 1
