# 12 out of 12 mutations
12 #trees
11 #edges, tree 1
3_11_17_21_35_39_41_44_45_46_49 24_25
19_23_27_42_47 50
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
2 3_11_17_21_35_39_41_44_45_46_49
2 4_6_9_15_16
1 5_8_10_14_20
0 19_23_27_42_47
0 7_12_13_18_22
0 2
0 1
11 #edges, tree 2
0 1
0 2
0 7_12_13_18_22
0 19_23_27_42_47
1 5_8_10_14_20
2 4_6_9_15_16
2 24_25
2 3_11_17_21_35_39_41_44_45_46_49
5_8_10_14_20 26
26 38_40_43_48_54_55_58_59_62
19_23_27_42_47 50
11 #edges, tree 3
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
2 3_11_17_21_35_39_41_44_45_46_49
2 24_25
2 4_6_9_15_16
1 5_8_10_14_20
0 50
0 19_23_27_42_47
0 7_12_13_18_22
0 2
0 1
11 #edges, tree 4
3_11_17_21_35_39_41_44_45_46_49 24_25
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
2 3_11_17_21_35_39_41_44_45_46_49
2 4_6_9_15_16
1 5_8_10_14_20
0 50
0 19_23_27_42_47
0 7_12_13_18_22
0 2
0 1
11 #edges, tree 5
0 1
0 2
0 19_23_27_42_47
0 50
1 5_8_10_14_20
2 4_6_9_15_16
2 7_12_13_18_22
2 24_25
2 3_11_17_21_35_39_41_44_45_46_49
5_8_10_14_20 26
26 38_40_43_48_54_55_58_59_62
11 #edges, tree 6
0 1
0 2
0 19_23_27_42_47
0 50
1 5_8_10_14_20
2 4_6_9_15_16
2 24_25
2 3_11_17_21_35_39_41_44_45_46_49
4_6_9_15_16 7_12_13_18_22
5_8_10_14_20 26
26 38_40_43_48_54_55_58_59_62
11 #edges, tree 7
0 1
0 2
0 19_23_27_42_47
0 50
1 5_8_10_14_20
2 4_6_9_15_16
2 7_12_13_18_22
2 3_11_17_21_35_39_41_44_45_46_49
5_8_10_14_20 26
26 38_40_43_48_54_55_58_59_62
3_11_17_21_35_39_41_44_45_46_49 24_25
11 #edges, tree 8
0 1
0 2
0 19_23_27_42_47
0 50
1 5_8_10_14_20
2 4_6_9_15_16
2 3_11_17_21_35_39_41_44_45_46_49
4_6_9_15_16 7_12_13_18_22
5_8_10_14_20 26
26 38_40_43_48_54_55_58_59_62
3_11_17_21_35_39_41_44_45_46_49 24_25
11 #edges, tree 9
3_11_17_21_35_39_41_44_45_46_49 24_25
19_23_27_42_47 50
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
2 3_11_17_21_35_39_41_44_45_46_49
2 7_12_13_18_22
2 4_6_9_15_16
1 5_8_10_14_20
0 19_23_27_42_47
0 2
0 1
11 #edges, tree 10
3_11_17_21_35_39_41_44_45_46_49 24_25
19_23_27_42_47 50
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
4_6_9_15_16 7_12_13_18_22
2 3_11_17_21_35_39_41_44_45_46_49
2 4_6_9_15_16
1 5_8_10_14_20
0 19_23_27_42_47
0 2
0 1
11 #edges, tree 11
19_23_27_42_47 50
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
4_6_9_15_16 7_12_13_18_22
2 3_11_17_21_35_39_41_44_45_46_49
2 24_25
2 4_6_9_15_16
1 5_8_10_14_20
0 19_23_27_42_47
0 2
0 1
11 #edges, tree 12
19_23_27_42_47 50
26 38_40_43_48_54_55_58_59_62
5_8_10_14_20 26
2 3_11_17_21_35_39_41_44_45_46_49
2 24_25
2 7_12_13_18_22
2 4_6_9_15_16
1 5_8_10_14_20
0 19_23_27_42_47
0 2
0 1
