5 #anatomical sites
15 #samples
13 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_2	0	P	0	33	0	0
0	P_2	0	P	1	23_25_26_30	0	0
0	P_2	0	P	2	29	0	0
0	P_2	0	P	3	28	0	0
0	P_2	0	P	4	24	0	0
0	P_2	0	P	5	21_22	0	0
0	P_2	0	P	6	3_8_12_17_18_20	0	0
0	P_2	0	P	7	7_10_19	0	0
0	P_2	0	P	8	4_6_9_11_15_16	0	0
0	P_2	0	P	9	5_14	0	0
0	P_2	0	P	10	2_13	0	0
0	P_2	0	P	11	1	0.0627679	0.192555
0	P_2	0	P	12	0	0.20288	0.379907
1	P_1	0	P	0	33	0	0
1	P_1	0	P	1	23_25_26_30	0	0
1	P_1	0	P	2	29	0	0
1	P_1	0	P	3	28	0	0
1	P_1	0	P	4	24	0	0
1	P_1	0	P	5	21_22	0	0
1	P_1	0	P	6	3_8_12_17_18_20	0	0
1	P_1	0	P	7	7_10_19	0	0
1	P_1	0	P	8	4_6_9_11_15_16	0	0
1	P_1	0	P	9	5_14	0	0
1	P_1	0	P	10	2_13	0	0
1	P_1	0	P	11	1	0	0
1	P_1	0	P	12	0	0.170784	0.363275
2	P_0	0	P	0	33	0	0
2	P_0	0	P	1	23_25_26_30	0	0
2	P_0	0	P	2	29	0	0
2	P_0	0	P	3	28	0	0
2	P_0	0	P	4	24	0	0
2	P_0	0	P	5	21_22	0	0
2	P_0	0	P	6	3_8_12_17_18_20	0	0
2	P_0	0	P	7	7_10_19	0	0
2	P_0	0	P	8	4_6_9_11_15_16	0	0
2	P_0	0	P	9	5_14	0	0
2	P_0	0	P	10	2_13	0	0
2	P_0	0	P	11	1	0.0227477	0.11764
2	P_0	0	P	12	0	0.280652	0.495517
3	M1_1	1	M1	0	33	0	0
3	M1_1	1	M1	1	23_25_26_30	0	0
3	M1_1	1	M1	2	29	0.0207146	0.107359
3	M1_1	1	M1	3	28	0	0
3	M1_1	1	M1	4	24	0	0
3	M1_1	1	M1	5	21_22	0.254167	0.40023
3	M1_1	1	M1	6	3_8_12_17_18_20	0	0
3	M1_1	1	M1	7	7_10_19	0	0
3	M1_1	1	M1	8	4_6_9_11_15_16	0	0
3	M1_1	1	M1	9	5_14	0	0
3	M1_1	1	M1	10	2_13	0.214733	0.356321
3	M1_1	1	M1	11	1	0	0
3	M1_1	1	M1	12	0	0.229743	0.439798
4	M1_2	1	M1	0	33	0	0
4	M1_2	1	M1	1	23_25_26_30	0	0
4	M1_2	1	M1	2	29	0	0
4	M1_2	1	M1	3	28	0	0
4	M1_2	1	M1	4	24	0	0
4	M1_2	1	M1	5	21_22	0.264375	0.414142
4	M1_2	1	M1	6	3_8_12_17_18_20	0	0
4	M1_2	1	M1	7	7_10_19	0	0
4	M1_2	1	M1	8	4_6_9_11_15_16	0	0
4	M1_2	1	M1	9	5_14	0	0
4	M1_2	1	M1	10	2_13	0.262457	0.407174
4	M1_2	1	M1	11	1	0.0101363	0.080101
4	M1_2	1	M1	12	0	0.197965	0.400301
5	M1_0	1	M1	0	33	0	0
5	M1_0	1	M1	1	23_25_26_30	0.211301	0.303363
5	M1_0	1	M1	2	29	0	0
5	M1_0	1	M1	3	28	0	0
5	M1_0	1	M1	4	24	0	0
5	M1_0	1	M1	5	21_22	0.0223099	0.0783572
5	M1_0	1	M1	6	3_8_12_17_18_20	0	0
5	M1_0	1	M1	7	7_10_19	0	0
5	M1_0	1	M1	8	4_6_9_11_15_16	0	0
5	M1_0	1	M1	9	5_14	0	0
5	M1_0	1	M1	10	2_13	0.293304	0.443494
5	M1_0	1	M1	11	1	0	0
5	M1_0	1	M1	12	0	0.27104	0.479607
6	M2_0	2	M2	0	33	0	0
6	M2_0	2	M2	1	23_25_26_30	0	0
6	M2_0	2	M2	2	29	0	0
6	M2_0	2	M2	3	28	0	0
6	M2_0	2	M2	4	24	0.0390005	0.145323
6	M2_0	2	M2	5	21_22	0	0
6	M2_0	2	M2	6	3_8_12_17_18_20	0.337808	0.427896
6	M2_0	2	M2	7	7_10_19	0	0
6	M2_0	2	M2	8	4_6_9_11_15_16	0	0
6	M2_0	2	M2	9	5_14	0	0
6	M2_0	2	M2	10	2_13	0	0
6	M2_0	2	M2	11	1	0	0
6	M2_0	2	M2	12	0	0.255211	0.456586
7	M2_2	2	M2	0	33	0	0
7	M2_2	2	M2	1	23_25_26_30	0	0
7	M2_2	2	M2	2	29	0	0
7	M2_2	2	M2	3	28	0	0
7	M2_2	2	M2	4	24	0.116361	0.265584
7	M2_2	2	M2	5	21_22	0	0
7	M2_2	2	M2	6	3_8_12_17_18_20	0.298387	0.385705
7	M2_2	2	M2	7	7_10_19	0	0
7	M2_2	2	M2	8	4_6_9_11_15_16	0	0
7	M2_2	2	M2	9	5_14	0	0
7	M2_2	2	M2	10	2_13	0	0
