5 #anatomical sites
10 #samples
13 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_2	0	P	0	67	0	0
0	P_2	0	P	1	56_59_63_66	0	0
0	P_2	0	P	2	64	0	0
0	P_2	0	P	3	58_61_62	0	0
0	P_2	0	P	4	57	0	0
0	P_2	0	P	5	17_19_29_34_37_53_54_55	0	0
0	P_2	0	P	6	52	0	0
0	P_2	0	P	7	44_50	0	0
0	P_2	0	P	8	47	0.197148	0.309091
0	P_2	0	P	9	43	0.241464	0.368011
0	P_2	0	P	10	36_42	0	0
0	P_2	0	P	11	18_21_22_28_30	0.3248	0.385137
0	P_2	0	P	12	0_4_6_7_11_15	0.297898	0.350418
1	P_1	0	P	0	67	0	0
1	P_1	0	P	1	56_59_63_66	0	0
1	P_1	0	P	2	64	0	0
1	P_1	0	P	3	58_61_62	0	0
1	P_1	0	P	4	57	0	0
1	P_1	0	P	5	17_19_29_34_37_53_54_55	0	0
1	P_1	0	P	6	52	0	0
1	P_1	0	P	7	44_50	0.0832496	0.140858
1	P_1	0	P	8	47	0.0714802	0.14994
1	P_1	0	P	9	43	0.287985	0.420424
1	P_1	0	P	10	36_42	0	0
1	P_1	0	P	11	18_21_22_28_30	0.311583	0.370471
1	P_1	0	P	12	0_4_6_7_11_15	0.304271	0.358032
2	M1_1	1	M1	0	67	0	0
2	M1_1	1	M1	1	56_59_63_66	0	0
2	M1_1	1	M1	2	64	0	0
2	M1_1	1	M1	3	58_61_62	0	0
2	M1_1	1	M1	4	57	0	0
2	M1_1	1	M1	5	17_19_29_34_37_53_54_55	0	0
2	M1_1	1	M1	6	52	0	0
2	M1_1	1	M1	7	44_50	0	0
2	M1_1	1	M1	8	47	0	0
2	M1_1	1	M1	9	43	0	0
2	M1_1	1	M1	10	36_42	0	0
2	M1_1	1	M1	11	18_21_22_28_30	0	0
2	M1_1	1	M1	12	0_4_6_7_11_15	0.303623	0.35641
3	M1_0	1	M1	0	67	0	0
3	M1_0	1	M1	1	56_59_63_66	0	0
3	M1_0	1	M1	2	64	0	0
3	M1_0	1	M1	3	58_61_62	0	0
3	M1_0	1	M1	4	57	0.0610026	0.134327
3	M1_0	1	M1	5	17_19_29_34_37_53_54_55	0	0
3	M1_0	1	M1	6	52	0.114793	0.207338
3	M1_0	1	M1	7	44_50	0	0
3	M1_0	1	M1	8	47	0	0
3	M1_0	1	M1	9	43	0	0
3	M1_0	1	M1	10	36_42	0	0
3	M1_0	1	M1	11	18_21_22_28_30	0.266062	0.321549
3	M1_0	1	M1	12	0_4_6_7_11_15	0.307196	0.360768
4	M2_1	2	M2	0	67	0	0
4	M2_1	2	M2	1	56_59_63_66	0	0
4	M2_1	2	M2	2	64	0	0
4	M2_1	2	M2	3	58_61_62	0	0
4	M2_1	2	M2	4	57	0	0
4	M2_1	2	M2	5	17_19_29_34_37_53_54_55	0	0
4	M2_1	2	M2	6	52	0	0
4	M2_1	2	M2	7	44_50	0	0
4	M2_1	2	M2	8	47	0	0
4	M2_1	2	M2	9	43	0	0
4	M2_1	2	M2	10	36_42	0.337733	0.436203
4	M2_1	2	M2	11	18_21_22_28_30	0.305969	0.364357
4	M2_1	2	M2	12	0_4_6_7_11_15	0.31026	0.363065
5	M2_2	2	M2	0	67	0	0
5	M2_2	2	M2	1	56_59_63_66	0	0
5	M2_2	2	M2	2	64	0	0
5	M2_2	2	M2	3	58_61_62	0	0
5	M2_2	2	M2	4	57	0	0
5	M2_2	2	M2	5	17_19_29_34_37_53_54_55	0	0
5	M2_2	2	M2	6	52	0	0
5	M2_2	2	M2	7	44_50	0	0
5	M2_2	2	M2	8	47	0	0
5	M2_2	2	M2	9	43	0	0
5	M2_2	2	M2	10	36_42	0.222008	0.306066
5	M2_2	2	M2	11	18_21_22_28_30	0.33613	0.397123
5	M2_2	2	M2	12	0_4_6_7_11_15	0.311328	0.364795
6	M3_2	3	M3	0	67	0	0
6	M3_2	3	M3	1	56_59_63_66	0.127037	0.172582
6	M3_2	3	M3	2	64	0	0
6	M3_2	3	M3	3	58_61_62	0	0
6	M3_2	3	M3	4	57	0	0
6	M3_2	3	M3	5	17_19_29_34_37_53_54_55	0.240114	0.281587
6	M3_2	3	M3	6	52	0.106528	0.19723
6	M3_2	3	M3	7	44_50	0	0
6	M3_2	3	M3	8	47	0	0
6	M3_2	3	M3	9	43	0	0
6	M3_2	3	M3	10	36_42	0	0
6	M3_2	3	M3	11	18_21_22_28_30	0.127215	0.167952
6	M3_2	3	M3	12	0_4_6_7_11_15	0.279578	0.330194
7	M3_1	3	M3	0	67	0	0
7	M3_1	3	M3	1	56_59_63_66	0	0
7	M3_1	3	M3	2	64	0	0
7	M3_1	3	M3	3	58_61_62	0.0810074	0.12466
7	M3_1	3	M3	4	57	0	0
7	M3_1	3	M3	5	17_19_29_34_37_53_54_55	0.293757	0.339625
