6 #anatomical sites
7 #samples
61 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	98	93
0	P_0	0	P	1	1	152	21
0	P_0	0	P	2	2	216	1
0	P_0	0	P	3	4	179	1
0	P_0	0	P	4	5	190	0
0	P_0	0	P	5	6	122	65
0	P_0	0	P	6	7	163	0
0	P_0	0	P	7	8	177	0
0	P_0	0	P	8	9	138	47
0	P_0	0	P	9	10	112	54
0	P_0	0	P	10	11	162	56
0	P_0	0	P	11	12	179	0
0	P_0	0	P	12	13	126	54
0	P_0	0	P	13	14	212	0
0	P_0	0	P	14	15	180	0
0	P_0	0	P	15	16	134	60
0	P_0	0	P	16	17	146	78
0	P_0	0	P	17	18	142	58
0	P_0	0	P	18	19	211	0
0	P_0	0	P	19	20	169	0
0	P_0	0	P	20	21	183	0
0	P_0	0	P	21	22	216	0
0	P_0	0	P	22	23	142	51
0	P_0	0	P	23	24	141	56
0	P_0	0	P	24	26	203	1
0	P_0	0	P	25	28	202	0
0	P_0	0	P	26	32	122	60
0	P_0	0	P	27	33	193	0
0	P_0	0	P	28	34	153	51
0	P_0	0	P	29	35	193	0
0	P_0	0	P	30	36	201	1
0	P_0	0	P	31	37	141	50
0	P_0	0	P	32	38	150	61
0	P_0	0	P	33	39	218	0
0	P_0	0	P	34	40	140	50
0	P_0	0	P	35	41	141	55
0	P_0	0	P	36	42	182	0
0	P_0	0	P	37	43	122	55
0	P_0	0	P	38	44	224	0
0	P_0	0	P	39	45	202	0
0	P_0	0	P	40	46	183	1
0	P_0	0	P	41	47	192	0
0	P_0	0	P	42	48	191	0
0	P_0	0	P	43	53	205	1
0	P_0	0	P	44	54	177	0
0	P_0	0	P	45	55	150	69
0	P_0	0	P	46	56	213	0
0	P_0	0	P	47	57	181	0
0	P_0	0	P	48	60	204	0
0	P_0	0	P	49	64	140	49
0	P_0	0	P	50	65	135	73
0	P_0	0	P	51	67	136	61
0	P_0	0	P	52	68	135	65
0	P_0	0	P	53	69	194	0
0	P_0	0	P	54	70	202	0
0	P_0	0	P	55	77	126	62
0	P_0	0	P	56	79	203	0
0	P_0	0	P	57	80	137	65
0	P_0	0	P	58	82	200	0
0	P_0	0	P	59	84	200	1
0	P_0	0	P	60	87	187	0
1	P_1	0	P	0	0	106	113
1	P_1	0	P	1	1	202	0
1	P_1	0	P	2	2	174	0
1	P_1	0	P	3	4	196	1
1	P_1	0	P	4	5	189	0
1	P_1	0	P	5	6	185	27
1	P_1	0	P	6	7	213	0
1	P_1	0	P	7	8	206	0
1	P_1	0	P	8	9	183	20
1	P_1	0	P	9	10	168	13
1	P_1	0	P	10	11	173	14
1	P_1	0	P	11	12	198	0
1	P_1	0	P	12	13	179	27
