5 #anatomical sites
6 #samples
31 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	85	93
0	P_0	0	P	1	1	188	0
0	P_0	0	P	2	2	204	0
0	P_0	0	P	3	3	169	28
0	P_0	0	P	4	4	201	0
0	P_0	0	P	5	5	203	0
0	P_0	0	P	6	6	176	0
0	P_0	0	P	7	7	213	0
0	P_0	0	P	8	8	209	0
0	P_0	0	P	9	9	205	0
0	P_0	0	P	10	10	214	0
0	P_0	0	P	11	11	210	0
0	P_0	0	P	12	12	202	0
0	P_0	0	P	13	13	208	0
0	P_0	0	P	14	14	230	1
0	P_0	0	P	15	15	181	1
0	P_0	0	P	16	16	188	0
0	P_0	0	P	17	17	179	0
0	P_0	0	P	18	18	198	0
0	P_0	0	P	19	19	212	0
0	P_0	0	P	20	20	217	0
0	P_0	0	P	21	21	193	0
0	P_0	0	P	22	22	210	0
0	P_0	0	P	23	23	173	0
0	P_0	0	P	24	24	225	1
0	P_0	0	P	25	27	200	0
0	P_0	0	P	26	31	199	0
0	P_0	0	P	27	32	195	0
0	P_0	0	P	28	33	185	0
0	P_0	0	P	29	36	186	0
0	P_0	0	P	30	37	206	0
1	P_1	0	P	0	0	92	97
1	P_1	0	P	1	1	120	55
1	P_1	0	P	2	2	207	1
1	P_1	0	P	3	3	179	0
1	P_1	0	P	4	4	202	0
1	P_1	0	P	5	5	190	0
1	P_1	0	P	6	6	195	0
1	P_1	0	P	7	7	196	1
1	P_1	0	P	8	8	184	0
1	P_1	0	P	9	9	197	0
1	P_1	0	P	10	10	211	1
1	P_1	0	P	11	11	204	0
1	P_1	0	P	12	12	191	0
1	P_1	0	P	13	13	188	0
1	P_1	0	P	14	14	199	0
1	P_1	0	P	15	15	205	0
1	P_1	0	P	16	16	217	0
1	P_1	0	P	17	17	180	0
1	P_1	0	P	18	18	203	1
1	P_1	0	P	19	19	202	1
1	P_1	0	P	20	20	182	0
1	P_1	0	P	21	21	207	0
1	P_1	0	P	22	22	204	0
1	P_1	0	P	23	23	184	1
1	P_1	0	P	24	24	217	0
1	P_1	0	P	25	27	224	1
1	P_1	0	P	26	31	198	0
1	P_1	0	P	27	32	195	0
1	P_1	0	P	28	33	200	0
1	P_1	0	P	29	36	211	0
1	P_1	0	P	30	37	213	1
2	M1_0	1	M1	0	0	90	108
2	M1_0	1	M1	1	1	206	1
2	M1_0	1	M1	2	2	96	96
2	M1_0	1	M1	3	3	198	0
2	M1_0	1	M1	4	4	94	112
2	M1_0	1	M1	5	5	84	112
2	M1_0	1	M1	6	6	201	0
2	M1_0	1	M1	7	7	210	0
2	M1_0	1	M1	8	8	173	0
2	M1_0	1	M1	9	9	207	0
2	M1_0	1	M1	10	10	190	0
2	M1_0	1	M1	11	11	197	0
2	M1_0	1	M1	12	12	194	1
2	M1_0	1	M1	13	13	195	1
2	M1_0	1	M1	14	14	181	0
2	M1_0	1	M1	15	15	194	0
2	M1_0	1	M1	16	16	188	0
2	M1_0	1	M1	17	17	169	0
2	M1_0	1	M1	18	18	210	0
2	M1_0	1	M1	19	19	95	87
2	M1_0	1	M1	20	20	176	1
2	M1_0	1	M1	21	21	194	0
2	M1_0	1	M1	22	22	191	0
2	M1_0	1	M1	23	23	98	79
2	M1_0	1	M1	24	24	167	27
2	M1_0	1	M1	25	27	212	0
2	M1_0	1	M1	26	31	217	0
2	M1_0	1	M1	27	32	207	0
2	M1_0	1	M1	28	33	209	0
2	M1_0	1	M1	29	36	189	0
2	M1_0	1	M1	30	37	182	0
3	M2_0	2	M2	0	0	103	86
3	M2_0	2	M2	1	1	101	97
3	M2_0	2	M2	2	2	212	0
3	M2_0	2	M2	3	3	186	0
3	M2_0	2	M2	4	4	202	0
3	M2_0	2	M2	5	5	202	1
3	M2_0	2	M2	6	6	86	105
3	M2_0	2	M2	7	7	91	99
3	M2_0	2	M2	8	8	115	101
3	M2_0	2	M2	9	9	220	0
3	M2_0	2	M2	10	10	98	101
3	M2_0	2	M2	11	11	112	106
3	M2_0	2	M2	12	12	207	0
3	M2_0	2	M2	13	13	113	94
3	M2_0	2	M2	14	14	249	0
3	M2_0	2	M2	15	15	192	0
3	M2_0	2	M2	16	16	102	87
3	M2_0	2	M2	17	17	199	0
3	M2_0	2	M2	18	18	105	99
3	M2_0	2	M2	19	19	188	0
3	M2_0	2	M2	20	20	214	0
3	M2_0	2	M2	21	21	103	81
3	M2_0	2	M2	22	22	205	0
3	M2_0	2	M2	23	23	194	1
3	M2_0	2	M2	24	24	212	0
3	M2_0	2	M2	25	27	180	0
3	M2_0	2	M2	26	31	153	33
3	M2_0	2	M2	27	32	195	0
3	M2_0	2	M2	28	33	152	40
3	M2_0	2	M2	29	36	207	0
3	M2_0	2	M2	30	37	212	0
4	M3_0	3	M3	0	0	100	112
4	M3_0	3	M3	1	1	196	0
4	M3_0	3	M3	2	2	206	1
4	M3_0	3	M3	3	3	123	85
4	M3_0	3	M3	4	4	221	0
4	M3_0	3	M3	5	5	181	0
4	M3_0	3	M3	6	6	182	0
4	M3_0	3	M3	7	7	170	0
4	M3_0	3	M3	8	8	196	1
4	M3_0	3	M3	9	9	238	0
4	M3_0	3	M3	10	10	196	0
4	M3_0	3	M3	11	11	182	0
4	M3_0	3	M3	12	12	208	1
4	M3_0	3	M3	13	13	221	0
4	M3_0	3	M3	14	14	194	0
4	M3_0	3	M3	15	15	104	109
4	M3_0	3	M3	16	16	186	0
4	M3_0	3	M3	17	17	89	90
4	M3_0	3	M3	18	18	206	0
4	M3_0	3	M3	19	19	200	0
4	M3_0	3	M3	20	20	108	115
4	M3_0	3	M3	21	21	222	0
4	M3_0	3	M3	22	22	103	108
4	M3_0	3	M3	23	23	208	0
4	M3_0	3	M3	24	24	216	0
4	M3_0	3	M3	25	27	104	84
4	M3_0	3	M3	26	31	217	0
4	M3_0	3	M3	27	32	110	89
4	M3_0	3	M3	28	33	214	0
4	M3_0	3	M3	29	36	182	0
4	M3_0	3	M3	30	37	220	0
5	M4_0	4	M4	0	0	80	95
5	M4_0	4	M4	1	1	186	0
5	M4_0	4	M4	2	2	168	0
5	M4_0	4	M4	3	3	225	0
5	M4_0	4	M4	4	4	199	1
5	M4_0	4	M4	5	5	204	0
5	M4_0	4	M4	6	6	206	0
5	M4_0	4	M4	7	7	195	0
5	M4_0	4	M4	8	8	195	1
5	M4_0	4	M4	9	9	107	88
5	M4_0	4	M4	10	10	191	0
5	M4_0	4	M4	11	11	210	1
5	M4_0	4	M4	12	12	104	93
5	M4_0	4	M4	13	13	218	1
5	M4_0	4	M4	14	14	92	95
5	M4_0	4	M4	15	15	232	2
5	M4_0	4	M4	16	16	196	0
5	M4_0	4	M4	17	17	187	0
5	M4_0	4	M4	18	18	200	0
5	M4_0	4	M4	19	19	188	0
5	M4_0	4	M4	20	20	199	0
5	M4_0	4	M4	21	21	196	0
5	M4_0	4	M4	22	22	175	1
5	M4_0	4	M4	23	23	198	0
5	M4_0	4	M4	24	24	181	0
5	M4_0	4	M4	25	27	198	0
5	M4_0	4	M4	26	31	197	0
5	M4_0	4	M4	27	32	214	0
5	M4_0	4	M4	28	33	221	0
5	M4_0	4	M4	29	36	154	25
5	M4_0	4	M4	30	37	204	12
