6 #anatomical sites
7 #samples
59 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	80	113
0	P_0	0	P	1	1	117	94
0	P_0	0	P	2	2	200	25
0	P_0	0	P	3	3	116	95
0	P_0	0	P	4	4	137	60
0	P_0	0	P	5	5	149	49
0	P_0	0	P	6	6	187	25
0	P_0	0	P	7	7	200	0
0	P_0	0	P	8	8	214	0
0	P_0	0	P	9	9	222	1
0	P_0	0	P	10	10	214	0
0	P_0	0	P	11	11	193	2
0	P_0	0	P	12	12	192	0
0	P_0	0	P	13	13	206	0
0	P_0	0	P	14	14	197	0
0	P_0	0	P	15	15	201	0
0	P_0	0	P	16	16	195	0
0	P_0	0	P	17	17	223	0
0	P_0	0	P	18	18	198	0
0	P_0	0	P	19	19	161	0
0	P_0	0	P	20	20	184	0
0	P_0	0	P	21	21	205	1
0	P_0	0	P	22	22	197	0
0	P_0	0	P	23	23	196	0
0	P_0	0	P	24	24	198	0
0	P_0	0	P	25	25	197	0
0	P_0	0	P	26	26	179	0
0	P_0	0	P	27	27	196	0
0	P_0	0	P	28	28	224	2
0	P_0	0	P	29	29	191	0
0	P_0	0	P	30	30	186	0
0	P_0	0	P	31	31	196	0
0	P_0	0	P	32	32	198	0
0	P_0	0	P	33	33	174	0
0	P_0	0	P	34	34	199	0
0	P_0	0	P	35	35	211	0
0	P_0	0	P	36	36	188	1
0	P_0	0	P	37	37	211	0
0	P_0	0	P	38	38	196	0
0	P_0	0	P	39	39	205	0
0	P_0	0	P	40	41	218	0
0	P_0	0	P	41	42	190	0
0	P_0	0	P	42	45	207	0
0	P_0	0	P	43	46	184	1
0	P_0	0	P	44	47	201	0
0	P_0	0	P	45	48	190	0
0	P_0	0	P	46	52	178	0
0	P_0	0	P	47	53	212	1
0	P_0	0	P	48	54	161	0
0	P_0	0	P	49	56	201	0
0	P_0	0	P	50	57	212	0
0	P_0	0	P	51	58	190	0
0	P_0	0	P	52	60	211	2
0	P_0	0	P	53	63	199	0
0	P_0	0	P	54	64	180	0
0	P_0	0	P	55	67	212	0
0	P_0	0	P	56	70	191	0
0	P_0	0	P	57	72	206	0
0	P_0	0	P	58	74	206	0
1	P_1	0	P	0	0	100	97
1	P_1	0	P	1	1	118	74
1	P_1	0	P	2	2	174	29
1	P_1	0	P	3	3	112	75
1	P_1	0	P	4	4	131	71
1	P_1	0	P	5	5	187	0
1	P_1	0	P	6	6	203	0
1	P_1	0	P	7	7	199	1
1	P_1	0	P	8	8	200	0
1	P_1	0	P	9	9	222	1
1	P_1	0	P	10	10	188	1
1	P_1	0	P	11	11	175	0
1	P_1	0	P	12	12	200	0
1	P_1	0	P	13	13	192	1
1	P_1	0	P	14	14	200	1
1	P_1	0	P	15	15	195	1
1	P_1	0	P	16	16	208	0
1	P_1	0	P	17	17	221	0
1	P_1	0	P	18	18	224	2
1	P_1	0	P	19	19	182	0
1	P_1	0	P	20	20	237	0
1	P_1	0	P	21	21	183	2
1	P_1	0	P	22	22	189	0
1	P_1	0	P	23	23	168	0
1	P_1	0	P	24	24	198	0
1	P_1	0	P	25	25	199	0
1	P_1	0	P	26	26	174	0
1	P_1	0	P	27	27	205	0
1	P_1	0	P	28	28	202	0
1	P_1	0	P	29	29	207	1
1	P_1	0	P	30	30	197	0
1	P_1	0	P	31	31	197	0
1	P_1	0	P	32	32	225	0
1	P_1	0	P	33	33	192	0
1	P_1	0	P	34	34	190	0
1	P_1	0	P	35	35	198	0
1	P_1	0	P	36	36	196	0
1	P_1	0	P	37	37	218	0
1	P_1	0	P	38	38	205	0
1	P_1	0	P	39	39	197	0
1	P_1	0	P	40	41	195	0
1	P_1	0	P	41	42	198	0
1	P_1	0	P	42	45	194	0
1	P_1	0	P	43	46	216	2
1	P_1	0	P	44	47	217	0
1	P_1	0	P	45	48	184	0
1	P_1	0	P	46	52	195	0
1	P_1	0	P	47	53	198	0
1	P_1	0	P	48	54	221	0
1	P_1	0	P	49	56	205	0
1	P_1	0	P	50	57	187	1
1	P_1	0	P	51	58	181	0
1	P_1	0	P	52	60	223	0
1	P_1	0	P	53	63	203	0
1	P_1	0	P	54	64	198	1
1	P_1	0	P	55	67	214	0
1	P_1	0	P	56	70	183	0
1	P_1	0	P	57	72	172	0
1	P_1	0	P	58	74	188	0
2	M1_0	1	M1	0	0	111	114
2	M1_0	1	M1	1	1	93	97
2	M1_0	1	M1	2	2	178	1
2	M1_0	1	M1	3	3	101	103
2	M1_0	1	M1	4	4	217	0
2	M1_0	1	M1	5	5	177	0
2	M1_0	1	M1	6	6	198	0
2	M1_0	1	M1	7	7	99	96
2	M1_0	1	M1	8	8	215	0
2	M1_0	1	M1	9	9	198	0
2	M1_0	1	M1	10	10	211	0
2	M1_0	1	M1	11	11	192	0
2	M1_0	1	M1	12	12	102	95
2	M1_0	1	M1	13	13	117	99
2	M1_0	1	M1	14	14	203	0
2	M1_0	1	M1	15	15	200	1
2	M1_0	1	M1	16	16	169	0
2	M1_0	1	M1	17	17	198	0
2	M1_0	1	M1	18	18	111	100
2	M1_0	1	M1	19	19	177	0
2	M1_0	1	M1	20	20	196	0
2	M1_0	1	M1	21	21	209	0
2	M1_0	1	M1	22	22	206	0
2	M1_0	1	M1	23	23	173	1
2	M1_0	1	M1	24	24	191	0
2	M1_0	1	M1	25	25	95	86
2	M1_0	1	M1	26	26	196	0
2	M1_0	1	M1	27	27	202	0
2	M1_0	1	M1	28	28	194	0
2	M1_0	1	M1	29	29	103	99
2	M1_0	1	M1	30	30	188	0
2	M1_0	1	M1	31	31	88	84
2	M1_0	1	M1	32	32	199	1
2	M1_0	1	M1	33	33	218	0
2	M1_0	1	M1	34	34	209	0
2	M1_0	1	M1	35	35	174	0
2	M1_0	1	M1	36	36	191	0
2	M1_0	1	M1	37	37	212	0
2	M1_0	1	M1	38	38	174	0
2	M1_0	1	M1	39	39	183	0
2	M1_0	1	M1	40	41	209	0
2	M1_0	1	M1	41	42	197	0
2	M1_0	1	M1	42	45	209	0
2	M1_0	1	M1	43	46	232	0
2	M1_0	1	M1	44	47	225	0
2	M1_0	1	M1	45	48	194	0
2	M1_0	1	M1	46	52	202	0
2	M1_0	1	M1	47	53	193	1
2	M1_0	1	M1	48	54	196	0
2	M1_0	1	M1	49	56	205	0
2	M1_0	1	M1	50	57	183	1
2	M1_0	1	M1	51	58	180	0
2	M1_0	1	M1	52	60	201	0
2	M1_0	1	M1	53	63	210	0
2	M1_0	1	M1	54	64	190	1
2	M1_0	1	M1	55	67	194	0
2	M1_0	1	M1	56	70	184	0
2	M1_0	1	M1	57	72	187	0
2	M1_0	1	M1	58	74	184	0
3	M2_0	2	M2	0	0	100	92
3	M2_0	2	M2	1	1	119	101
3	M2_0	2	M2	2	2	195	0
3	M2_0	2	M2	3	3	115	91
3	M2_0	2	M2	4	4	224	0
3	M2_0	2	M2	5	5	216	0
3	M2_0	2	M2	6	6	195	1
3	M2_0	2	M2	7	7	88	102
3	M2_0	2	M2	8	8	221	1
3	M2_0	2	M2	9	9	204	0
3	M2_0	2	M2	10	10	189	0
3	M2_0	2	M2	11	11	215	1
3	M2_0	2	M2	12	12	97	114
3	M2_0	2	M2	13	13	116	108
3	M2_0	2	M2	14	14	219	0
3	M2_0	2	M2	15	15	190	0
3	M2_0	2	M2	16	16	190	0
3	M2_0	2	M2	17	17	214	0
3	M2_0	2	M2	18	18	91	87
3	M2_0	2	M2	19	19	195	0
3	M2_0	2	M2	20	20	189	0
3	M2_0	2	M2	21	21	217	0
3	M2_0	2	M2	22	22	204	0
3	M2_0	2	M2	23	23	209	0
3	M2_0	2	M2	24	24	212	1
3	M2_0	2	M2	25	25	87	113
3	M2_0	2	M2	26	26	201	0
3	M2_0	2	M2	27	27	201	0
3	M2_0	2	M2	28	28	203	0
3	M2_0	2	M2	29	29	71	115
3	M2_0	2	M2	30	30	197	0
3	M2_0	2	M2	31	31	102	98
3	M2_0	2	M2	32	32	193	0
3	M2_0	2	M2	33	33	199	1
3	M2_0	2	M2	34	34	238	0
3	M2_0	2	M2	35	35	101	112
3	M2_0	2	M2	36	36	174	0
3	M2_0	2	M2	37	37	181	0
3	M2_0	2	M2	38	38	201	0
3	M2_0	2	M2	39	39	223	0
3	M2_0	2	M2	40	41	91	115
3	M2_0	2	M2	41	42	199	0
3	M2_0	2	M2	42	45	226	1
3	M2_0	2	M2	43	46	111	93
3	M2_0	2	M2	44	47	166	0
3	M2_0	2	M2	45	48	208	0
3	M2_0	2	M2	46	52	170	0
3	M2_0	2	M2	47	53	212	0
3	M2_0	2	M2	48	54	173	0
3	M2_0	2	M2	49	56	82	97
3	M2_0	2	M2	50	57	181	0
3	M2_0	2	M2	51	58	106	109
3	M2_0	2	M2	52	60	221	1
3	M2_0	2	M2	53	63	207	0
3	M2_0	2	M2	54	64	195	0
3	M2_0	2	M2	55	67	195	1
3	M2_0	2	M2	56	70	178	0
3	M2_0	2	M2	57	72	203	1
3	M2_0	2	M2	58	74	201	0
4	M3_0	3	M3	0	0	112	103
4	M3_0	3	M3	1	1	182	12
4	M3_0	3	M3	2	2	129	90
4	M3_0	3	M3	3	3	186	15
4	M3_0	3	M3	4	4	200	0
4	M3_0	3	M3	5	5	219	0
4	M3_0	3	M3	6	6	195	0
4	M3_0	3	M3	7	7	218	1
4	M3_0	3	M3	8	8	185	1
4	M3_0	3	M3	9	9	108	93
4	M3_0	3	M3	10	10	95	94
4	M3_0	3	M3	11	11	203	13
4	M3_0	3	M3	12	12	195	1
4	M3_0	3	M3	13	13	196	0
4	M3_0	3	M3	14	14	113	83
4	M3_0	3	M3	15	15	205	0
4	M3_0	3	M3	16	16	193	12
4	M3_0	3	M3	17	17	205	0
4	M3_0	3	M3	18	18	199	1
4	M3_0	3	M3	19	19	175	19
4	M3_0	3	M3	20	20	213	0
4	M3_0	3	M3	21	21	110	87
4	M3_0	3	M3	22	22	205	1
4	M3_0	3	M3	23	23	113	90
4	M3_0	3	M3	24	24	216	0
4	M3_0	3	M3	25	25	198	0
4	M3_0	3	M3	26	26	196	17
4	M3_0	3	M3	27	27	178	8
4	M3_0	3	M3	28	28	197	0
4	M3_0	3	M3	29	29	206	0
4	M3_0	3	M3	30	30	103	85
