6 #anatomical sites
7 #samples
30 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	109	96
0	P_0	0	P	1	1	116	70
0	P_0	0	P	2	2	205	0
0	P_0	0	P	3	6	202	1
0	P_0	0	P	4	7	203	0
0	P_0	0	P	5	8	223	0
0	P_0	0	P	6	9	213	1
0	P_0	0	P	7	10	182	1
0	P_0	0	P	8	11	231	1
0	P_0	0	P	9	12	197	0
0	P_0	0	P	10	13	207	0
0	P_0	0	P	11	14	201	0
0	P_0	0	P	12	15	189	0
0	P_0	0	P	13	16	209	0
0	P_0	0	P	14	17	195	0
0	P_0	0	P	15	19	221	0
0	P_0	0	P	16	23	194	0
0	P_0	0	P	17	25	190	0
0	P_0	0	P	18	27	203	0
0	P_0	0	P	19	31	225	0
0	P_0	0	P	20	32	192	1
0	P_0	0	P	21	33	214	1
0	P_0	0	P	22	34	209	0
0	P_0	0	P	23	36	178	0
0	P_0	0	P	24	37	200	0
0	P_0	0	P	25	38	211	1
0	P_0	0	P	26	39	208	0
0	P_0	0	P	27	40	216	1
0	P_0	0	P	28	42	222	0
0	P_0	0	P	29	48	184	1
1	P_1	0	P	0	0	92	79
1	P_1	0	P	1	1	211	0
1	P_1	0	P	2	2	210	0
1	P_1	0	P	3	6	190	0
1	P_1	0	P	4	7	210	0
1	P_1	0	P	5	8	200	1
1	P_1	0	P	6	9	195	0
1	P_1	0	P	7	10	207	0
1	P_1	0	P	8	11	226	0
1	P_1	0	P	9	12	171	0
1	P_1	0	P	10	13	207	1
1	P_1	0	P	11	14	189	0
1	P_1	0	P	12	15	198	0
1	P_1	0	P	13	16	173	0
1	P_1	0	P	14	17	215	1
1	P_1	0	P	15	19	212	0
1	P_1	0	P	16	23	182	0
1	P_1	0	P	17	25	207	0
1	P_1	0	P	18	27	189	1
1	P_1	0	P	19	31	181	0
1	P_1	0	P	20	32	217	1
1	P_1	0	P	21	33	229	0
1	P_1	0	P	22	34	202	0
1	P_1	0	P	23	36	202	0
1	P_1	0	P	24	37	204	0
1	P_1	0	P	25	38	188	1
1	P_1	0	P	26	39	204	1
1	P_1	0	P	27	40	186	0
1	P_1	0	P	28	42	194	0
1	P_1	0	P	29	48	185	0
2	M1_0	1	M1	0	0	94	112
2	M1_0	1	M1	1	1	196	0
2	M1_0	1	M1	2	2	172	41
2	M1_0	1	M1	3	6	162	48
2	M1_0	1	M1	4	7	154	50
2	M1_0	1	M1	5	8	197	0
2	M1_0	1	M1	6	9	175	51
2	M1_0	1	M1	7	10	170	44
2	M1_0	1	M1	8	11	211	0
2	M1_0	1	M1	9	12	194	0
2	M1_0	1	M1	10	13	208	0
2	M1_0	1	M1	11	14	164	61
2	M1_0	1	M1	12	15	155	40
2	M1_0	1	M1	13	16	213	0
2	M1_0	1	M1	14	17	188	0
2	M1_0	1	M1	15	19	225	0
2	M1_0	1	M1	16	23	177	0
2	M1_0	1	M1	17	25	179	0
2	M1_0	1	M1	18	27	203	0
2	M1_0	1	M1	19	31	209	0
2	M1_0	1	M1	20	32	212	1
2	M1_0	1	M1	21	33	187	1
2	M1_0	1	M1	22	34	207	0
2	M1_0	1	M1	23	36	219	1
2	M1_0	1	M1	24	37	200	0
2	M1_0	1	M1	25	38	199	0
2	M1_0	1	M1	26	39	185	0
2	M1_0	1	M1	27	40	205	0
2	M1_0	1	M1	28	42	208	0
2	M1_0	1	M1	29	48	197	0
3	M2_0	2	M2	0	0	101	121
3	M2_0	2	M2	1	1	196	0
3	M2_0	2	M2	2	2	231	1
3	M2_0	2	M2	3	6	194	0
3	M2_0	2	M2	4	7	181	0
3	M2_0	2	M2	5	8	108	90
3	M2_0	2	M2	6	9	201	1
3	M2_0	2	M2	7	10	191	0
3	M2_0	2	M2	8	11	209	0
3	M2_0	2	M2	9	12	195	0
3	M2_0	2	M2	10	13	108	104
3	M2_0	2	M2	11	14	202	1
3	M2_0	2	M2	12	15	204	2
3	M2_0	2	M2	13	16	205	0
3	M2_0	2	M2	14	17	98	102
3	M2_0	2	M2	15	19	180	0
3	M2_0	2	M2	16	23	198	0
3	M2_0	2	M2	17	25	203	0
3	M2_0	2	M2	18	27	100	92
3	M2_0	2	M2	19	31	93	97
3	M2_0	2	M2	20	32	201	0
3	M2_0	2	M2	21	33	87	76
3	M2_0	2	M2	22	34	186	0
3	M2_0	2	M2	23	36	192	0
3	M2_0	2	M2	24	37	175	0
3	M2_0	2	M2	25	38	209	0
3	M2_0	2	M2	26	39	192	1
3	M2_0	2	M2	27	40	105	78
3	M2_0	2	M2	28	42	198	1
3	M2_0	2	M2	29	48	202	0
4	M3_0	3	M3	0	0	101	82
4	M3_0	3	M3	1	1	185	0
4	M3_0	3	M3	2	2	95	80
4	M3_0	3	M3	3	6	208	0
4	M3_0	3	M3	4	7	214	0
4	M3_0	3	M3	5	8	210	0
4	M3_0	3	M3	6	9	174	0
4	M3_0	3	M3	7	10	208	1
4	M3_0	3	M3	8	11	105	114
4	M3_0	3	M3	9	12	94	101
4	M3_0	3	M3	10	13	183	0
4	M3_0	3	M3	11	14	214	0
4	M3_0	3	M3	12	15	173	0
4	M3_0	3	M3	13	16	107	111
4	M3_0	3	M3	14	17	185	1
4	M3_0	3	M3	15	19	206	0
4	M3_0	3	M3	16	23	194	0
4	M3_0	3	M3	17	25	200	1
4	M3_0	3	M3	18	27	204	0
4	M3_0	3	M3	19	31	206	0
4	M3_0	3	M3	20	32	217	1
4	M3_0	3	M3	21	33	192	0
4	M3_0	3	M3	22	34	102	91
4	M3_0	3	M3	23	36	201	1
4	M3_0	3	M3	24	37	185	0
4	M3_0	3	M3	25	38	121	67
4	M3_0	3	M3	26	39	185	0
4	M3_0	3	M3	27	40	198	0
4	M3_0	3	M3	28	42	176	14
4	M3_0	3	M3	29	48	190	12
5	M4_0	4	M4	0	0	108	84
5	M4_0	4	M4	1	1	202	0
5	M4_0	4	M4	2	2	105	95
5	M4_0	4	M4	3	6	96	99
5	M4_0	4	M4	4	7	198	0
5	M4_0	4	M4	5	8	216	0
5	M4_0	4	M4	6	9	92	84
5	M4_0	4	M4	7	10	133	132
5	M4_0	4	M4	8	11	209	0
5	M4_0	4	M4	9	12	203	0
5	M4_0	4	M4	10	13	211	0
5	M4_0	4	M4	11	14	202	0
5	M4_0	4	M4	12	15	118	97
5	M4_0	4	M4	13	16	203	2
5	M4_0	4	M4	14	17	203	1
5	M4_0	4	M4	15	19	194	0
5	M4_0	4	M4	16	23	98	114
5	M4_0	4	M4	17	25	73	108
5	M4_0	4	M4	18	27	219	0
5	M4_0	4	M4	19	31	187	1
5	M4_0	4	M4	20	32	206	0
5	M4_0	4	M4	21	33	184	0
5	M4_0	4	M4	22	34	208	1
5	M4_0	4	M4	23	36	128	86
5	M4_0	4	M4	24	37	205	0
5	M4_0	4	M4	25	38	178	0
5	M4_0	4	M4	26	39	167	17
5	M4_0	4	M4	27	40	207	0
5	M4_0	4	M4	28	42	226	0
5	M4_0	4	M4	29	48	213	0
6	M5_0	5	M5	0	0	99	109
6	M5_0	5	M5	1	1	187	0
6	M5_0	5	M5	2	2	104	104
6	M5_0	5	M5	3	6	108	96
