5 #anatomical sites
6 #samples
36 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	107	103
0	P_0	0	P	1	1	95	100
0	P_0	0	P	2	2	142	59
0	P_0	0	P	3	3	127	63
0	P_0	0	P	4	4	128	70
0	P_0	0	P	5	5	133	64
0	P_0	0	P	6	6	121	59
0	P_0	0	P	7	7	139	61
0	P_0	0	P	8	8	119	72
0	P_0	0	P	9	9	124	53
0	P_0	0	P	10	10	143	59
0	P_0	0	P	11	11	119	64
0	P_0	0	P	12	12	185	0
0	P_0	0	P	13	13	142	54
0	P_0	0	P	14	14	205	1
0	P_0	0	P	15	15	224	0
0	P_0	0	P	16	16	169	33
0	P_0	0	P	17	17	199	0
0	P_0	0	P	18	18	188	0
0	P_0	0	P	19	19	195	1
0	P_0	0	P	20	20	199	0
0	P_0	0	P	21	21	166	0
0	P_0	0	P	22	22	186	0
0	P_0	0	P	23	23	219	0
0	P_0	0	P	24	24	207	0
0	P_0	0	P	25	25	181	0
0	P_0	0	P	26	26	213	0
0	P_0	0	P	27	28	203	0
0	P_0	0	P	28	29	207	0
0	P_0	0	P	29	30	229	0
0	P_0	0	P	30	32	171	26
0	P_0	0	P	31	33	211	0
0	P_0	0	P	32	34	164	28
0	P_0	0	P	33	35	176	0
0	P_0	0	P	34	38	194	0
0	P_0	0	P	35	42	224	0
1	P_1	0	P	0	0	100	101
1	P_1	0	P	1	1	92	107
1	P_1	0	P	2	2	109	98
1	P_1	0	P	3	3	86	91
1	P_1	0	P	4	4	89	99
1	P_1	0	P	5	5	96	92
1	P_1	0	P	6	6	115	76
1	P_1	0	P	7	7	102	88
1	P_1	0	P	8	8	97	88
1	P_1	0	P	9	9	101	96
1	P_1	0	P	10	10	110	114
1	P_1	0	P	11	11	102	104
1	P_1	0	P	12	12	183	30
1	P_1	0	P	13	13	120	102
1	P_1	0	P	14	14	219	2
1	P_1	0	P	15	15	211	0
1	P_1	0	P	16	16	147	43
1	P_1	0	P	17	17	200	1
1	P_1	0	P	18	18	160	0
1	P_1	0	P	19	19	202	0
1	P_1	0	P	20	20	182	0
1	P_1	0	P	21	21	175	28
1	P_1	0	P	22	22	148	17
1	P_1	0	P	23	23	207	0
1	P_1	0	P	24	24	185	0
1	P_1	0	P	25	25	163	28
1	P_1	0	P	26	26	159	22
1	P_1	0	P	27	28	201	24
1	P_1	0	P	28	29	224	0
1	P_1	0	P	29	30	202	0
1	P_1	0	P	30	32	147	67
1	P_1	0	P	31	33	231	0
1	P_1	0	P	32	34	141	51
1	P_1	0	P	33	35	198	0
1	P_1	0	P	34	38	172	0
1	P_1	0	P	35	42	186	0
2	M1_0	1	M1	0	0	108	102
2	M1_0	1	M1	1	1	101	114
2	M1_0	1	M1	2	2	109	95
2	M1_0	1	M1	3	3	115	95
2	M1_0	1	M1	4	4	85	93
2	M1_0	1	M1	5	5	101	101
2	M1_0	1	M1	6	6	92	112
2	M1_0	1	M1	7	7	94	98
2	M1_0	1	M1	8	8	105	97
2	M1_0	1	M1	9	9	98	111
2	M1_0	1	M1	10	10	110	101
2	M1_0	1	M1	11	11	89	91
2	M1_0	1	M1	12	12	104	104
2	M1_0	1	M1	13	13	224	0
2	M1_0	1	M1	14	14	197	0
2	M1_0	1	M1	15	15	167	0
2	M1_0	1	M1	16	16	212	1
2	M1_0	1	M1	17	17	225	0
2	M1_0	1	M1	18	18	107	108
2	M1_0	1	M1	19	19	86	89
2	M1_0	1	M1	20	20	232	1
2	M1_0	1	M1	21	21	220	1
2	M1_0	1	M1	22	22	226	0
2	M1_0	1	M1	23	23	100	103
2	M1_0	1	M1	24	24	182	0
2	M1_0	1	M1	25	25	202	0
2	M1_0	1	M1	26	26	183	1
2	M1_0	1	M1	27	28	204	0
2	M1_0	1	M1	28	29	105	112
2	M1_0	1	M1	29	30	186	0
2	M1_0	1	M1	30	32	195	1
2	M1_0	1	M1	31	33	187	0
2	M1_0	1	M1	32	34	199	0
2	M1_0	1	M1	33	35	125	49
2	M1_0	1	M1	34	38	198	0
2	M1_0	1	M1	35	42	202	0
3	M2_0	2	M2	0	0	104	86
3	M2_0	2	M2	1	1	92	105
3	M2_0	2	M2	2	2	114	112
3	M2_0	2	M2	3	3	95	106
3	M2_0	2	M2	4	4	102	95
3	M2_0	2	M2	5	5	112	95
3	M2_0	2	M2	6	6	104	102
3	M2_0	2	M2	7	7	96	83
3	M2_0	2	M2	8	8	93	95
3	M2_0	2	M2	9	9	103	105
3	M2_0	2	M2	10	10	108	103
3	M2_0	2	M2	11	11	81	114
3	M2_0	2	M2	12	12	100	98
3	M2_0	2	M2	13	13	198	0
3	M2_0	2	M2	14	14	212	0
3	M2_0	2	M2	15	15	196	1
3	M2_0	2	M2	16	16	218	0
