6 #anatomical sites
7 #samples
42 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	97	111
0	P_0	0	P	1	2	201	0
0	P_0	0	P	2	3	185	24
0	P_0	0	P	3	4	195	20
0	P_0	0	P	4	5	184	16
0	P_0	0	P	5	6	176	38
0	P_0	0	P	6	8	206	0
0	P_0	0	P	7	9	194	0
0	P_0	0	P	8	10	237	1
0	P_0	0	P	9	11	181	0
0	P_0	0	P	10	13	189	0
0	P_0	0	P	11	15	187	0
0	P_0	0	P	12	16	202	0
0	P_0	0	P	13	17	203	0
0	P_0	0	P	14	18	195	0
0	P_0	0	P	15	19	176	0
0	P_0	0	P	16	20	181	0
0	P_0	0	P	17	21	213	0
0	P_0	0	P	18	22	215	0
0	P_0	0	P	19	24	221	0
0	P_0	0	P	20	25	214	0
0	P_0	0	P	21	26	214	1
0	P_0	0	P	22	27	195	0
0	P_0	0	P	23	28	187	1
0	P_0	0	P	24	29	200	0
0	P_0	0	P	25	30	184	0
0	P_0	0	P	26	31	198	0
0	P_0	0	P	27	32	225	0
0	P_0	0	P	28	33	200	0
0	P_0	0	P	29	35	203	0
0	P_0	0	P	30	37	190	0
0	P_0	0	P	31	38	193	0
0	P_0	0	P	32	41	200	0
0	P_0	0	P	33	43	190	0
0	P_0	0	P	34	45	199	1
0	P_0	0	P	35	47	187	0
0	P_0	0	P	36	49	203	0
0	P_0	0	P	37	50	202	1
0	P_0	0	P	38	51	187	0
0	P_0	0	P	39	53	204	0
0	P_0	0	P	40	55	211	0
0	P_0	0	P	41	57	184	1
1	P_1	0	P	0	0	111	93
1	P_1	0	P	1	2	184	36
1	P_1	0	P	2	3	213	0
1	P_1	0	P	3	4	167	38
1	P_1	0	P	4	5	176	1
1	P_1	0	P	5	6	184	30
1	P_1	0	P	6	8	178	0
1	P_1	0	P	7	9	162	13
1	P_1	0	P	8	10	182	0
1	P_1	0	P	9	11	184	1
1	P_1	0	P	10	13	187	0
1	P_1	0	P	11	15	191	0
1	P_1	0	P	12	16	184	0
1	P_1	0	P	13	17	228	0
1	P_1	0	P	14	18	210	0
1	P_1	0	P	15	19	207	0
1	P_1	0	P	16	20	218	0
1	P_1	0	P	17	21	194	0
1	P_1	0	P	18	22	194	0
1	P_1	0	P	19	24	183	0
1	P_1	0	P	20	25	202	0
1	P_1	0	P	21	26	216	0
1	P_1	0	P	22	27	195	0
1	P_1	0	P	23	28	216	0
1	P_1	0	P	24	29	222	1
1	P_1	0	P	25	30	189	0
1	P_1	0	P	26	31	195	1
1	P_1	0	P	27	32	203	2
1	P_1	0	P	28	33	221	0
1	P_1	0	P	29	35	192	1
1	P_1	0	P	30	37	191	0
1	P_1	0	P	31	38	191	0
1	P_1	0	P	32	41	200	0
1	P_1	0	P	33	43	206	0
1	P_1	0	P	34	45	203	1
1	P_1	0	P	35	47	184	0
1	P_1	0	P	36	49	192	0
1	P_1	0	P	37	50	195	0
1	P_1	0	P	38	51	194	0
1	P_1	0	P	39	53	222	0
1	P_1	0	P	40	55	211	0
1	P_1	0	P	41	57	193	0
2	M1_0	1	M1	0	0	86	100
2	M1_0	1	M1	1	2	197	0
2	M1_0	1	M1	2	3	155	44
2	M1_0	1	M1	3	4	232	0
2	M1_0	1	M1	4	5	145	57
2	M1_0	1	M1	5	6	191	0
2	M1_0	1	M1	6	8	139	61
2	M1_0	1	M1	7	9	193	0
2	M1_0	1	M1	8	10	205	0
2	M1_0	1	M1	9	11	164	37
2	M1_0	1	M1	10	13	199	0
2	M1_0	1	M1	11	15	200	0
2	M1_0	1	M1	12	16	165	45
2	M1_0	1	M1	13	17	215	0
2	M1_0	1	M1	14	18	218	0
2	M1_0	1	M1	15	19	148	59
2	M1_0	1	M1	16	20	199	0
2	M1_0	1	M1	17	21	139	43
2	M1_0	1	M1	18	22	184	0
2	M1_0	1	M1	19	24	183	32
2	M1_0	1	M1	20	25	125	58
2	M1_0	1	M1	21	26	213	0
2	M1_0	1	M1	22	27	155	39
2	M1_0	1	M1	23	28	160	47
2	M1_0	1	M1	24	29	184	0
2	M1_0	1	M1	25	30	153	41
2	M1_0	1	M1	26	31	138	65
2	M1_0	1	M1	27	32	199	0
2	M1_0	1	M1	28	33	220	0
2	M1_0	1	M1	29	35	146	65
2	M1_0	1	M1	30	37	180	35
2	M1_0	1	M1	31	38	211	1
2	M1_0	1	M1	32	41	198	0
2	M1_0	1	M1	33	43	207	1
2	M1_0	1	M1	34	45	188	1
2	M1_0	1	M1	35	47	191	0
2	M1_0	1	M1	36	49	222	0
2	M1_0	1	M1	37	50	201	0
2	M1_0	1	M1	38	51	182	0
2	M1_0	1	M1	39	53	190	0
2	M1_0	1	M1	40	55	213	0
2	M1_0	1	M1	41	57	171	0
3	M2_0	2	M2	0	0	112	99
3	M2_0	2	M2	1	2	181	0
3	M2_0	2	M2	2	3	210	1
3	M2_0	2	M2	3	4	235	0
3	M2_0	2	M2	4	5	212	0
3	M2_0	2	M2	5	6	201	0
3	M2_0	2	M2	6	8	206	0
3	M2_0	2	M2	7	9	188	0
3	M2_0	2	M2	8	10	188	0
3	M2_0	2	M2	9	11	204	0
3	M2_0	2	M2	10	13	89	119
3	M2_0	2	M2	11	15	105	93
3	M2_0	2	M2	12	16	212	0
3	M2_0	2	M2	13	17	96	99
3	M2_0	2	M2	14	18	91	92
3	M2_0	2	M2	15	19	189	0
3	M2_0	2	M2	16	20	177	0
3	M2_0	2	M2	17	21	192	1
3	M2_0	2	M2	18	22	195	1
3	M2_0	2	M2	19	24	216	0
3	M2_0	2	M2	20	25	193	3
3	M2_0	2	M2	21	26	88	87
3	M2_0	2	M2	22	27	191	0
3	M2_0	2	M2	23	28	197	1
3	M2_0	2	M2	24	29	99	103
3	M2_0	2	M2	25	30	205	0
3	M2_0	2	M2	26	31	198	0
3	M2_0	2	M2	27	32	99	96
3	M2_0	2	M2	28	33	95	87
3	M2_0	2	M2	29	35	209	0
3	M2_0	2	M2	30	37	217	0
3	M2_0	2	M2	31	38	199	0
3	M2_0	2	M2	32	41	151	32
3	M2_0	2	M2	33	43	203	1
3	M2_0	2	M2	34	45	200	0
3	M2_0	2	M2	35	47	185	0
3	M2_0	2	M2	36	49	200	0
3	M2_0	2	M2	37	50	216	0
3	M2_0	2	M2	38	51	203	0
3	M2_0	2	M2	39	53	204	0
3	M2_0	2	M2	40	55	202	0
3	M2_0	2	M2	41	57	196	0
4	M3_0	3	M3	0	0	86	93
4	M3_0	3	M3	1	2	200	0
4	M3_0	3	M3	2	3	200	0
4	M3_0	3	M3	3	4	212	0
4	M3_0	3	M3	4	5	205	1
4	M3_0	3	M3	5	6	197	0
4	M3_0	3	M3	6	8	192	0
4	M3_0	3	M3	7	9	222	0
4	M3_0	3	M3	8	10	98	90
4	M3_0	3	M3	9	11	215	0
4	M3_0	3	M3	10	13	229	0
4	M3_0	3	M3	11	15	192	0
4	M3_0	3	M3	12	16	179	0
4	M3_0	3	M3	13	17	223	2
4	M3_0	3	M3	14	18	192	1
4	M3_0	3	M3	15	19	208	0
4	M3_0	3	M3	16	20	96	119
4	M3_0	3	M3	17	21	184	0
4	M3_0	3	M3	18	22	98	81
4	M3_0	3	M3	19	24	207	0
4	M3_0	3	M3	20	25	167	0
4	M3_0	3	M3	21	26	188	0
4	M3_0	3	M3	22	27	228	0
4	M3_0	3	M3	23	28	202	0
4	M3_0	3	M3	24	29	197	0
4	M3_0	3	M3	25	30	231	0
4	M3_0	3	M3	26	31	207	0
4	M3_0	3	M3	27	32	193	0
4	M3_0	3	M3	28	33	199	0
4	M3_0	3	M3	29	35	193	0
4	M3_0	3	M3	30	37	206	0
4	M3_0	3	M3	31	38	214	0
4	M3_0	3	M3	32	41	204	1
4	M3_0	3	M3	33	43	221	1
4	M3_0	3	M3	34	45	212	0
4	M3_0	3	M3	35	47	210	0
4	M3_0	3	M3	36	49	198	0
4	M3_0	3	M3	37	50	205	0
4	M3_0	3	M3	38	51	194	0
4	M3_0	3	M3	39	53	198	0
4	M3_0	3	M3	40	55	209	0
