5 #anatomical sites
6 #samples
37 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	111	105
0	P_0	0	P	1	1	100	86
0	P_0	0	P	2	2	108	103
0	P_0	0	P	3	3	173	17
0	P_0	0	P	4	4	232	0
0	P_0	0	P	5	5	225	0
0	P_0	0	P	6	6	199	0
0	P_0	0	P	7	7	181	0
0	P_0	0	P	8	8	201	0
0	P_0	0	P	9	9	204	0
0	P_0	0	P	10	10	218	0
0	P_0	0	P	11	11	197	0
0	P_0	0	P	12	12	223	0
0	P_0	0	P	13	13	199	0
0	P_0	0	P	14	14	242	1
0	P_0	0	P	15	15	187	0
0	P_0	0	P	16	16	182	0
0	P_0	0	P	17	17	187	0
0	P_0	0	P	18	18	198	2
0	P_0	0	P	19	19	201	0
0	P_0	0	P	20	20	184	1
0	P_0	0	P	21	21	167	0
0	P_0	0	P	22	22	185	1
0	P_0	0	P	23	23	220	0
0	P_0	0	P	24	24	169	0
0	P_0	0	P	25	25	196	0
0	P_0	0	P	26	26	183	0
0	P_0	0	P	27	27	195	0
0	P_0	0	P	28	28	194	0
0	P_0	0	P	29	30	206	1
0	P_0	0	P	30	31	211	0
0	P_0	0	P	31	32	184	0
0	P_0	0	P	32	33	238	2
0	P_0	0	P	33	34	176	0
0	P_0	0	P	34	35	188	0
0	P_0	0	P	35	37	189	0
0	P_0	0	P	36	40	202	0
1	P_1	0	P	0	0	110	104
1	P_1	0	P	1	1	102	94
1	P_1	0	P	2	2	106	93
1	P_1	0	P	3	3	191	1
1	P_1	0	P	4	4	175	27
1	P_1	0	P	5	5	186	0
1	P_1	0	P	6	6	196	0
1	P_1	0	P	7	7	189	0
1	P_1	0	P	8	8	213	0
1	P_1	0	P	9	9	220	0
1	P_1	0	P	10	10	209	0
1	P_1	0	P	11	11	203	0
1	P_1	0	P	12	12	172	0
1	P_1	0	P	13	13	198	0
1	P_1	0	P	14	14	226	1
1	P_1	0	P	15	15	188	0
1	P_1	0	P	16	16	203	0
1	P_1	0	P	17	17	224	0
1	P_1	0	P	18	18	208	0
1	P_1	0	P	19	19	218	0
1	P_1	0	P	20	20	178	2
1	P_1	0	P	21	21	185	0
1	P_1	0	P	22	22	189	0
1	P_1	0	P	23	23	212	0
1	P_1	0	P	24	24	211	1
1	P_1	0	P	25	25	201	1
1	P_1	0	P	26	26	205	0
1	P_1	0	P	27	27	200	1
1	P_1	0	P	28	28	210	0
1	P_1	0	P	29	30	225	1
1	P_1	0	P	30	31	214	0
1	P_1	0	P	31	32	187	0
1	P_1	0	P	32	33	192	1
1	P_1	0	P	33	34	203	1
1	P_1	0	P	34	35	188	0
1	P_1	0	P	35	37	223	0
1	P_1	0	P	36	40	189	0
2	M1_0	1	M1	0	0	111	100
2	M1_0	1	M1	1	1	114	84
2	M1_0	1	M1	2	2	104	95
2	M1_0	1	M1	3	3	217	1
2	M1_0	1	M1	4	4	190	0
2	M1_0	1	M1	5	5	115	108
2	M1_0	1	M1	6	6	203	0
2	M1_0	1	M1	7	7	99	106
2	M1_0	1	M1	8	8	227	0
2	M1_0	1	M1	9	9	201	0
2	M1_0	1	M1	10	10	215	1
2	M1_0	1	M1	11	11	215	1
2	M1_0	1	M1	12	12	160	0
2	M1_0	1	M1	13	13	218	0
2	M1_0	1	M1	14	14	89	86
2	M1_0	1	M1	15	15	198	0
2	M1_0	1	M1	16	16	203	0
2	M1_0	1	M1	17	17	105	80
2	M1_0	1	M1	18	18	151	38
2	M1_0	1	M1	19	19	189	0
2	M1_0	1	M1	20	20	173	24
2	M1_0	1	M1	21	21	169	31
2	M1_0	1	M1	22	22	214	1
2	M1_0	1	M1	23	23	199	1
2	M1_0	1	M1	24	24	167	27
2	M1_0	1	M1	25	25	201	1
2	M1_0	1	M1	26	26	189	0
2	M1_0	1	M1	27	27	155	35
2	M1_0	1	M1	28	28	214	0
2	M1_0	1	M1	29	30	207	0
2	M1_0	1	M1	30	31	201	0
2	M1_0	1	M1	31	32	201	0
2	M1_0	1	M1	32	33	146	31
2	M1_0	1	M1	33	34	192	0
2	M1_0	1	M1	34	35	216	0
2	M1_0	1	M1	35	37	195	14
2	M1_0	1	M1	36	40	207	10
3	M2_0	2	M2	0	0	93	101
3	M2_0	2	M2	1	1	106	92
3	M2_0	2	M2	2	2	88	76
3	M2_0	2	M2	3	3	182	0
3	M2_0	2	M2	4	4	198	1
3	M2_0	2	M2	5	5	177	0
3	M2_0	2	M2	6	6	201	1
3	M2_0	2	M2	7	7	192	0
3	M2_0	2	M2	8	8	199	0
3	M2_0	2	M2	9	9	208	0
3	M2_0	2	M2	10	10	108	82
3	M2_0	2	M2	11	11	108	131
3	M2_0	2	M2	12	12	197	1
3	M2_0	2	M2	13	13	191	1
3	M2_0	2	M2	14	14	176	0
3	M2_0	2	M2	15	15	199	0
3	M2_0	2	M2	16	16	205	0
3	M2_0	2	M2	17	17	178	0
3	M2_0	2	M2	18	18	195	0
3	M2_0	2	M2	19	19	195	0
3	M2_0	2	M2	20	20	212	1
