5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0;1	0.9268826521203287	1	168	211
0	P	0	P	1	9;11;12;15;17;19;22;23;25;32;33	0.9240086928869036	1	1132	1133
0	P	0	P	2	42;49;63	0.16544909256690757	0.36075000518064726	533	77
0	P	0	P	3	56;61;67;73	0.6507888888746832	0.892699585092241	523	327
0	P	0	P	4	76	0.27695259079530754	0.7335430084944257	136	43
0	P	0	P	5	18;27;28;30;34;35;41;46;50	0.0	0.005662513247440185	1763	0
0	P	0	P	6	38;39	0.0	0.02277898391144262	436	0
0	P	0	P	7	26	0.0	0.043667702253695956	226	0
0	P	0	P	8	31	0.0	0.04901901307130063	201	0
0	P	0	P	9	29	0.0	0.051281369987653216	192	0
0	P	0	P	10	47	0.0	0.051545699831482585	191	0
0	P	0	P	11	66	0.0	0.05263084223860741	187	0
0	P	0	P	12	70	0.0	0.048308609540179806	204	0
0	P	0	P	13	71	0.0	0.05263084223860741	187	0
0	P	0	P	14	36;43;52;59;69	0.0	0.009900985236433874	1007	0
0	P	0	P	15	72	0.0	0.049260480109571674	200	0
0	P	0	P	16	51;53;55;57;68	0.0	0.009615380161841403	1037	0
0	P	0	P	17	45	0.0	0.05494421636451348	179	0
0	P	0	P	18	62	0.0	0.05076076063477424	194	0
0	P	0	P	19	54;64	0.0	0.02680955460748006	370	0
0	P	0	P	20	5;7;13;20;21;24	0.0	0.008244020277158856	1210	0
0	P	0	P	21	2;4;6	0.0	0.01672238456716342	595	0
0	P	0	P	22	3;8;10;14	0.0	0.012077285856638826	825	0
1	M1	1	M1	0	0;1	0.8109623187577418	1	198	195
1	M1	1	M1	1	9;11;12;15;17;19;22;23;25;32;33	0.0	0.0043668118103555665	2287	0
1	M1	1	M1	2	42;49;63	0.0	0.016583725046821346	600	0
1	M1	1	M1	3	56;61;67;73	0.0	0.013140593092623599	758	0
