treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.1	1	Lowest SCE tree	-43.1645225240774	1	Highest edge probability tree
2	0.105555555555556	2	Alternative tree	-54.2548774130365	95	Alternative tree
3	0.105555555555556	2	Alternative tree	-53.5617302324765	84	Alternative tree
4	0.105555555555556	2	Alternative tree	-142.801824544586	728	Alternative tree
5	0.194444444444444	25	Alternative tree	-47.3308769238876	9	Alternative tree
6	0.105555555555556	2	Alternative tree	-45.9420921239509	3	Alternative tree
7	0.105555555555556	2	Alternative tree	-85.1407151013613	723	Alternative tree
8	0.105555555555556	2	Alternative tree	-85.1407151013613	723	Alternative tree
9	0.133333333333333	9	Alternative tree	-80.9481482972332	719	Alternative tree
10	0.172222222222222	18	Alternative tree	-80.9481482972332	719	Alternative tree
11	0.161111111111111	16	Alternative tree	-46.1459248063587	4	Alternative tree
12	0.105555555555556	2	Alternative tree	-71.4351121186079	637	Alternative tree
13	0.105555555555556	2	Alternative tree	-45.9261071967001	2	Alternative tree
14	0.138888888888889	11	Alternative tree	-66.331933841034	483	Alternative tree
15	0.105555555555556	2	Alternative tree	-66.331933841034	483	Alternative tree
16	0.105555555555556	2	Alternative tree	-66.331933841034	483	Alternative tree
17	0.105555555555556	2	Alternative tree	-46.2467054001457	5	Alternative tree
18	0.105555555555556	2	Alternative tree	-46.4303318418516	6	Alternative tree
19	0.116666666666667	4	Alternative tree	-55.6279994307758	113	Alternative tree
20	0.105555555555556	2	Alternative tree	-46.6152423709057	7	Alternative tree
21	0.227777777777778	33	Alternative tree	-46.6302584268771	8	Alternative tree
22	0.205882352941176	26	Alternative tree	-50.1084465237611	32	Alternative tree
23	0.205882352941176	26	Alternative tree	-89.3070695011715	726	Alternative tree
24	0.205882352941176	26	Alternative tree	-89.3070695011715	726	Alternative tree
25	0.235294117647059	36	Alternative tree	-85.1145026970434	722	Alternative tree
26	0.276470588235294	44	Alternative tree	-85.1145026970434	722	Alternative tree
27	0.264705882352941	42	Alternative tree	-50.312279206169	33	Alternative tree
28	0.205882352941176	26	Alternative tree	-75.6014665184182	710	Alternative tree
29	0.205882352941176	26	Alternative tree	-50.0924615965104	31	Alternative tree
30	0.241176470588235	37	Alternative tree	-70.4982882408443	620	Alternative tree
31	0.205882352941176	26	Alternative tree	-70.4982882408443	620	Alternative tree
32	0.205882352941176	26	Alternative tree	-70.4982882408443	620	Alternative tree
33	0.205882352941176	26	Alternative tree	-50.413059799956	34	Alternative tree
34	0.205882352941176	26	Alternative tree	-50.5966862416619	35	Alternative tree
35	0.217647058823529	30	Alternative tree	-59.794353830586	238	Alternative tree
36	0.205882352941176	26	Alternative tree	-50.781596770716	36	Alternative tree
37	0.335294117647059	54	Alternative tree	-50.7966128266874	37	Alternative tree
38	0.205882352941176	26	Alternative tree	-58.4212318128468	189	Alternative tree
39	0.205882352941176	26	Alternative tree	-57.7280846322868	181	Alternative tree
40	0.111764705882353	3	Alternative tree	-87.9182847012348	725	Alternative tree
41	0.111764705882353	3	Alternative tree	-87.9182847012348	725	Alternative tree
42	0.141176470588235	13	Alternative tree	-83.7257178971067	721	Alternative tree
43	0.182352941176471	20	Alternative tree	-83.7257178971067	721	Alternative tree
44	0.170588235294118	17	Alternative tree	-48.9234944062323	12	Alternative tree
45	0.111764705882353	3	Alternative tree	-74.2126817184815	678	Alternative tree
46	0.111764705882353	3	Alternative tree	-48.7036767965736	10	Alternative tree
47	0.147058823529412	14	Alternative tree	-69.1095034409075	613	Alternative tree
48	0.111764705882353	3	Alternative tree	-69.1095034409075	613	Alternative tree
49	0.111764705882353	3	Alternative tree	-69.1095034409075	613	Alternative tree
50	0.111764705882353	3	Alternative tree	-49.0242750000192	14	Alternative tree
51	0.111764705882353	3	Alternative tree	-49.2079014417252	16	Alternative tree
52	0.105555555555556	2	Alternative tree	-58.4055690306493	187	Alternative tree
53	0.182352941176471	20	Alternative tree	-49.3928119707792	20	Alternative tree
54	0.241176470588235	37	Alternative tree	-49.4078280267506	21	Alternative tree
55	0.111764705882353	3	Alternative tree	-57.03244701291	169	Alternative tree
56	0.111764705882353	3	Alternative tree	-56.3392998323501	139	Alternative tree
57	0.170588235294118	17	Alternative tree	-74.4165144008893	684	Alternative tree
58	0.170588235294118	17	Alternative tree	-48.9075094789815	11	Alternative tree
59	0.161111111111111	16	Alternative tree	-69.3133361233154	615	Alternative tree
60	0.170588235294118	17	Alternative tree	-69.3133361233154	615	Alternative tree
61	0.170588235294118	17	Alternative tree	-69.3133361233154	615	Alternative tree
62	0.264705882352941	42	Alternative tree	-49.2281076824271	17	Alternative tree
63	0.170588235294118	17	Alternative tree	-49.411734124133	22	Alternative tree
64	0.182352941176471	21	Alternative tree	-58.6094017130572	193	Alternative tree
65	0.170588235294118	17	Alternative tree	-49.5966446531871	24	Alternative tree
66	0.227777777777778	33	Alternative tree	-49.6116607091585	25	Alternative tree
67	0.170588235294118	17	Alternative tree	-57.2362796953179	174	Alternative tree
68	0.170588235294118	17	Alternative tree	-56.5431325147579	148	Alternative tree
69	0.147058823529412	14	Alternative tree	-69.0935185136568	612	Alternative tree
70	0.111764705882353	3	Alternative tree	-69.0935185136568	612	Alternative tree
71	0.111764705882353	3	Alternative tree	-69.0935185136568	612	Alternative tree
72	0.111764705882353	3	Alternative tree	-49.0082900727685	13	Alternative tree
73	0.111764705882353	3	Alternative tree	-49.1919165144744	15	Alternative tree
74	0.123529411764706	6	Alternative tree	-58.3895841033985	185	Alternative tree
75	0.111764705882353	3	Alternative tree	-49.3768270435285	18	Alternative tree
