treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.57575757575758	3	Alternative tree	-24.6171284052691	1	Highest edge probability tree
2	2.44318181818182	23	Alternative tree	-30.9032149994928	26	Alternative tree
3	2.27272727272727	19	Alternative tree	-26.8485639184112	8	Alternative tree
4	1.58585858585859	4	Alternative tree	-58.4899804420472	70	Alternative tree
5	1.37272727272727	1	Lowest SCE tree	-28.2997800765465	14	Alternative tree
6	2.4949494949495	25	Alternative tree	-44.0491991182554	67	Alternative tree
7	1.85858585858586	8	Alternative tree	-31.2088021372778	28	Alternative tree
8	1.93181818181818	9	Alternative tree	-39.3575430421969	65	Alternative tree
9	2.51136363636364	26	Alternative tree	-25.1548013574072	2	Alternative tree
10	1.77272727272727	7	Alternative tree	-25.6482299468291	4	Alternative tree
11	1.77272727272727	7	Alternative tree	-25.4763796899024	3	Alternative tree
12	2.2	16	Alternative tree	-47.7318507895328	69	Alternative tree
13	1.66666666666667	5	Alternative tree	-43.0401947134744	66	Alternative tree
14	2.18181818181818	15	Alternative tree	-28.8374530286847	17	Alternative tree
15	1.52525252525253	2	Alternative tree	-29.3308816181065	20	Alternative tree
16	1.52525252525253	2	Alternative tree	-29.1590313611798	18	Alternative tree
17	2.12121212121212	14	Alternative tree	-34.5858666707703	53	Alternative tree
18	1.96969696969697	10	Alternative tree	-30.5312155896886	24	Alternative tree
19	2.25	18	Alternative tree	-45.9492167742056	68	Alternative tree
20	2.82954545454546	33	Alternative tree	-31.7464750894159	32	Alternative tree
21	2.09090909090909	13	Alternative tree	-32.2399036788377	38	Alternative tree
22	2.09090909090909	13	Alternative tree	-32.068053421911	36	Alternative tree
23	2.03409090909091	12	Alternative tree	-33.4402376504198	48	Alternative tree
24	2.87012987012987	34	Alternative tree	-26.1859028989672	6	Alternative tree
25	2.87012987012987	34	Alternative tree	-26.0140526420405	5	Alternative tree
26	3.63636363636364	45	Alternative tree	-31.440887951631	30	Alternative tree
27	3.44155844155844	43	Alternative tree	-27.3862368705493	10	Alternative tree
28	2.02597402597403	11	Alternative tree	-26.5074812314623	7	Alternative tree
29	2.79220779220779	31	Alternative tree	-31.9343165410528	35	Alternative tree
30	2.5974025974026	28	Alternative tree	-27.8796654599711	12	Alternative tree
31	2.79220779220779	31	Alternative tree	-31.7624662841261	33	Alternative tree
32	2.5974025974026	28	Alternative tree	-27.7078152030445	11	Alternative tree
33	2.45454545454545	24	Alternative tree	-29.8685545702446	22	Alternative tree
34	2.45454545454545	24	Alternative tree	-29.696704313318	21	Alternative tree
35	3.125	37	Alternative tree	-35.1235396229084	56	Alternative tree
36	2.95454545454545	35	Alternative tree	-31.0688885418268	27	Alternative tree
37	1.71590909090909	6	Alternative tree	-30.1901329027398	23	Alternative tree
38	2.38636363636364	21	Alternative tree	-35.6169682123302	59	Alternative tree
39	2.21590909090909	17	Alternative tree	-31.5623171312486	31	Alternative tree
40	2.38636363636364	21	Alternative tree	-35.4451179554036	58	Alternative tree
41	2.21590909090909	17	Alternative tree	-31.3904668743219	29	Alternative tree
42	3.23376623376623	39	Alternative tree	-32.7775766309758	43	Alternative tree
43	3.23376623376623	39	Alternative tree	-32.6057263740492	42	Alternative tree
44	3.16883116883117	38	Alternative tree	-33.977910602558	50	Alternative tree
45	2.38961038961039	22	Alternative tree	-33.099154963471	46	Alternative tree
46	2.32467532467533	20	Alternative tree	-34.4713391919798	52	Alternative tree
47	2.32467532467533	20	Alternative tree	-34.2994889350531	51	Alternative tree
48	3.34848484848485	41	Alternative tree	-27.0451541836005	9	Alternative tree
49	4.24242424242424	51	Alternative tree	-32.4719894931909	41	Alternative tree
50	4.01515151515151	49	Alternative tree	-28.4173384121093	15	Alternative tree
51	4.24242424242424	51	Alternative tree	-32.3001392362643	39	Alternative tree
52	4.01515151515151	49	Alternative tree	-28.2454881551826	13	Alternative tree
53	3.25757575757576	40	Alternative tree	-32.7935678256861	44	Alternative tree
54	3.03030303030303	36	Alternative tree	-28.7389167446044	16	Alternative tree
55	2.80519480519481	32	Alternative tree	-30.7278058548779	25	Alternative tree
56	3.57142857142857	44	Alternative tree	-36.1546411644684	62	Alternative tree
57	3.37662337662338	42	Alternative tree	-32.0999900833867	37	Alternative tree
58	3.57142857142857	44	Alternative tree	-35.9827909075417	61	Alternative tree
59	3.37662337662338	42	Alternative tree	-31.9281398264601	34	Alternative tree
60	2.72727272727273	30	Alternative tree	-36.4762194969635	63	Alternative tree
61	2.53246753246753	27	Alternative tree	-32.4215684158819	40	Alternative tree
62	3.77272727272727	47	Alternative tree	-33.6368279156091	49	Alternative tree
63	3.6969696969697	46	Alternative tree	-35.0090121441179	55	Alternative tree
64	3.6969696969697	46	Alternative tree	-34.8371618871913	54	Alternative tree
65	2.71212121212121	29	Alternative tree	-35.3305904766131	57	Alternative tree
66	5.09090909090909	54	Alternative tree	-33.3312407778242	47	Alternative tree
67	4.81818181818182	53	Alternative tree	-29.2765896967426	19	Alternative tree
68	4.16666666666667	50	Alternative tree	-37.0138924491017	64	Alternative tree
69	3.93939393939394	48	Alternative tree	-32.95924136802	45	Alternative tree
70	4.43636363636364	52	Alternative tree	-35.8682634287512	60	Alternative tree
