treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.13333333333333	2	Alternative tree	-57.6512787923056	1	Highest edge probability tree
2	1.2	4	Alternative tree	-75.4917435490648	5	Alternative tree
3	1.21428571428571	5	Alternative tree	-79.6235245656678	8	Alternative tree
4	1.21428571428571	5	Alternative tree	-75.1606535393836	4	Alternative tree
5	1.24489795918367	6	Alternative tree	-75.1606535393836	4	Alternative tree
6	1.26530612244898	8	Alternative tree	-80.183409566383	9	Alternative tree
7	1.5	17	Alternative tree	-80.183409566383	9	Alternative tree
8	1.44897959183673	15	Alternative tree	-57.6512787923056	1	Highest edge probability tree
9	1.21428571428571	5	Alternative tree	-67.8356884286108	3	Alternative tree
10	1.51428571428571	18	Alternative tree	-60.0012969385343	2	Alternative tree
11	1.56043956043956	19	Alternative tree	-67.8356884286108	3	Alternative tree
12	1.62244897959184	24	Alternative tree	-60.0012969385343	2	Alternative tree
13	1.59183673469388	21	Alternative tree	-75.4917435490648	5	Alternative tree
14	1.42857142857143	14	Alternative tree	-136.48869543834	16	Alternative tree
15	1.59183673469388	21	Alternative tree	-136.48869543834	16	Alternative tree
16	1.57142857142857	20	Alternative tree	-166.987171382978	18	Alternative tree
17	1.33333333333333	13	Alternative tree	-166.987171382978	18	Alternative tree
18	1.56043956043956	19	Alternative tree	-79.6235245656678	8	Alternative tree
19	1.56043956043956	19	Alternative tree	-75.1606535393836	4	Alternative tree
20	1.59340659340659	22	Alternative tree	-75.1606535393836	4	Alternative tree
21	1.11428571428571	1	Lowest SCE tree	-136.48869543834	16	Alternative tree
22	1.26666666666667	9	Alternative tree	-136.48869543834	16	Alternative tree
23	1.24761904761905	7	Alternative tree	-166.987171382978	18	Alternative tree
24	1.15238095238095	3	Alternative tree	-166.987171382978	18	Alternative tree
25	1.4952380952381	16	Alternative tree	-77.8417616952935	7	Alternative tree
26	1.4952380952381	16	Alternative tree	-138.838713584569	17	Alternative tree
27	1.64761904761905	26	Alternative tree	-138.838713584569	17	Alternative tree
28	1.62244897959184	24	Alternative tree	-81.9735427118964	10	Alternative tree
29	1.62244897959184	24	Alternative tree	-77.5106716856123	6	Alternative tree
30	1.6530612244898	27	Alternative tree	-77.5106716856123	6	Alternative tree
31	1.69047619047619	28	Alternative tree	-85.3450631756888	11	Alternative tree
32	1.56043956043956	19	Alternative tree	-85.3450631756888	11	Alternative tree
33	1.60204081632653	23	Alternative tree	-77.8417616952935	7	Alternative tree
34	1.60204081632653	23	Alternative tree	-138.838713584569	17	Alternative tree
35	1.76530612244898	33	Alternative tree	-138.838713584569	17	Alternative tree
36	1.74725274725275	31	Alternative tree	-81.9735427118964	10	Alternative tree
37	1.74725274725275	31	Alternative tree	-77.5106716856123	6	Alternative tree
38	1.78021978021978	34	Alternative tree	-77.5106716856123	6	Alternative tree
39	1.71428571428571	29	Alternative tree	-97.463989322427	14	Alternative tree
40	1.71428571428571	29	Alternative tree	-93.0011182961428	12	Alternative tree
41	1.74725274725275	31	Alternative tree	-93.0011182961428	12	Alternative tree
42	1.30769230769231	11	Alternative tree	-85.3450631756888	11	Alternative tree
43	1.21428571428571	5	Alternative tree	-85.3450631756888	11	Alternative tree
44	1.28571428571429	10	Alternative tree	-97.463989322427	14	Alternative tree
45	1.28571428571429	10	Alternative tree	-93.0011182961428	12	Alternative tree
46	1.31632653061224	12	Alternative tree	-93.0011182961428	12	Alternative tree
47	1.60204081632653	23	Alternative tree	-99.8140074686557	15	Alternative tree
48	1.60204081632653	23	Alternative tree	-95.3511364423715	13	Alternative tree
49	1.63265306122449	25	Alternative tree	-95.3511364423715	13	Alternative tree
50	1.72527472527473	30	Alternative tree	-99.8140074686557	15	Alternative tree
51	1.72527472527473	30	Alternative tree	-95.3511364423715	13	Alternative tree
52	1.75824175824176	32	Alternative tree	-95.3511364423715	13	Alternative tree
