treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.48	17	Alternative tree	-35.7858194259204	1	Highest edge probability tree
2	0.84	6	Alternative tree	-36.9191062789904	3	Alternative tree
3	1.5	18	Alternative tree	-71.049424672082	202	Alternative tree
4	1.5	18	Alternative tree	-71.049424672082	202	Alternative tree
5	2.3	30	Alternative tree	-36.9544628273135	4	Alternative tree
6	2.6	36	Alternative tree	-38.7245165778328	15	Alternative tree
7	1.68	20	Alternative tree	-54.7616811328982	175	Alternative tree
8	1.48	17	Alternative tree	-50.969195328507	166	Alternative tree
9	2.72	38	Alternative tree	-37.5378812085815	7	Alternative tree
10	1.48	17	Alternative tree	-37.9368681760427	8	Alternative tree
11	1.23333333333333	14	Alternative tree	-63.1090807755236	193	Alternative tree
12	1.76	22	Alternative tree	-38.8507731685163	16	Alternative tree
13	0.76	4	Alternative tree	-36.3524628524554	2	Alternative tree
14	0.84	6	Alternative tree	-37.4857497055254	5	Alternative tree
15	0.6	1	Lowest SCE tree	-71.616068098617	203	Alternative tree
16	0.6	1	Lowest SCE tree	-71.616068098617	203	Alternative tree
17	0.75	3	Alternative tree	-37.5211062538485	6	Alternative tree
18	1.68	20	Alternative tree	-39.2911600043678	21	Alternative tree
19	0.76	4	Alternative tree	-63.3140533144413	194	Alternative tree
20	0.76	4	Alternative tree	-51.535838755042	167	Alternative tree
21	2	25	Alternative tree	-38.1045246351165	10	Alternative tree
22	0.76	4	Alternative tree	-38.5035116025777	11	Alternative tree
23	0.76	4	Alternative tree	-39.5236140576477	23	Alternative tree
24	1.04	9	Alternative tree	-39.4174165950513	22	Alternative tree
25	0.76	4	Alternative tree	-39.5236140576477	23	Alternative tree
26	0.7	2	Alternative tree	-72.182711525152	204	Alternative tree
27	0.7	2	Alternative tree	-72.182711525152	204	Alternative tree
28	1.5	18	Alternative tree	-38.0877496803835	9	Alternative tree
29	1.36	15	Alternative tree	-39.8578034309028	28	Alternative tree
30	0.84	6	Alternative tree	-63.8806967409763	195	Alternative tree
31	0.84	5	Alternative tree	-52.1024821815771	168	Alternative tree
32	2.08	26	Alternative tree	-38.6711680616515	13	Alternative tree
33	0.84	6	Alternative tree	-39.0701550291127	17	Alternative tree
34	0.84	6	Alternative tree	-40.0902574841827	32	Alternative tree
35	0.84	6	Alternative tree	-39.9840600215863	30	Alternative tree
36	0.84	6	Alternative tree	-40.0902574841827	32	Alternative tree
