clusterID	truncal	treeClust	cpnRemClust	nMuts	SAMPLE	meanCCF	CCF_CI_low	CCF_CI_high	clonality	clone_proportions_default
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_FLN1	96	94.4523513375864	98.1779111995969	clonal	0
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_T1.R1	100	99.0017590913378	101.44475088397	clonal	0
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_T1.R2	103	101.102776200752	104.083507044711	clonal	0
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_T1.R3	102	100.8098141106	103.46915592927	clonal	0
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_T2.R1	102	100.001240601304	103.55361060354	clonal	0
1	TRUE	FALSE	FALSE	749	CRUK0519_SU_T2.R2	102	100.421013025497	103.580540252554	clonal	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_FLN1	0	0	0	absent	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_T1.R1	0	0	0	absent	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_T1.R2	0	0	0	absent	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_T1.R3	0	0	0	absent	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_T2.R1	97	94.5177792349211	100.345149423715	clonal	0
2	FALSE	FALSE	FALSE	263	CRUK0519_SU_T2.R2	98	94.7779347363516	100.571231564258	clonal	4
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_FLN1	90	86.3521526159862	93.7133619089081	clonal	0
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_T1.R1	0	0	0	absent	0
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_T1.R2	90	85.9775206014941	93.9057156040392	clonal	0
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_T1.R3	31	27.9145240294347	33.295502135874	subclonal	11.4403669724771
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_T2.R1	99	95.6935539539313	102.871567427989	clonal	0
3	FALSE	FALSE	FALSE	152	CRUK0519_SU_T2.R2	100	97.1003529813126	103.702745894819	clonal	0
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_FLN1	94	91.2632410397792	97.4248062536619	clonal	65
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_T1.R1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_T1.R2	0	0	0	absent	0
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_T1.R3	0	0	0	absent	0
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_T2.R1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	139	CRUK0519_SU_T2.R2	0	0	0	absent	0
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_FLN1	0	0	0	absent	0
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_T1.R1	0	0	0	absent	0
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_T1.R2	93	89.2913074989671	97.3669091420965	clonal	30
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_T1.R3	0	0	0	absent	0
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_T2.R1	0	0	0	absent	0
5	FALSE	FALSE	FALSE	78	CRUK0519_SU_T2.R2	0	0	0	absent	0
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_FLN1	0	0	0	absent	NA
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_T1.R1	95	89.0689399490426	101.576474157563	clonal	NA
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_T1.R2	45	40.8445316829767	48.266599964726	subclonal	NA
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_T1.R3	87	81.9582507252987	92.8029660480234	clonal	NA
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_T2.R1	0	0	0	absent	NA
6	FALSE	FALSE	FALSE	77	CRUK0519_SU_T2.R2	0	0	0	absent	NA
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_FLN1	35	32.3577632910468	37.1436795885546	subclonal	35
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_T1.R1	0	0	0	absent	0
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_T1.R2	0	0	0	absent	0
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_T1.R3	0	0	0	absent	0
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_T2.R1	0	0	0	absent	0
7	FALSE	FALSE	FALSE	72	CRUK0519_SU_T2.R2	0	0	0	absent	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_FLN1	97	92.9547866755015	101.332812870379	clonal	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_T1.R1	0	0	0	absent	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_T1.R2	96	91.0968476247294	101.920216738679	clonal	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_T1.R3	0	0	0	absent	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_T2.R1	0	0	0	absent	0
8	FALSE	FALSE	FALSE	70	CRUK0519_SU_T2.R2	0	0	0	absent	0
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_FLN1	0	0	0	absent	NA
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_T1.R1	101	95.829304422953	106.738323193094	clonal	NA
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_T1.R2	92	87.2270181204473	97.6477002090022	clonal	NA
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_T1.R3	96	89.5254499502689	102.876040702584	clonal	NA
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_T2.R1	0	0	0	absent	NA
9	FALSE	FALSE	FALSE	61	CRUK0519_SU_T2.R2	0	0	0	absent	NA
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_FLN1	0	0	0	absent	0
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_T1.R1	27	24.7082271594403	28.9951405783335	subclonal	27
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_T1.R2	0	0	0	absent	0
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_T1.R3	0	0	0	absent	0
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_T2.R1	0	0	0	absent	0
10	FALSE	FALSE	FALSE	57	CRUK0519_SU_T2.R2	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_FLN1	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_T1.R1	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_T1.R2	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_T1.R3	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_T2.R1	0	0	0	absent	0
11	FALSE	FALSE	FALSE	46	CRUK0519_SU_T2.R2	24	22.1143438837801	26.2780682914749	subclonal	18.24
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_FLN1	0	0	0	absent	0
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_T1.R1	0	0	0	absent	0
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_T1.R2	0	0	0	absent	0
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_T1.R3	17	14.8862451853081	19.098494955989	subclonal	17
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_T2.R1	98	89.6668871365354	107.380894990286	clonal	0
12	FALSE	FALSE	FALSE	35	CRUK0519_SU_T2.R2	102	95.819155455809	108.237075308603	clonal	0
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_FLN1	89	81.0897910016024	97.4248726206693	clonal	NA
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_T1.R1	0	0	0	absent	NA
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_T1.R2	93	84.4546204303149	101.45541006462	clonal	NA
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_T1.R3	0	0	0	absent	NA
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_T2.R1	102	93.8698380933678	110.626440132549	clonal	NA
13	FALSE	FALSE	FALSE	32	CRUK0519_SU_T2.R2	97	90.0120265519508	104.277619148782	clonal	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_FLN1	77	72.7685058712298	80.8258150435136	subclonal	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R1	0	0	0	absent	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R2	74	69.4639205107007	78.6410449810814	subclonal	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R3	0	0	0	absent	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_T2.R1	0	0	0	absent	NA
14	FALSE	FALSE	FALSE	30	CRUK0519_SU_T2.R2	0	0	0	absent	NA
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_FLN1	0	0	0	absent	0
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R1	0	0	0	absent	0
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R2	40	37.3897435765393	43.3879384611172	subclonal	40
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_T1.R3	0	0	0	absent	0
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_T2.R1	0	0	0	absent	0
15	FALSE	FALSE	FALSE	30	CRUK0519_SU_T2.R2	0	0	0	absent	0
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_FLN1	0	0	0	absent	0
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_T1.R1	0	0	0	absent	0
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_T1.R2	59	56.6106095452491	60.633916993256	subclonal	19
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_T1.R3	0	0	0	absent	0
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_T2.R1	0	0	0	absent	0
16	FALSE	FALSE	FALSE	24	CRUK0519_SU_T2.R2	0	0	0	absent	0
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_FLN1	0	0	0	absent	0
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_T1.R1	0	0	0	absent	0
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_T1.R2	0	0	0	absent	0
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_T1.R3	39	34.8344175990854	42.9013194861919	subclonal	39
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_T2.R1	0	0	0	absent	0
17	FALSE	FALSE	FALSE	22	CRUK0519_SU_T2.R2	0	0	0	absent	0
18	FALSE	FALSE	FALSE	16	CRUK0519_SU_FLN1	0	0	0	absent	0
