treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.21428571428571	16	Alternative tree	-69.5473282325052	1	Highest edge probability tree
2	1.08928571428571	14	Alternative tree	-135.448052445347	87	Alternative tree
3	1.66071428571429	31	Alternative tree	-135.448052445347	87	Alternative tree
4	1.08928571428571	14	Alternative tree	-96.2144505333456	52	Alternative tree
5	1.21428571428571	16	Alternative tree	-83.8799999079167	28	Alternative tree
6	1.07936507936508	12	Alternative tree	-71.3324766430189	6	Alternative tree
7	1.51020408163265	26	Alternative tree	-90.6166008654913	48	Alternative tree
8	1.53061224489796	27	Alternative tree	-90.6166008654913	48	Alternative tree
9	1.6530612244898	30	Alternative tree	-90.6166008654913	48	Alternative tree
10	1.38775510204082	21	Alternative tree	-70.9537324675382	4	Alternative tree
11	0.666666666666667	3	Alternative tree	-77.0247964979296	17	Alternative tree
12	1.66071428571429	31	Alternative tree	-79.3556207626225	19	Alternative tree
13	2.23214285714286	42	Alternative tree	-70.4902840815429	3	Alternative tree
14	0.946428571428571	9	Alternative tree	-82.9180714796378	26	Alternative tree
15	0.75	5	Alternative tree	-70.1904151216156	2	Alternative tree
16	1.32142857142857	18	Alternative tree	-92.401749276005	51	Alternative tree
17	1.33928571428571	19	Alternative tree	-92.401749276005	51	Alternative tree
18	1.44642857142857	22	Alternative tree	-92.401749276005	51	Alternative tree
19	1.21428571428571	16	Alternative tree	-72.7388808780519	12	Alternative tree
20	0.841269841269841	7	Alternative tree	-84.7032198901515	31	Alternative tree
21	0.666666666666667	3	Alternative tree	-71.9755635321293	9	Alternative tree
22	1.47619047619048	25	Alternative tree	-81.1407691731361	22	Alternative tree
23	1.98412698412698	37	Alternative tree	-72.2754324920566	10	Alternative tree
24	0.968253968253968	10	Alternative tree	-137.233200855861	92	Alternative tree
25	1.47619047619048	25	Alternative tree	-137.233200855861	92	Alternative tree
26	0.968253968253968	10	Alternative tree	-97.9995989438592	57	Alternative tree
27	1.07936507936508	12	Alternative tree	-85.6651483184304	35	Alternative tree
28	1.08163265306122	13	Alternative tree	-84.3244757146709	29	Alternative tree
29	0.857142857142857	8	Alternative tree	-71.5968193566487	7	Alternative tree
30	1.89795918367347	35	Alternative tree	-80.7620249976555	21	Alternative tree
31	2.55102040816327	46	Alternative tree	-71.896688316576	8	Alternative tree
32	1.24489795918367	17	Alternative tree	-136.85445668038	90	Alternative tree
33	1.89795918367347	35	Alternative tree	-136.85445668038	90	Alternative tree
34	1.24489795918367	17	Alternative tree	-97.6208547683786	55	Alternative tree
35	1.38775510204082	21	Alternative tree	-85.2864041429498	33	Alternative tree
36	1.06349206349206	11	Alternative tree	-86.8330890280469	41	Alternative tree
37	1.57142857142857	28	Alternative tree	-77.9677523469673	18	Alternative tree
38	0.555555555555556	1	Lowest SCE tree	-142.925520710772	103	Alternative tree
39	1.06349206349206	11	Alternative tree	-142.925520710772	103	Alternative tree
40	0.555555555555556	1	Lowest SCE tree	-103.69191879877	68	Alternative tree
41	0.666666666666667	3	Alternative tree	-91.3574681733411	49	Alternative tree
42	2.10714285714286	39	Alternative tree	-136.391008294385	89	Alternative tree
43	2.67857142857143	47	Alternative tree	-136.391008294385	89	Alternative tree
44	2.10714285714286	39	Alternative tree	-97.1574063823833	54	Alternative tree
45	2.23214285714286	42	Alternative tree	-84.8229557569545	32	Alternative tree
46	1.24489795918367	17	Alternative tree	-110.547122208757	70	Alternative tree
47	1.19642857142857	15	Alternative tree	-79.9987076517329	20	Alternative tree
48	1.76785714285714	32	Alternative tree	-71.1333709706534	5	Alternative tree
49	0.625	2	Alternative tree	-136.091139334458	88	Alternative tree
50	1.19642857142857	15	Alternative tree	-136.091139334458	88	Alternative tree
51	0.625	2	Alternative tree	-96.857537422456	53	Alternative tree
52	0.75	5	Alternative tree	-84.5230867970272	30	Alternative tree
53	0.946428571428571	9	Alternative tree	-86.1096241251846	37	Alternative tree
54	0.75	5	Alternative tree	-73.3819677671624	14	Alternative tree
55	1.66071428571429	31	Alternative tree	-82.5471734081692	25	Alternative tree
56	2.23214285714286	42	Alternative tree	-73.6818367270897	15	Alternative tree
57	1.08928571428571	14	Alternative tree	-138.639605090894	98	Alternative tree
58	1.66071428571429	31	Alternative tree	-138.639605090894	98	Alternative tree
59	1.08928571428571	14	Alternative tree	-99.4060031788923	63	Alternative tree
60	1.21428571428571	16	Alternative tree	-87.0715525534635	43	Alternative tree
61	1.06349206349206	11	Alternative tree	-81.7838560622466	24	Alternative tree
