clusterID	truncal	treeClust	cpnRemClust	nMuts	SAMPLE	meanCCF	CCF_CI_low	CCF_CI_high	clonality	clone_proportions_default
1	TRUE	FALSE	FALSE	151	CRUK0368_BR_T1.R1	96	90.8995327869206	101.390488290054	clonal	0
1	TRUE	FALSE	FALSE	151	CRUK0368_SU_FLN3	103	97.2699934209945	109.044334778158	clonal	0
1	TRUE	FALSE	FALSE	151	CRUK0368_SU_T1.R1	100	95.648932914926	103.378654534849	clonal	0
1	TRUE	FALSE	FALSE	151	CRUK0368_SU_T1.R2	100	96.642778712613	103.540326448376	clonal	0
1	TRUE	FALSE	FALSE	151	CRUK0368_SU_T1.R3	100	96.3815393061248	103.507542536487	clonal	0
1	TRUE	FALSE	FALSE	151	CRUK0368_SU_T1.R4	103	100.233589885226	105.734112282056	clonal	24
2	FALSE	FALSE	FALSE	86	CRUK0368_BR_T1.R1	0	0	0	absent	0
2	FALSE	FALSE	FALSE	86	CRUK0368_SU_FLN3	0	0	0	absent	0
2	FALSE	FALSE	FALSE	86	CRUK0368_SU_T1.R1	97	92.5634926455384	102.435579930594	clonal	100
2	FALSE	FALSE	FALSE	86	CRUK0368_SU_T1.R2	0	0	0	absent	0
2	FALSE	FALSE	FALSE	86	CRUK0368_SU_T1.R3	0	0	0	absent	0
2	FALSE	FALSE	FALSE	86	CRUK0368_SU_T1.R4	0	0	0	absent	0
3	FALSE	FALSE	FALSE	44	CRUK0368_BR_T1.R1	106	94.4218829674542	117.805778898785	clonal	54
3	FALSE	FALSE	FALSE	44	CRUK0368_SU_FLN3	103	91.7982007879398	114.841735943671	clonal	42
3	FALSE	FALSE	FALSE	44	CRUK0368_SU_T1.R1	0	0	0	absent	0
3	FALSE	FALSE	FALSE	44	CRUK0368_SU_T1.R2	97	91.1695433719985	103.158238562719	clonal	0
3	FALSE	FALSE	FALSE	44	CRUK0368_SU_T1.R3	107	96.9263639832971	117.776619444314	clonal	0
3	FALSE	FALSE	FALSE	44	CRUK0368_SU_T1.R4	76	69.2546818964589	82.0753676797618	subclonal	44
4	FALSE	FALSE	FALSE	30	CRUK0368_BR_T1.R1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	30	CRUK0368_SU_FLN3	0	0	0	absent	0
4	FALSE	FALSE	FALSE	30	CRUK0368_SU_T1.R1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	30	CRUK0368_SU_T1.R2	0	0	0	absent	0
4	FALSE	FALSE	FALSE	30	CRUK0368_SU_T1.R3	0	0	0	absent	0
4	FALSE	FALSE	FALSE	30	CRUK0368_SU_T1.R4	25	20.9851820707965	29.7030619772206	subclonal	25
5	FALSE	FALSE	FALSE	26	CRUK0368_BR_T1.R1	0	0	0	absent	0
5	FALSE	FALSE	FALSE	26	CRUK0368_SU_FLN3	0	0	0	absent	0
