### 768 trees
# tree 1
1	0
1	2
12	3
26	4
28	6
2	10
2	11
2	12
21	13
27	15
2	16
2	17
2	21
16	23
2	25
12	26
23	27
0	28
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 2
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	10
2	17
26	4
12	3
27	15
2	25
21	13
2	11
6	8
0	24
10	7
17	9
4	14
3	18
15	19
25	20
13	22
2	5
# tree 3
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	17
26	4
12	3
27	15
2	25
21	13
2	10
6	8
0	24
11	5
17	9
4	14
3	18
15	19
25	20
13	22
2	7
# tree 4
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
2	11
2	10
2	17
26	4
12	3
27	15
2	25
21	13
28	6
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
28	8
# tree 5
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
26	4
12	3
27	15
2	25
21	13
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
25	20
13	22
2	9
# tree 6
2	12
12	26
0	28
1	2
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
27	15
2	25
2	13
2	21
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 7
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
12	3
27	15
2	25
21	13
26	4
6	8
0	24
11	5
10	7
17	9
3	18
15	19
25	20
13	22
26	14
# tree 8
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
12	3
27	15
2	25
21	13
26	4
6	8
0	24
11	5
10	7
17	9
3	18
15	19
25	20
13	22
2	14
# tree 9
2	12
12	26
0	28
1	2
2	21
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
2	15
2	25
21	13
23	27
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 10
2	12
12	26
0	28
1	2
2	21
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
16	15
2	25
21	13
23	27
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 11
2	12
12	26
0	28
1	2
2	21
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
23	15
2	25
21	13
23	27
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 12
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
27	15
2	25
21	13
12	3
6	8
0	24
11	5
10	7
17	9
4	14
15	19
25	20
13	22
12	18
# tree 13
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
27	15
2	25
21	13
12	3
6	8
0	24
11	5
10	7
17	9
4	14
15	19
25	20
13	22
2	18
# tree 14
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
2	25
21	13
27	15
6	8
0	24
11	5
10	7
17	9
4	14
3	18
25	20
13	22
27	19
# tree 15
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
2	25
21	13
27	15
6	8
0	24
11	5
10	7
17	9
4	14
3	18
25	20
13	22
2	19
# tree 16
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
2	25
21	13
27	15
6	8
0	24
11	5
10	7
17	9
4	14
3	18
25	20
13	22
16	19
# tree 17
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
2	25
21	13
27	15
6	8
0	24
11	5
10	7
17	9
4	14
3	18
25	20
13	22
23	19
# tree 18
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
27	15
21	13
2	25
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
13	22
2	20
# tree 19
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
27	15
2	25
21	13
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
21	22
# tree 20
2	12
12	26
0	28
1	2
2	21
23	27
2	16
16	23
1	0
28	6
2	11
2	10
2	17
26	4
12	3
27	15
2	25
21	13
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
2	22
# tree 21
2	12
12	26
0	28
1	2
2	21
16	27
2	16
1	0
28	6
2	11
2	10
2	17
26	4
12	3
27	15
2	25
21	13
16	23
6	8
0	24
11	5
10	7
17	9
4	14
3	18
15	19
25	20
13	22
# tree 22
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
28	6
2	11
2	10
26	4
12	3
27	15
2	25
2	13
2	21
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
25	20
13	22
2	9
# tree 23
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
12	3
27	15
2	25
21	13
26	4
2	17
6	8
0	24
11	5
10	7
3	18
15	19
25	20
13	22
2	9
26	14
# tree 24
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
12	3
27	15
2	25
21	13
26	4
2	17
6	8
0	24
11	5
10	7
3	18
15	19
25	20
13	22
2	9
2	14
# tree 25
1	2
2	12
1	0
16	23
2	16
0	28
12	26
2	21
28	6
2	11
2	10
26	4
12	3
2	15
2	25
21	13
23	27
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
25	20
13	22
2	9
# tree 26
1	2
2	12
1	0
16	23
2	16
0	28
12	26
2	21
28	6
2	11
2	10
26	4
12	3
16	15
2	25
21	13
23	27
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
25	20
13	22
2	9
# tree 27
1	2
2	12
1	0
16	23
2	16
0	28
12	26
2	21
28	6
2	11
2	10
26	4
12	3
23	15
2	25
21	13
23	27
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
25	20
13	22
2	9
# tree 28
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
27	15
2	25
21	13
12	3
2	17
6	8
0	24
11	5
10	7
4	14
15	19
25	20
13	22
2	9
12	18
# tree 29
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
27	15
2	25
21	13
12	3
2	17
6	8
0	24
11	5
10	7
4	14
15	19
25	20
13	22
2	9
2	18
# tree 30
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
2	25
21	13
27	15
2	17
6	8
0	24
11	5
10	7
4	14
3	18
25	20
13	22
2	9
27	19
# tree 31
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
2	25
21	13
27	15
2	17
6	8
0	24
11	5
10	7
4	14
3	18
25	20
13	22
2	9
2	19
# tree 32
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
2	25
21	13
27	15
2	17
6	8
0	24
11	5
10	7
4	14
3	18
25	20
13	22
2	9
16	19
# tree 33
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
2	25
21	13
27	15
2	17
6	8
0	24
11	5
10	7
4	14
3	18
25	20
13	22
2	9
23	19
# tree 34
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
27	15
21	13
2	25
2	17
6	8
0	24
11	5
10	7
4	14
3	18
15	19
13	22
2	9
2	20
# tree 35
1	2
2	12
1	0
16	23
2	16
0	28
12	26
23	27
2	21
28	6
2	11
2	10
26	4
12	3
27	15
2	25
21	13
2	17
6	8
0	24
11	5
10	7
4	14
