treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.0533333333333333	2	Alternative tree	-54.6149712965291	1	Highest edge probability tree
2	0.0571428571428571	3	Alternative tree	-103.664751650757	30	Alternative tree
3	0.0533333333333333	2	Alternative tree	-208.493645380837	56	Alternative tree
4	0.05	1	Lowest SCE tree	-56.9123184332945	2	Alternative tree
5	0.0533333333333333	2	Alternative tree	-170.482729463314	55	Alternative tree
6	0.2	14	Alternative tree	-145.554625289689	53	Alternative tree
7	0.357142857142857	19	Alternative tree	-145.554625289689	53	Alternative tree
8	0.485714285714286	21	Alternative tree	-145.554625289689	53	Alternative tree
9	0.0571428571428571	3	Alternative tree	-127.683509801891	51	Alternative tree
10	0.0571428571428571	3	Alternative tree	-127.683509801891	51	Alternative tree
11	0.0714285714285714	6	Alternative tree	-127.683509801891	51	Alternative tree
12	0.2	14	Alternative tree	-127.683509801891	51	Alternative tree
13	0.0571428571428571	3	Alternative tree	-61.1413804681365	6	Alternative tree
14	0.142857142857143	11	Alternative tree	-110.05261520613	34	Alternative tree
15	0.214285714285714	16	Alternative tree	-110.05261520613	34	Alternative tree
16	0.0857142857142857	8	Alternative tree	-66.8267064733751	13	Alternative tree
17	0.0571428571428571	3	Alternative tree	-66.8267064733751	13	Alternative tree
18	0.0571428571428571	3	Alternative tree	-66.8267064733751	13	Alternative tree
19	0.0571428571428571	3	Alternative tree	-66.8267064733751	13	Alternative tree
20	0.0571428571428571	3	Alternative tree	-58.7795169112046	3	Alternative tree
21	0.05	1	Lowest SCE tree	-74.7417297502049	27	Alternative tree
22	0.0533333333333333	2	Alternative tree	-63.7556068635238	9	Alternative tree
23	0.186666666666667	13	Alternative tree	-147.851972426454	54	Alternative tree
24	0.333333333333333	18	Alternative tree	-147.851972426454	54	Alternative tree
25	0.453333333333333	20	Alternative tree	-147.851972426454	54	Alternative tree
26	0.0533333333333333	2	Alternative tree	-129.980856938657	52	Alternative tree
27	0.0533333333333333	2	Alternative tree	-129.980856938657	52	Alternative tree
28	0.0666666666666667	5	Alternative tree	-129.980856938657	52	Alternative tree
29	0.186666666666667	13	Alternative tree	-129.980856938657	52	Alternative tree
30	0.0533333333333333	2	Alternative tree	-63.4387276049019	8	Alternative tree
31	0.133333333333333	10	Alternative tree	-112.349962342896	38	Alternative tree
