treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.222222222222222	4	Alternative tree	-59.2064898648526	1	Highest edge probability tree
2	0.205128205128205	2	Alternative tree	-136.049655476154	416	Alternative tree
3	0.833333333333333	92	Alternative tree	-127.878244688647	370	Alternative tree
4	0.222222222222222	5	Alternative tree	-80.1396820665365	40	Alternative tree
5	0.636363636363636	51	Alternative tree	-104.709054800073	196	Alternative tree
6	0.727272727272727	66	Alternative tree	-104.709054800073	196	Alternative tree
7	0.242424242424242	7	Alternative tree	-77.8343598660508	33	Alternative tree
8	0.888888888888889	104	Alternative tree	-96.225533029078	136	Alternative tree
9	0.944444444444445	118	Alternative tree	-88.2725434880553	86	Alternative tree
10	0.242424242424242	7	Alternative tree	-80.9034787852472	46	Alternative tree
11	0.833333333333333	90	Alternative tree	-80.9034787852472	46	Alternative tree
12	0.742424242424242	70	Alternative tree	-87.796385623086	84	Alternative tree
13	0.803030303030303	84	Alternative tree	-87.796385623086	84	Alternative tree
14	0.833333333333333	92	Alternative tree	-145.81341059946	449	Alternative tree
15	0.347222222222222	14	Alternative tree	-67.9638677652421	15	Alternative tree
16	0.194444444444444	1	Lowest SCE tree	-61.6892036751461	4	Alternative tree
17	0.242424242424242	7	Alternative tree	-112.440170867478	265	Alternative tree
18	0.696969696969697	62	Alternative tree	-106.201846242438	208	Alternative tree
19	0.424242424242424	23	Alternative tree	-60.7305542517667	2	Alternative tree
20	0.242424242424242	7	Alternative tree	-79.2884049686145	38	Alternative tree
21	0.53030303030303	34	Alternative tree	-79.2884049686145	38	Alternative tree
22	0.272727272727273	10	Alternative tree	-79.2884049686145	38	Alternative tree
23	0.439393939393939	25	Alternative tree	-79.2884049686145	38	Alternative tree
24	0.5	30	Alternative tree	-61.6750185726152	3	Alternative tree
25	0.363636363636364	17	Alternative tree	-76.4564275940105	31	Alternative tree
26	0.515151515151515	31	Alternative tree	-76.4564275940105	31	Alternative tree
27	0.242424242424242	7	Alternative tree	-63.5600805378291	7	Alternative tree
28	0.319444444444444	12	Alternative tree	-70.4465815755356	20	Alternative tree
29	0.378787878787879	18	Alternative tree	-121.197548767867	337	Alternative tree
30	0.833333333333333	90	Alternative tree	-114.959224142828	292	Alternative tree
31	0.560606060606061	39	Alternative tree	-69.4879321521562	17	Alternative tree
32	0.378787878787879	18	Alternative tree	-88.0457828690041	85	Alternative tree
33	0.666666666666667	56	Alternative tree	-88.0457828690041	85	Alternative tree
34	0.409090909090909	21	Alternative tree	-88.0457828690041	85	Alternative tree
35	0.575757575757576	42	Alternative tree	-88.0457828690041	85	Alternative tree
36	0.636363636363636	50	Alternative tree	-70.4323964730047	19	Alternative tree
37	0.5	30	Alternative tree	-85.2138054944001	70	Alternative tree
