treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.275	3	Alternative tree	-48.7143779047998	1	Highest edge probability tree
2	0.25	1	Lowest SCE tree	-195.758213109107	129	Alternative tree
3	0.294642857142857	5	Alternative tree	-49.2260980767837	2	Alternative tree
4	0.375	15	Alternative tree	-51.1273690180172	10	Alternative tree
5	0.294642857142857	5	Alternative tree	-76.523167423482	84	Alternative tree
6	0.348214285714286	11	Alternative tree	-49.8655313420804	3	Alternative tree
7	0.294642857142857	5	Alternative tree	-49.9348516148133	4	Alternative tree
8	0.330357142857143	8	Alternative tree	-62.6613890576313	71	Alternative tree
9	0.419642857142857	20	Alternative tree	-62.6613890576313	71	Alternative tree
10	0.294642857142857	5	Alternative tree	-50.1190727730349	5	Alternative tree
11	0.375	15	Alternative tree	-56.0627577550945	46	Alternative tree
12	0.458333333333333	29	Alternative tree	-51.1858595138737	11	Alternative tree
13	0.294642857142857	5	Alternative tree	-94.8005800670905	128	Alternative tree
14	0.294642857142857	5	Alternative tree	-94.8005800670905	128	Alternative tree
15	0.266666666666667	2	Alternative tree	-76.1527853240389	83	Alternative tree
16	0.341666666666667	10	Alternative tree	-76.1527853240389	83	Alternative tree
17	0.317307692307692	7	Alternative tree	-77.0348875954658	86	Alternative tree
18	0.375	15	Alternative tree	-50.3772515140642	6	Alternative tree
19	0.317307692307692	7	Alternative tree	-50.4465717867971	7	Alternative tree
20	0.330357142857143	8	Alternative tree	-63.1731092296151	72	Alternative tree
21	0.419642857142857	20	Alternative tree	-63.1731092296151	72	Alternative tree
22	0.294642857142857	5	Alternative tree	-50.6307929450187	8	Alternative tree
23	0.401785714285714	17	Alternative tree	-56.5744779270784	49	Alternative tree
24	0.491071428571429	37	Alternative tree	-51.6975796858576	15	Alternative tree
25	0.285714285714286	4	Alternative tree	-76.6645054960227	85	Alternative tree
26	0.366071428571429	14	Alternative tree	-76.6645054960227	85	Alternative tree
27	0.294642857142857	5	Alternative tree	-51.0860050520938	9	Alternative tree
28	0.413461538461538	19	Alternative tree	-63.8125424949118	73	Alternative tree
29	0.509615384615385	39	Alternative tree	-63.8125424949118	73	Alternative tree
30	0.375	15	Alternative tree	-51.2702262103154	12	Alternative tree
31	0.455357142857143	28	Alternative tree	-57.2139111923751	50	Alternative tree
32	0.544642857142857	48	Alternative tree	-52.3370129511543	19	Alternative tree
33	0.339285714285714	9	Alternative tree	-77.3039387613195	87	Alternative tree
34	0.419642857142857	20	Alternative tree	-77.3039387613195	87	Alternative tree
35	0.355769230769231	12	Alternative tree	-63.8818627676447	74	Alternative tree
36	0.451923076923077	27	Alternative tree	-63.8818627676447	74	Alternative tree
37	0.317307692307692	7	Alternative tree	-51.3395464830483	13	Alternative tree
38	0.401785714285714	17	Alternative tree	-57.283231465108	51	Alternative tree
39	0.491071428571429	37	Alternative tree	-52.4063332238872	21	Alternative tree
40	0.285714285714286	4	Alternative tree	-77.3732590340524	88	Alternative tree
41	0.366071428571429	14	Alternative tree	-77.3732590340524	88	Alternative tree
42	0.401785714285714	17	Alternative tree	-57.4674526233296	52	Alternative tree
43	0.491071428571429	37	Alternative tree	-52.5905543821088	24	Alternative tree
44	0.285714285714286	4	Alternative tree	-77.557480192274	89	Alternative tree
45	0.366071428571429	14	Alternative tree	-77.557480192274	89	Alternative tree
46	0.45	26	Alternative tree	-78.6242669331128	95	Alternative tree
47	0.525	42	Alternative tree	-78.6242669331128	95	Alternative tree
48	0.403846153846154	18	Alternative tree	-78.9361585366994	98	Alternative tree
