treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.985714285714286	19	Alternative tree	-51.2674829053408	1	Highest edge probability tree
2	1.0952380952381	23	Alternative tree	-163.325936349488	72	Alternative tree
3	1.0952380952381	23	Alternative tree	-73.5979871425692	29	Alternative tree
4	1.14285714285714	25	Alternative tree	-78.1417576430584	34	Alternative tree
5	0.842857142857143	14	Alternative tree	-55.6131488508531	3	Alternative tree
6	1.34285714285714	35	Alternative tree	-68.2667629696781	22	Alternative tree
7	0.896103896103896	16	Alternative tree	-55.7901137195991	4	Alternative tree
8	1.35714285714286	39	Alternative tree	-56.4155799912466	5	Alternative tree
9	0.4	5	Alternative tree	-57.1178391685921	6	Alternative tree
10	1.35714285714286	39	Alternative tree	-54.4512524117138	2	Alternative tree
11	0.985714285714286	19	Alternative tree	-68.2667629696781	22	Alternative tree
12	1.24285714285714	32	Alternative tree	-68.2667629696781	22	Alternative tree
13	1.31746031746032	34	Alternative tree	-59.8121734668916	9	Alternative tree
14	1.0952380952381	23	Alternative tree	-76.1176581957957	30	Alternative tree
15	1.21428571428571	29	Alternative tree	-58.7969183572261	7	Alternative tree
16	1.2	28	Alternative tree	-72.6124289151903	28	Alternative tree
17	0.842857142857143	14	Alternative tree	-72.6124289151903	28	Alternative tree
18	1.1	24	Alternative tree	-72.6124289151903	28	Alternative tree
19	1.21428571428571	30	Alternative tree	-60.7612459367588	10	Alternative tree
20	0.257142857142857	1	Lowest SCE tree	-61.4635051141043	12	Alternative tree
21	1.15873015873016	26	Alternative tree	-64.1578394124039	16	Alternative tree
22	0.936507936507937	17	Alternative tree	-80.463324141308	38	Alternative tree
23	0.936507936507937	17	Alternative tree	-77.9436530880814	32	Alternative tree
24	0.984126984126984	18	Alternative tree	-82.4874235885706	45	Alternative tree
25	1.23376623376623	31	Alternative tree	-60.9382108055049	11	Alternative tree
26	0.363636363636364	4	Alternative tree	-61.6404699828503	13	Alternative tree
27	1.18571428571429	27	Alternative tree	-64.3348042811499	17	Alternative tree
28	0.985714285714286	19	Alternative tree	-80.640289010054	39	Alternative tree
29	0.985714285714286	19	Alternative tree	-78.1206179568275	33	Alternative tree
30	1.02857142857143	20	Alternative tree	-82.6643884573166	46	Alternative tree
31	1.73015873015873	51	Alternative tree	-64.9602705527974	18	Alternative tree
32	1.50793650793651	43	Alternative tree	-81.2657552817015	41	Alternative tree
33	1.50793650793651	43	Alternative tree	-78.746084228475	35	Alternative tree
34	0.650793650793651	11	Alternative tree	-65.6625297301429	19	Alternative tree
35	0.476190476190476	8	Alternative tree	-81.968014459047	44	Alternative tree
36	0.444444444444444	7	Alternative tree	-79.4483434058205	37	Alternative tree
