treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.18333333333333	8	Alternative tree	-38.0604718048585	5	Alternative tree
2	1.18333333333333	8	Alternative tree	-158.16099792319	174	Alternative tree
3	1.8	40	Alternative tree	-120.513137316823	173	Alternative tree
4	1.18333333333333	8	Alternative tree	-36.7947091772258	2	Alternative tree
5	1.53333333333333	23	Alternative tree	-37.0248478367954	3	Alternative tree
6	1.18333333333333	8	Alternative tree	-70.4352814978484	170	Alternative tree
7	1.31481481481481	12	Alternative tree	-60.7312209700091	125	Alternative tree
8	1.31481481481481	12	Alternative tree	-57.0929737850271	108	Alternative tree
9	1.61111111111111	30	Alternative tree	-53.89481578255	99	Alternative tree
10	1.31481481481481	12	Alternative tree	-40.1656376492984	16	Alternative tree
11	1.18333333333333	8	Alternative tree	-49.7359326991904	85	Alternative tree
12	1.58333333333333	28	Alternative tree	-40.8074703666114	19	Alternative tree
13	0.772727272727273	2	Alternative tree	-55.6627758173033	103	Alternative tree
14	0.983333333333333	5	Alternative tree	-44.1688337119852	47	Alternative tree
15	1.36666666666667	15	Alternative tree	-41.1707280992396	22	Alternative tree
16	0.983333333333333	5	Alternative tree	-35.7590852091627	1	Highest edge probability tree
17	1.59259259259259	29	Alternative tree	-40.057337286698	14	Alternative tree
18	1.31481481481481	12	Alternative tree	-59.4654583423765	117	Alternative tree
19	1.51851851851852	22	Alternative tree	-61.479232849539	129	Alternative tree
20	1.31481481481481	12	Alternative tree	-55.8272111573945	104	Alternative tree
21	1.61111111111111	30	Alternative tree	-52.6290531549174	95	Alternative tree
22	1.31481481481481	12	Alternative tree	-38.8998750216657	8	Alternative tree
23	1.18333333333333	8	Alternative tree	-48.4701700715577	78	Alternative tree
24	1.4	19	Alternative tree	-39.5417077389787	11	Alternative tree
25	0.983333333333333	5	Alternative tree	-42.9030710843525	36	Alternative tree
26	0.983333333333333	5	Alternative tree	-39.9049654716069	13	Alternative tree
27	1.75925925925926	35	Alternative tree	-58.5995944774491	112	Alternative tree
28	1.98148148148148	52	Alternative tree	-40.2874759462676	17	Alternative tree
29	1.7037037037037	32	Alternative tree	-59.6955970019461	119	Alternative tree
30	1.90740740740741	45	Alternative tree	-61.7093715091085	131	Alternative tree
31	1.7037037037037	32	Alternative tree	-56.057349816964	106	Alternative tree
32	2	53	Alternative tree	-52.8591918144869	97	Alternative tree
33	1.7037037037037	32	Alternative tree	-39.1300136812353	10	Alternative tree
34	1.53333333333333	23	Alternative tree	-48.7003087311273	80	Alternative tree
35	1.93333333333333	47	Alternative tree	-39.7718463985483	12	Alternative tree
36	1.7037037037037	32	Alternative tree	-43.1332097439221	39	Alternative tree
37	2.12962962962963	59	Alternative tree	-40.1351041311765	15	Alternative tree
38	2.14814814814815	60	Alternative tree	-58.8297331370187	114	Alternative tree
39	1.75925925925926	35	Alternative tree	-59.8653571050818	120	Alternative tree
40	1.31481481481481	12	Alternative tree	-51.8410985436302	93	Alternative tree
41	1.75925925925926	36	Alternative tree	-42.9126362110512	37	Alternative tree
42	1.09259259259259	7	Alternative tree	-46.273999556425	66	Alternative tree
43	1.51851851851852	22	Alternative tree	-43.2758939436794	41	Alternative tree
44	1.97916666666667	51	Alternative tree	-61.9705229495216	136	Alternative tree
45	1.38333333333333	17	Alternative tree	-46.9158322737381	69	Alternative tree
46	1.81666666666667	42	Alternative tree	-43.9177266609924	45	Alternative tree
47	2.2037037037037	62	Alternative tree	-62.6123556668346	139	Alternative tree
48	0.590909090909091	1	Lowest SCE tree	-61.77113772443	133	Alternative tree
49	0.939393939393939	4	Alternative tree	-58.7730321116844	113	Alternative tree
50	0.85	3	Alternative tree	-77.4676611175266	171	Alternative tree
51	1.96296296296296	50	Alternative tree	-62.9756133994628	142	Alternative tree
52	1.37037037037037	16	Alternative tree	-39.0217133186349	9	Alternative tree
53	1.09259259259259	7	Alternative tree	-58.4298343743134	111	Alternative tree
54	1.2962962962963	11	Alternative tree	-60.4436088814759	122	Alternative tree
55	1.09259259259259	7	Alternative tree	-54.7915871893314	101	Alternative tree
56	1.38888888888889	18	Alternative tree	-51.5934291868543	91	Alternative tree
57	1.09259259259259	7	Alternative tree	-37.8642510536026	4	Alternative tree
58	0.983333333333333	5	Alternative tree	-47.4345461034946	71	Alternative tree
59	1.2	9	Alternative tree	-38.5060837709156	6	Alternative tree
60	1.09259259259259	7	Alternative tree	-41.8674471162894	26	Alternative tree
61	1.31481481481481	12	Alternative tree	-38.8693415035438	7	Alternative tree
62	1.53703703703704	24	Alternative tree	-57.563970509386	109	Alternative tree
63	1.79166666666667	39	Alternative tree	-59.0898392668667	115	Alternative tree
64	2.125	58	Alternative tree	-55.8916812643896	105	Alternative tree
65	1.79166666666667	39	Alternative tree	-42.1625031311379	30	Alternative tree
66	1.59259259259259	29	Alternative tree	-51.7327981810299	92	Alternative tree
67	1.83333333333333	43	Alternative tree	-42.8043358484509	34	Alternative tree
68	1.37037037037037	16	Alternative tree	-46.1656991938247	65	Alternative tree
69	1.37037037037037	16	Alternative tree	-43.1675935810791	40	Alternative tree
70	2.29166666666667	67	Alternative tree	-61.8622225869213	134	Alternative tree
71	1.31481481481481	12	Alternative tree	-50.5753359159976	86	Alternative tree
72	1.55555555555556	27	Alternative tree	-41.6468735834186	24	Alternative tree
73	1.09259259259259	7	Alternative tree	-45.0082369287924	54	Alternative tree
74	1.09259259259259	7	Alternative tree	-42.0101313160468	28	Alternative tree
75	1.97916666666667	51	Alternative tree	-60.704760321889	124	Alternative tree
76	1.2	9	Alternative tree	-45.6500696461054	60	Alternative tree
77	1.35	14	Alternative tree	-42.6519640333598	33	Alternative tree
78	2	53	Alternative tree	-61.346593039202	128	Alternative tree
79	1.53703703703704	24	Alternative tree	-61.7098507718302	132	Alternative tree
80	2.22916666666667	64	Alternative tree	-59.3199779264362	116	Alternative tree
81	2.5625	78	Alternative tree	-56.1218199239591	107	Alternative tree
82	2.22916666666667	64	Alternative tree	-42.3926417907075	32	Alternative tree
83	1.98148148148148	52	Alternative tree	-51.9629368405995	94	Alternative tree
84	2.42592592592593	72	Alternative tree	-43.0344745080205	38	Alternative tree
85	2.22916666666667	64	Alternative tree	-46.3958378533943	67	Alternative tree
86	2.70833333333333	82	Alternative tree	-43.3977322406487	42	Alternative tree
87	2.72916666666667	83	Alternative tree	-62.0923612464909	137	Alternative tree
88	1.7037037037037	32	Alternative tree	-50.8054745755672	88	Alternative tree
89	2.14814814814815	60	Alternative tree	-41.8770122429882	27	Alternative tree
90	1.91666666666667	46	Alternative tree	-45.238375588362	57	Alternative tree
91	2.39583333333333	70	Alternative tree	-42.2402699756163	31	Alternative tree
92	2.41666666666667	71	Alternative tree	-60.9348989814585	127	Alternative tree
93	2.14814814814815	60	Alternative tree	-45.880208305675	61	Alternative tree
94	2.62962962962963	81	Alternative tree	-42.8821026929294	35	Alternative tree
95	2.59259259259259	79	Alternative tree	-61.5767316987716	130	Alternative tree
96	2.89583333333333	85	Alternative tree	-61.9399894313997	135	Alternative tree
97	1.53703703703704	25	Alternative tree	-49.0209981181779	82	Alternative tree
98	2.01851851851852	54	Alternative tree	-46.0228925054323	63	Alternative tree
99	2.47916666666667	75	Alternative tree	-64.7175215112745	155	Alternative tree
100	2.20833333333333	63	Alternative tree	-65.0807792439027	158	Alternative tree
101	2.46296296296296	74	Alternative tree	-65.7226119612157	160	Alternative tree
102	1.03333333333333	6	Alternative tree	-80.5779174119077	172	Alternative tree
103	1.54166666666667	26	Alternative tree	-58.0542152988036	110	Alternative tree
104	1.875	44	Alternative tree	-54.8560572963265	102	Alternative tree
105	1.54166666666667	26	Alternative tree	-41.1268791630748	21	Alternative tree
106	1.37037037037037	16	Alternative tree	-50.6971742129668	87	Alternative tree
