### 14 trees
# tree 1
0	1
0	2
5	3
2	5
3	6
12	7
14	10
5	12
10	13
3	14
1	4
13	8
6	9
7	11
# tree 2
2	5
0	2
5	3
5	12
3	14
14	10
0	1
3	6
12	7
10	13
1	4
6	9
7	11
3	8
# tree 3
2	5
0	2
5	3
5	12
3	14
14	10
0	1
3	6
12	7
10	13
1	4
6	9
7	11
14	8
# tree 4
2	5
0	2
5	3
5	12
3	14
14	10
0	1
3	6
12	7
10	13
1	4
6	9
7	11
10	8
# tree 5
2	5
0	2
5	3
5	12
3	14
14	10
0	1
10	13
12	7
3	6
1	4
13	8
7	11
3	9
# tree 6
2	5
0	2
5	3
5	12
3	14
0	1
14	13
3	6
12	7
14	10
1	4
13	8
6	9
7	11
# tree 7
0	2
2	5
5	3
3	14
5	12
0	1
14	13
12	7
14	10
3	6
1	4
13	8
7	11
3	9
# tree 8
0	2
2	5
5	3
3	14
14	10
5	12
0	1
12	7
10	13
3	6
1	4
7	11
3	9
3	8
# tree 9
0	2
2	5
5	3
3	14
14	10
5	12
0	1
12	7
10	13
3	6
1	4
7	11
3	9
14	8
# tree 10
0	2
2	5
5	3
3	14
14	10
5	12
0	1
12	7
10	13
3	6
1	4
7	11
3	9
10	8
# tree 11
0	2
2	5
5	3
3	14
5	12
0	1
12	7
14	13
14	10
3	6
1	4
7	11
3	9
3	8
# tree 12
0	2
2	5
5	3
3	14
5	12
0	1
12	7
14	10
14	13
3	6
1	4
7	11
3	9
10	8
# tree 13
0	2
2	5
5	3
3	14
5	12
0	1
3	6
12	7
14	13
14	10
1	4
6	9
7	11
3	8
# tree 14
0	2
2	5
5	3
3	14
5	12
0	1
3	6
12	7
14	10
14	13
1	4
6	9
7	11
10	8
