treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.411111111111111	1	Lowest SCE tree	-100.705631124421	1	Highest edge probability tree
2	0.435294117647059	2	Alternative tree	-239.98353354474	357	Alternative tree
3	0.435294117647059	2	Alternative tree	-325.240636753613	365	Alternative tree
4	0.435294117647059	2	Alternative tree	-183.883292791615	341	Alternative tree
5	0.611764705882353	17	Alternative tree	-111.946434607664	10	Alternative tree
6	0.411111111111111	1	Lowest SCE tree	-113.765173262157	16	Alternative tree
7	0.517647058823529	7	Alternative tree	-137.645925091389	98	Alternative tree
8	0.435294117647059	2	Alternative tree	-137.645925091389	98	Alternative tree
9	0.541176470588235	10	Alternative tree	-123.556103609652	34	Alternative tree
10	0.435294117647059	2	Alternative tree	-125.895349122391	47	Alternative tree
11	0.776470588235294	39	Alternative tree	-138.359421971619	109	Alternative tree
12	0.588235294117647	15	Alternative tree	-103.121554484928	5	Alternative tree
13	0.435294117647059	2	Alternative tree	-133.148661753182	79	Alternative tree
14	0.435294117647059	2	Alternative tree	-129.455529642006	74	Alternative tree
15	0.529411764705882	9	Alternative tree	-129.455529642006	74	Alternative tree
16	0.435294117647059	2	Alternative tree	-101.735176851115	2	Alternative tree
17	0.458823529411765	3	Alternative tree	-125.246646269291	43	Alternative tree
18	0.435294117647059	2	Alternative tree	-125.246646269291	43	Alternative tree
19	0.435294117647059	2	Alternative tree	-125.246646269291	43	Alternative tree
20	0.564705882352941	12	Alternative tree	-101.865190063583	3	Alternative tree
21	0.625	19	Alternative tree	-135.564585113689	84	Alternative tree
22	0.625	19	Alternative tree	-131.871453002512	78	Alternative tree
23	0.725	31	Alternative tree	-131.871453002512	78	Alternative tree
24	0.625	19	Alternative tree	-104.151100211621	6	Alternative tree
25	0.7625	37	Alternative tree	-127.662569629798	63	Alternative tree
26	0.625	19	Alternative tree	-127.662569629798	63	Alternative tree
27	0.588235294117647	15	Alternative tree	-127.662569629798	63	Alternative tree
28	0.7625	38	Alternative tree	-104.281113424089	7	Alternative tree
29	0.625	19	Alternative tree	-242.399456905247	361	Alternative tree
30	0.65	22	Alternative tree	-242.399456905247	361	Alternative tree
31	0.625	19	Alternative tree	-242.399456905247	361	Alternative tree
32	0.625	19	Alternative tree	-113.844194052152	17	Alternative tree
33	0.625	19	Alternative tree	-186.299216152121	345	Alternative tree
34	0.8125	43	Alternative tree	-114.36235796817	19	Alternative tree
35	0.435294117647059	2	Alternative tree	-116.181096622663	28	Alternative tree
36	0.7125	28	Alternative tree	-140.061848451896	129	Alternative tree
37	0.625	19	Alternative tree	-140.061848451896	129	Alternative tree
38	0.7375	33	Alternative tree	-125.972026970159	48	Alternative tree
39	0.625	19	Alternative tree	-128.311272482897	68	Alternative tree
40	0.9875	69	Alternative tree	-140.775345332126	137	Alternative tree
41	0.458823529411765	3	Alternative tree	-239.98353354474	357	Alternative tree
42	0.435294117647059	2	Alternative tree	-239.98353354474	357	Alternative tree
43	0.435294117647059	2	Alternative tree	-111.428270691645	9	Alternative tree
44	0.4875	5	Alternative tree	-126.276191995984	53	Alternative tree
45	0.4625	4	Alternative tree	-126.276191995984	53	Alternative tree
46	0.4625	4	Alternative tree	-126.276191995984	53	Alternative tree
47	0.6	16	Alternative tree	-102.894735790276	4	Alternative tree
48	0.4625	4	Alternative tree	-241.013079271433	358	Alternative tree
49	0.4875	5	Alternative tree	-241.013079271433	358	Alternative tree
50	0.4625	4	Alternative tree	-241.013079271433	358	Alternative tree
