### 14 trees
# tree 1
1	2
1	3
6	4
3	6
4	7
14	8
17	11
6	14
11	16
4	17
2	5
16	9
7	10
8	13
# tree 2
3	6
1	3
6	4
6	14
4	17
17	11
1	2
4	7
14	8
11	16
2	5
7	10
8	13
4	9
# tree 3
3	6
1	3
6	4
6	14
4	17
17	11
1	2
4	7
14	8
11	16
2	5
7	10
8	13
17	9
# tree 4
3	6
1	3
6	4
6	14
4	17
17	11
1	2
4	7
14	8
11	16
2	5
7	10
8	13
11	9
# tree 5
3	6
1	3
6	4
6	14
4	17
17	11
1	2
11	16
14	8
4	7
2	5
16	9
8	13
4	10
# tree 6
3	6
1	3
6	4
6	14
4	17
1	2
17	16
4	7
14	8
17	11
2	5
16	9
7	10
8	13
# tree 7
1	3
3	6
6	4
4	17
6	14
1	2
17	16
14	8
17	11
4	7
2	5
16	9
8	13
4	10
# tree 8
1	3
3	6
6	4
4	17
17	11
6	14
1	2
14	8
11	16
4	7
2	5
8	13
4	10
4	9
# tree 9
1	3
3	6
6	4
4	17
17	11
6	14
1	2
14	8
11	16
4	7
2	5
8	13
4	10
17	9
# tree 10
1	3
3	6
6	4
4	17
17	11
6	14
1	2
14	8
11	16
4	7
2	5
8	13
4	10
11	9
# tree 11
1	3
3	6
6	4
4	17
6	14
1	2
14	8
17	16
17	11
4	7
2	5
8	13
4	10
4	9
# tree 12
1	3
3	6
6	4
4	17
6	14
1	2
14	8
17	11
17	16
4	7
2	5
8	13
4	10
11	9
# tree 13
1	3
3	6
6	4
4	17
6	14
1	2
4	7
14	8
17	16
17	11
2	5
7	10
8	13
4	9
# tree 14
1	3
3	6
6	4
4	17
6	14
1	2
4	7
14	8
17	11
17	16
2	5
7	10
8	13
11	9
