treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.322222222222222	5	Alternative tree	-42.6605943449092	1	Highest edge probability tree
2	0.322222222222222	5	Alternative tree	-49.9089049345083	16	Alternative tree
3	0.322222222222222	5	Alternative tree	-46.0303020655196	3	Alternative tree
4	0.322222222222222	5	Alternative tree	-46.0303020655196	3	Alternative tree
5	0.419753086419753	13	Alternative tree	-86.1999360290835	263	Alternative tree
6	0.493827160493827	19	Alternative tree	-46.7819065478259	6	Alternative tree
7	0.322222222222222	5	Alternative tree	-80.6200513718152	259	Alternative tree
8	0.322222222222222	5	Alternative tree	-80.6200513718152	259	Alternative tree
9	0.322222222222222	5	Alternative tree	-46.8639897304063	7	Alternative tree
10	0.277777777777778	2	Alternative tree	-72.621520633857	252	Alternative tree
11	0.252525252525253	1	Lowest SCE tree	-52.197125509267	35	Alternative tree
12	0.455555555555556	15	Alternative tree	-47.8218019362479	8	Alternative tree
13	0.322222222222222	5	Alternative tree	-58.6539599326626	118	Alternative tree
14	0.322222222222222	5	Alternative tree	-46.4422247558166	5	Alternative tree
15	0.407407407407407	11	Alternative tree	-46.0760785684414	4	Alternative tree
16	0.322222222222222	5	Alternative tree	-60.1431321522416	146	Alternative tree
17	0.358024691358025	7	Alternative tree	-44.4636670546233	2	Alternative tree
18	0.493827160493827	19	Alternative tree	-84.7413635747319	262	Alternative tree
19	0.493827160493827	19	Alternative tree	-84.7413635747319	262	Alternative tree
20	0.493827160493827	19	Alternative tree	-50.985301933323	23	Alternative tree
21	0.444444444444444	14	Alternative tree	-76.7428328367737	255	Alternative tree
22	0.444444444444444	14	Alternative tree	-78.7566073439362	257	Alternative tree
23	0.641975308641975	27	Alternative tree	-51.9431141391646	29	Alternative tree
24	0.493827160493827	19	Alternative tree	-62.7752721355793	184	Alternative tree
25	0.493827160493827	19	Alternative tree	-50.5635369587333	21	Alternative tree
26	0.493827160493827	19	Alternative tree	-54.030217137425	55	Alternative tree
27	0.611111111111111	24	Alternative tree	-50.1973907713581	18	Alternative tree
