treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.238095238095238	2	Alternative tree	-45.0018288659274	1	Highest edge probability tree
2	0.285714285714286	5	Alternative tree	-76.1328458480698	394	Alternative tree
3	0.267857142857143	4	Alternative tree	-76.1328458480698	394	Alternative tree
4	0.517857142857143	26	Alternative tree	-76.1328458480698	394	Alternative tree
5	0.267857142857143	4	Alternative tree	-49.9159006609658	18	Alternative tree
6	0.267857142857143	4	Alternative tree	-73.1629046016136	375	Alternative tree
7	0.267857142857143	4	Alternative tree	-53.2457486457542	41	Alternative tree
8	0.476190476190476	22	Alternative tree	-54.3422399299512	50	Alternative tree
9	0.523809523809524	27	Alternative tree	-52.7855047526139	35	Alternative tree
10	0.222222222222222	1	Lowest SCE tree	-47.0961710269511	5	Alternative tree
11	0.333333333333333	9	Alternative tree	-48.1612940433867	9	Alternative tree
12	0.267857142857143	4	Alternative tree	-74.9141438484055	386	Alternative tree
13	0.267857142857143	4	Alternative tree	-46.6435542538749	4	Alternative tree
14	0.357142857142857	11	Alternative tree	-62.9020322363263	208	Alternative tree
15	0.267857142857143	4	Alternative tree	-46.2633810874249	2	Alternative tree
16	0.267857142857143	4	Alternative tree	-46.4008467903259	3	Alternative tree
17	0.317460317460317	7	Alternative tree	-50.2556362044105	21	Alternative tree
18	0.25	3	Alternative tree	-77.0084860094292	402	Alternative tree
19	0.25	3	Alternative tree	-48.7378964148986	12	Alternative tree
20	0.339285714285714	10	Alternative tree	-64.99637439735	253	Alternative tree
21	0.25	3	Alternative tree	-48.3577232484486	10	Alternative tree
22	0.25	3	Alternative tree	-48.4951889513496	11	Alternative tree
23	0.267857142857143	4	Alternative tree	-78.2271880090936	412	Alternative tree
24	0.25	3	Alternative tree	-78.2271880090936	412	Alternative tree
25	0.25	3	Alternative tree	-78.2271880090936	412	Alternative tree
26	0.25	3	Alternative tree	-52.0102428219895	32	Alternative tree
27	0.25	3	Alternative tree	-75.2572467626373	389	Alternative tree
28	0.25	3	Alternative tree	-55.3400908067779	63	Alternative tree
29	0.46031746031746	20	Alternative tree	-56.436582090975	82	Alternative tree
30	0.507936507936508	25	Alternative tree	-54.8798469136376	58	Alternative tree
31	0.375	12	Alternative tree	-78.0736090258648	409	Alternative tree
32	0.375	12	Alternative tree	-49.8030194313342	17	Alternative tree
33	0.464285714285714	21	Alternative tree	-66.0614974137856	278	Alternative tree
34	0.375	12	Alternative tree	-49.4228462648842	14	Alternative tree
35	0.375	12	Alternative tree	-49.5603119677852	15	Alternative tree
36	0.392857142857143	14	Alternative tree	-79.2923110255292	418	Alternative tree
37	0.375	12	Alternative tree	-79.2923110255292	418	Alternative tree
38	0.625	38	Alternative tree	-79.2923110255292	418	Alternative tree
39	0.375	12	Alternative tree	-53.0753658384251	39	Alternative tree
40	0.375	12	Alternative tree	-56.4052138232135	80	Alternative tree
41	0.571428571428572	31	Alternative tree	-57.5017051074106	96	Alternative tree
42	0.619047619047619	37	Alternative tree	-55.9449699300732	71	Alternative tree
43	0.357142857142857	11	Alternative tree	-64.5437576242738	246	Alternative tree
44	0.267857142857143	4	Alternative tree	-47.9051064753724	7	Alternative tree
45	0.306122448979592	6	Alternative tree	-48.0425721782734	8	Alternative tree
46	0.326530612244898	8	Alternative tree	-77.7745712360174	407	Alternative tree
47	0.306122448979592	6	Alternative tree	-77.7745712360174	407	Alternative tree
48	0.591836734693877	33	Alternative tree	-77.7745712360174	407	Alternative tree
49	0.306122448979592	6	Alternative tree	-51.5576260489133	29	Alternative tree
50	0.306122448979592	6	Alternative tree	-74.8046299895611	385	Alternative tree
51	0.306122448979592	6	Alternative tree	-54.8874740337017	59	Alternative tree
52	0.535714285714286	28	Alternative tree	-55.9839653178988	73	Alternative tree
53	0.589285714285714	32	Alternative tree	-54.4272301405614	51	Alternative tree
54	0.306122448979592	6	Alternative tree	-47.6623990118234	6	Alternative tree
55	0.326530612244898	8	Alternative tree	-77.3943980695674	404	Alternative tree
56	0.306122448979592	6	Alternative tree	-77.3943980695674	404	Alternative tree
57	0.591836734693877	33	Alternative tree	-77.3943980695674	404	Alternative tree
58	0.306122448979592	6	Alternative tree	-51.1774528824633	24	Alternative tree
59	0.306122448979592	6	Alternative tree	-74.4244568231111	382	Alternative tree
60	0.306122448979592	6	Alternative tree	-54.5073008672517	53	Alternative tree
61	0.535714285714286	28	Alternative tree	-55.6037921514487	65	Alternative tree
62	0.589285714285714	32	Alternative tree	-54.0470569741114	46	Alternative tree
63	0.326530612244898	8	Alternative tree	-77.5318637724684	406	Alternative tree
64	0.306122448979592	6	Alternative tree	-77.5318637724684	406	Alternative tree
65	0.591836734693877	33	Alternative tree	-77.5318637724684	406	Alternative tree
66	0.306122448979592	6	Alternative tree	-51.3149185853643	26	Alternative tree
67	0.306122448979592	6	Alternative tree	-74.5619225260121	383	Alternative tree
68	0.306122448979592	6	Alternative tree	-54.6447665701527	55	Alternative tree
