1	10
1	11
1	12
1	13
1	14
1	15
1	18
1	2
1	20
1	22
1	23
1	24
1	25
1	27
1	29
1	3
1	30
1	31
1	32
1	33
1	34
1	35
1	37
1	38
1	39
1	4
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	5
1	6
1	7
1	9
11	20
11	31
11	44
13	14
15	27
15	42
15	43
18	11
18	13
18	14
18	20
18	29
18	30
18	31
18	38
18	44
2	7
22	35
23	2
23	7
24	32
24	33
24	34
24	39
25	10
25	11
25	13
25	14
25	18
25	20
25	22
25	24
25	29
25	3
25	30
25	31
25	32
25	33
25	34
25	35
25	38
25	39
25	41
25	44
25	45
25	46
25	5
3	10
3	11
3	13
3	14
3	18
3	20
3	22
3	24
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	38
3	39
3	41
3	44
3	45
3	46
3	5
30	29
31	20
32	33
34	32
34	33
38	13
38	14
4	12
4	15
4	2
4	23
4	27
4	37
4	42
4	43
4	47
4	6
4	7
4	9
41	11
41	13
41	14
41	18
41	20
41	29
41	30
41	31
41	38
41	44
45	22
45	35
47	15
47	27
47	42
47	43
5	22
5	24
5	32
5	33
5	34
5	35
5	39
5	45
6	12
9	12
9	15
9	27
9	37
9	42
9	43
9	47
9	6
